cell_id,PRG1_G1,PRG1_G2,PRG1_G3,PRG1_G4,PRG1_G5,PRG1_G6,PRG2_G1,PRG2_G2,PRG2_G3,PRG2_G4,PRG2_G5,PRG2_G6,PRG3_G1,PRG3_G2,PRG3_G3,PRG3_G4,PRG3_G5,PRG3_G6,PRG4_G1,PRG4_G2,PRG4_G3,PRG4_G4,PRG4_G5,PRG4_G6,PRG5_G1,PRG5_G2,PRG5_G3,PRG5_G4,PRG5_G5,PRG5_G6,PRG6_G1,PRG6_G2,PRG6_G3,PRG6_G4,PRG6_G5,PRG6_G6,PRG7_G1,PRG7_G2,PRG7_G3,PRG7_G4,PRG7_G5,PRG7_G6,PRG8_G1,PRG8_G2,PRG8_G3,PRG8_G4,PRG8_G5,PRG8_G6
pertB_b2_c115,5.6585,5.3234,5.7492,5.5588,5.5049,5.7916,5.448,5.9453,5.7492,5.8323,5.5049,5.909,6.0141,6.0785,5.9453,5.5049,5.3876,5.6585,0.0,2.6814,4.2345,4.5668,4.015,4.015,5.7048,5.448,5.5049,5.3876,5.7916,6.2759,0.0,3.7333,4.2345,4.015,4.015,0.0,5.3876,5.6585,5.5588,5.6099,6.0785,5.7916,4.5668,3.3397,4.4144,4.2345,4.2345,3.3397
pertB_b2_c116,5.6958,5.6958,5.6958,5.5961,5.3607,5.4249,4.7361,3.3758,3.7698,0.0,4.0517,4.0517,3.7698,3.7698,2.7163,3.7698,3.7698,4.0517,4.2714,4.2714,3.3758,3.3758,4.9575,3.3758,5.1387,5.292,5.6472,5.5422,5.9464,6.1158,5.6472,5.8696,5.6472,5.5422,5.8696,5.8289,5.3607,5.7865,5.5961,5.5422,5.7865,6.3385,5.7422,5.3607,6.1465,6.0176,5.7865,5.4249
pertB_b2_c117,3.1537,0.0,4.9092,3.8252,4.7283,4.2234,4.7283,3.8252,4.7283,4.9092,3.1537,3.1537,4.5074,3.1537,4.2234,4.5074,3.1537,5.0623,4.7283,0.0,4.5074,4.7283,3.1537,4.2234,5.3122,5.512,6.1567,5.9459,6.2475,6.2899,5.5986,5.9459,6.1567,6.108,6.1567,6.4075,6.2031,6.5127,5.821,5.9459,6.3698,6.3307,0.0,3.1537,3.1537,4.2234,4.7283,4.2234
pertB_b2_c118,6.386,5.7812,5.7243,6.2908,5.1959,6.1857,5.5308,5.9349,5.6638,5.9813,5.457,6.2908,5.7243,6.0257,5.8351,5.8351,5.5308,5.7812,0.0,3.6084,4.0048,4.2879,4.9742,4.5083,2.942,3.6084,4.6888,4.0048,4.2879,3.6084,5.3773,5.9349,6.0257,5.7243,6.1857,5.457,4.2879,4.2879,4.2879,4.2879,2.942,4.2879,4.5083,4.0048,4.8416,3.6084,4.2879,2.942
pertB_b2_c119,4.1728,3.495,4.1728,2.8317,4.1728,0.0,4.3929,4.1728,4.5731,4.8582,4.3929,4.3929,2.8317,2.8317,3.8903,3.495,3.495,4.3929,3.8903,4.5731,3.8903,4.1728,4.5731,3.495,5.4145,5.4832,6.1054,6.0691,6.0315,6.4102,5.6079,5.5475,5.9516,5.6648,6.1054,5.8185,5.9092,6.2387,5.6648,5.3407,5.7187,6.1404,6.0315,5.9092,5.8185,6.207,5.8649,5.1746
pertB_b2_c120,4.1572,3.7595,3.0894,4.1572,3.0894,4.441,4.1572,3.0894,3.7595,4.1572,4.441,4.1572,6.1804,6.3767,6.0896,5.9358,5.8788,6.1804,4.9955,4.6618,3.7595,3.7595,4.9955,4.6618,5.8788,5.9898,6.2636,6.3767,6.1804,6.1804,6.0896,6.0896,5.8788,5.6114,6.2636,5.8788,0.0,4.441,4.8425,4.1572,4.6618,3.0894,4.6618,3.0894,4.1572,4.441,4.1572,4.6618
pertB_b2_c121,6.0426,5.3982,5.8889,6.0426,5.7714,6.2166,5.8889,6.2934,6.4938,5.9428,5.8889,6.3986,3.7136,4.1109,3.7136,4.3944,3.7136,3.7136,3.7136,4.6151,0.0,3.7136,5.0814,4.6151,3.7136,4.6151,3.7136,3.0445,4.7958,3.7136,4.3944,4.3944,3.0445,4.6151,3.7136,3.7136,4.1109,4.3944,0.0,3.0445,4.3944,4.3944,6.1759,6.2558,6.0426,6.2166,6.3297,6.3986
pertB_b2_c122,6.3587,5.7411,6.192,6.711,5.9917,5.9347,4.2124,3.143,4.4964,3.8143,4.2124,4.4964,3.8143,0.0,4.4964,5.0512,3.8143,3.8143,4.2124,4.2124,4.2124,4.2124,0.0,4.2124,5.9347,5.9347,6.0457,6.0969,6.3587,5.9347,3.8143,4.2124,4.4964,4.2124,3.8143,3.143,5.7411,6.5343,5.9347,5.9347,6.0457,6.1455,4.7173,3.8143,4.2124,3.8143,4.2124,4.2124
pertB_b2_c123,6.1585,5.314,5.7821,5.7821,5.314,6.0374,5.5493,5.4386,6.0047,5.7821,5.0921,6.1866,5.8996,5.9708,5.5493,5.2453,5.314,5.8228,4.2252,4.2252,3.724,4.405,4.0057,4.5574,3.724,4.0057,3.3306,4.0057,3.724,4.2252,5.4386,5.649,5.8619,5.6004,6.069,5.6004,5.4955,5.9358,5.314,5.2453,5.8228,5.8619,4.2252,3.3306,3.3306,3.3306,3.724,4.0057
pertB_b2_c124,5.7386,5.0112,5.3348,5.8098,5.6619,5.5788,5.0848,5.6212,5.6212,5.701,5.3348,5.9685,5.0848,5.6619,5.5788,5.6619,5.7386,5.7386,4.2457,4.2457,2.5232,2.5232,4.2457,3.5668,5.1534,5.4882,5.3886,5.5788,5.3886,5.7386,4.2457,4.7508,4.2457,2.5232,2.5232,3.5668,5.0112,5.6212,5.4396,5.0848,5.0848,5.9974,5.6619,5.8763,5.9387,5.6619,5.9387,5.1534
pertB_b2_c125,0.0,0.0,0.0,0.0,0.0,5.3033,5.3033,5.994,5.994,0.0,5.3033,0.0,0.0,0.0,0.0,5.994,5.994,0.0,0.0,0.0,0.0,5.994,0.0,6.6859,6.3986,5.3033,5.994,5.3033,5.994,5.3033,5.3033,0.0,0.0,5.994,5.994,5.3033,5.3033,5.994,5.3033,0.0,0.0,6.6859,5.994,6.3986,5.3033,5.3033,5.994,0.0
pertB_b2_c126,6.125,5.6408,5.7013,5.9119,5.173,5.9119,4.2651,3.586,4.8187,2.9201,4.2651,3.586,5.6408,5.7582,6.0859,5.7013,6.0027,6.3005,4.4855,4.8187,3.9821,4.2651,3.586,3.586,5.2678,6.0451,5.5765,5.5765,6.0451,6.3927,5.7013,6.0859,5.8121,5.9583,6.0027,5.9583,4.2651,3.9821,3.586,3.9821,3.9821,4.4855,2.9201,2.9201,4.2651,3.9821,4.4855,2.9201
pertB_b2_c127,0.0,5.0273,6.1215,5.7171,6.1215,5.7171,6.1215,5.7171,5.7171,6.1215,6.6314,5.0273,0.0,0.0,5.7171,6.4086,5.7171,5.7171,5.7171,5.0273,0.0,5.0273,5.0273,5.7171,6.1215,5.0273,0.0,5.0273,5.7171,5.0273,5.0273,0.0,5.0273,5.0273,5.7171,0.0,0.0,0.0,5.0273,0.0,5.0273,0.0,5.0273,0.0,5.7171,5.7171,5.7171,0.0
pertB_b2_c128,4.4348,4.4348,4.4348,3.5361,2.8717,0.0,3.9318,2.8717,3.9318,3.9318,4.7679,3.5361,0.0,3.9318,4.2146,3.5361,4.7679,4.4348,3.9318,4.7679,3.5361,3.5361,3.9318,0.0,5.7071,5.761,5.9072,5.7071,6.0347,6.0347,5.9072,6.1115,5.9072,5.761,5.8121,6.0738,5.6501,6.1478,5.994,5.3033,5.6501,6.1115,5.9072,6.0738,5.8608,6.2493,5.761,5.7071
pertB_b2_c129,5.6505,5.2062,5.6896,5.3234,4.9204,6.0141,5.5232,5.3234,5.7635,6.094,5.5675,5.7985,5.2665,5.6099,5.3772,5.4769,5.3234,5.4283,5.3234,5.1421,5.7985,5.0735,5.7985,5.4283,4.9999,5.7635,5.6896,5.5232,5.6099,5.6896,3.5557,3.1645,4.3866,2.5127,4.5186,3.8363,5.2062,5.7635,5.3234,5.5675,6.0141,5.6896,4.0551,2.5127,4.834,4.2345,4.2345,4.2345
pertB_b2_c130,4.248,3.3529,3.3529,0.0,4.0284,3.7467,4.7126,4.248,4.0284,3.7467,3.7467,4.248,5.885,5.994,6.0605,5.8052,5.5724,5.7628,3.3529,3.7467,4.0284,3.7467,3.3529,3.3529,5.4013,4.934,5.885,5.6721,5.5186,6.1527,5.6721,5.7185,5.2684,5.7628,6.1527,5.6721,5.4013,5.994,5.4013,5.2684,5.6235,5.9227,5.5724,5.5186,5.8459,5.6235,6.0922,5.4616
pertB_b2_c131,5.9817,5.3248,5.7929,5.9467,5.6112,5.8336,4.0163,3.7346,4.4157,3.341,4.0163,3.341,3.341,4.0163,4.0163,4.2358,3.7346,4.0163,4.2358,3.7346,0.0,4.0163,3.341,4.4157,5.3248,5.4494,5.8727,5.2561,5.5063,5.8336,5.5063,5.6598,5.8727,5.6598,5.7929,5.8727,5.2561,6.2247,5.5601,5.5601,6.1106,5.7505,5.7062,5.7062,5.7929,5.7929,5.8336,5.4494
pertB_b2_c132,6.4873,5.7957,5.1055,6.2001,0.0,5.1055,6.2001,5.1055,5.1055,0.0,5.7957,0.0,5.7957,0.0,5.1055,0.0,5.1055,5.1055,5.1055,6.7101,0.0,5.7957,0.0,5.1055,0.0,5.1055,0.0,5.1055,5.1055,6.2001,6.4873,0.0,5.1055,5.7957,5.1055,0.0,5.7957,5.1055,5.1055,5.1055,5.1055,5.1055,5.1055,5.1055,0.0,6.2001,5.7957,5.1055
pertB_b2_c133,4.2124,3.8143,4.4964,3.8143,3.143,4.2124,4.2124,3.143,3.143,3.143,3.8143,3.8143,5.8099,6.2363,5.9917,6.0969,5.6673,6.2363,3.143,4.4964,3.143,3.143,3.143,4.4964,5.6673,6.0457,5.9347,6.0969,6.0969,6.711,3.143,3.143,4.8981,4.2124,4.4964,3.8143,4.4964,3.143,3.8143,4.7173,4.2124,0.0,6.4327,6.192,6.1455,6.3587,6.4677,5.9917
pertB_b2_c134,3.8057,3.8057,3.1345,4.2037,3.1345,3.1345,6.1367,6.0369,5.9829,6.4589,6.3876,6.3876,4.4876,3.1345,0.0,3.1345,3.8057,4.2037,4.8894,3.8057,3.8057,3.8057,4.4876,4.4876,5.9259,5.9829,6.27,5.9259,6.4239,5.9829,3.8057,4.2037,0.0,5.0424,3.8057,4.4876,4.2037,4.7085,4.2037,4.4876,0.0,3.8057,6.1832,6.088,5.5787,6.088,6.3876,5.8011
pertB_b2_c135,4.2146,3.8165,4.2146,4.2146,4.4986,4.7195,4.2146,3.1451,4.2146,0.0,4.2146,3.1451,4.2146,0.0,4.4986,4.2146,4.2146,3.1451,4.2146,4.4986,3.1451,4.7195,3.1451,3.8165,5.994,5.6695,6.4699,6.281,6.1478,6.281,4.4986,3.1451,4.2146,0.0,3.8165,4.4986,5.4082,6.5682,6.1478,5.5897,6.2385,6.1942,6.1478,6.2385,5.9369,6.0991,6.5682,5.6695
pertB_b2_c136,5.5724,5.6235,5.7628,5.994,5.4013,5.6721,5.8459,5.959,5.9227,6.0922,5.5724,5.959,5.6721,5.7628,5.5186,5.6721,5.6235,5.7185,4.4279,4.0284,4.0284,4.4279,4.7126,3.3529,5.4616,5.1947,5.6721,5.4013,5.7185,5.6235,2.6942,3.3529,4.8294,4.0284,4.4279,0.0,5.5186,5.959,5.7185,5.337,6.0278,5.2684,4.4279,3.3529,4.248,4.5804,3.3529,3.7467
pertB_b2_c137,4.4556,3.774,5.26,4.4556,3.1035,4.1718,4.1718,3.774,3.774,3.774,4.1718,4.8572,4.1718,0.0,3.1035,3.774,0.0,3.774,4.6764,3.774,3.774,3.774,4.4556,4.1718,5.8936,5.1429,5.8331,6.4265,6.2376,6.4604,4.4556,3.774,3.1035,3.774,4.1718,3.1035,5.8936,6.4265,5.8331,5.9506,5.7,6.3552,6.2376,6.0557,6.1044,6.1508,6.6964,6.0557
pertB_b2_c138,3.7761,4.6785,3.7761,3.7761,5.145,5.0123,5.7709,6.2397,5.9527,6.5269,6.2397,6.3196,3.1056,3.1056,4.6785,3.7761,3.7761,4.1739,4.8593,0.0,0.0,3.7761,3.7761,4.4577,4.6785,5.0123,3.7761,4.4577,3.7761,3.7761,5.7021,6.1065,6.1065,6.1065,6.3196,5.8353,5.7021,6.6164,5.8957,5.7021,5.8957,6.0066,4.1739,4.1739,3.7761,4.1739,4.8593,3.7761
pertB_b2_c139,3.6629,3.9442,4.1634,4.9434,4.1634,3.2702,5.538,5.9083,6.0959,5.7196,5.7603,5.8733,4.1634,4.3431,2.6143,4.1634,3.6629,4.1634,3.6629,3.6629,2.6143,4.1634,3.2702,3.6629,4.8488,5.5866,5.9083,5.7994,5.538,5.9748,6.0065,5.7196,5.9421,5.7994,5.6772,5.0298,5.538,5.6772,5.5866,4.9434,6.067,5.7196,5.538,5.6772,5.9083,5.6329,5.7994,5.538
pertB_b2_c140,6.0166,5.689,6.0166,5.794,5.7429,6.0933,4.1967,2.8545,0.0,3.5185,3.914,3.5185,2.8545,4.5971,3.914,2.8545,4.5971,4.1967,3.5185,3.914,3.5185,4.4168,4.4168,4.1967,5.4387,5.632,5.8427,5.9334,5.9758,5.8891,4.1967,4.8823,4.4168,2.8545,4.1967,0.0,5.794,6.0557,5.632,5.9758,6.0933,5.9758,6.1296,6.1296,5.5716,5.8891,6.2629,5.5716
pertB_b2_c141,4.0607,3.8418,4.8397,3.8418,3.8418,3.8418,5.4825,5.3829,5.6562,6.0996,6.0737,5.7329,5.5289,5.7692,5.3829,5.1477,5.2722,5.7329,3.1699,4.2401,3.5613,2.5179,4.3922,3.5613,5.0791,5.3291,5.6953,5.4339,5.6953,5.9628,5.4339,5.6562,5.2119,5.4339,5.5731,5.4339,4.926,5.9628,5.4339,4.3922,5.7329,5.6562,5.8379,5.4339,5.3291,5.933,5.5731,5.1477
pertB_b2_c142,3.914,4.1967,3.914,4.1967,4.8823,3.914,6.0557,5.8891,6.0557,6.0933,5.689,5.9758,3.914,3.914,3.914,4.5971,4.1967,3.914,4.1967,4.4168,2.8545,4.4168,4.4168,4.4168,0.0,3.914,2.8545,2.8545,2.8545,0.0,5.794,6.0166,6.1646,5.689,5.8427,5.794,4.8823,6.0557,5.7429,5.1987,6.4078,6.0166,5.794,5.794,5.794,6.0557,5.9758,5.8427
pertB_b2_c143,4.1495,4.1495,4.1495,2.8094,4.3695,4.5497,5.7949,6.0079,6.2458,6.0079,5.6412,6.1506,3.472,4.1495,3.8671,3.8671,3.8671,4.1495,4.1495,4.1495,3.472,4.5497,3.8671,3.8671,5.7949,5.4596,5.7949,6.0818,6.0079,6.0079,5.4596,5.9687,5.7462,5.4596,5.928,5.7462,3.8671,4.5497,3.472,4.3695,3.8671,3.472,5.6951,5.8413,5.8413,6.1834,6.1506,5.7949
pertB_b2_c144,4.0742,4.9802,4.474,3.3979,3.3979,3.3979,4.9802,3.3979,0.0,4.0742,4.0742,4.0742,0.0,5.1614,0.0,0.0,4.474,4.0742,3.3979,4.0742,4.9802,4.0742,3.3979,4.474,6.3614,6.2562,6.5842,6.5009,6.1991,6.8913,3.3979,4.0742,3.3979,4.7588,3.3979,4.474,3.3979,4.0742,3.3979,3.3979,4.474,4.0742,6.661,6.4101,6.5009,6.661,6.6233,5.9315
pertB_b2_c145,3.3731,4.9547,4.049,4.049,4.7334,4.4486,5.9798,6.7067,6.5178,6.6717,6.2845,6.8051,4.049,4.7334,4.4486,4.4486,3.3731,3.3731,4.049,3.3731,3.3731,5.1359,3.3731,4.9547,6.4753,6.2306,6.1735,6.5585,6.0486,6.4309,3.3731,4.4486,4.4486,4.4486,3.3731,4.049,3.3731,4.049,4.049,4.4486,4.049,4.4486,4.049,4.7334,3.3731,4.7334,4.4486,4.049
pertB_b2_c146,4.1297,3.4526,4.3497,4.1297,3.4526,3.4526,4.3497,3.4526,2.7906,3.8474,4.5298,4.5298,5.6751,5.908,5.908,5.9487,6.0255,6.0255,3.8474,3.8474,4.3497,3.4526,3.8474,4.1297,5.371,5.908,6.2555,5.7749,5.5039,6.0255,5.7749,5.6751,6.0618,5.8656,5.8212,6.2257,5.6751,6.1633,5.8212,5.5039,5.8212,6.0968,0.0,4.1297,3.8474,4.3497,4.9317,4.1297
pertB_b2_c147,3.8564,4.1388,3.8564,4.539,3.8564,4.1388,5.3801,5.6843,6.1725,5.6304,5.2267,5.7841,6.0347,6.071,4.9408,5.6843,5.5735,5.6843,4.824,3.8564,3.4615,4.824,4.3588,4.3588,5.3064,4.824,6.0347,5.7354,5.7841,5.9579,5.4488,4.824,6.1725,5.8304,5.9579,5.2267,3.8564,4.1388,3.4615,3.4615,3.4615,3.8564,5.5131,5.7354,5.7354,5.7841,5.8748,5.5735
pertB_b2_c148,6.1508,5.7,6.1508,6.6424,6.0045,6.2376,3.774,3.1035,3.774,4.1718,4.4556,4.1718,3.1035,4.4556,3.1035,4.1718,4.1718,3.774,3.774,4.4556,0.0,3.774,3.774,4.1718,5.9506,5.4598,6.2376,6.3175,6.0557,6.3552,4.4556,3.1035,4.1718,5.0102,4.1718,4.1718,5.6262,6.5853,6.0557,5.7688,6.1508,6.3175,3.1035,0.0,4.4556,3.774,4.4556,4.1718
pertB_b2_c149,4.2212,3.5426,3.1515,4.6217,4.5052,4.3732,5.2531,5.785,5.6762,5.8188,5.4148,5.5964,5.6371,5.6371,5.31,5.8188,5.31,5.6371,3.823,3.5426,3.5426,3.1515,4.3732,4.3732,5.1928,5.3638,5.554,5.7138,5.75,5.7138,5.31,5.6762,5.4634,5.1286,5.6762,5.75,4.9864,5.8515,5.1286,4.7261,5.554,5.6371,5.5964,5.6371,5.3638,5.9138,6.0006,5.31
pertC_b2_c000,5.2409,5.4027,5.4512,5.4976,5.1165,5.871,5.2409,5.5842,5.9884,5.8393,5.3516,5.5842,5.4512,5.664,5.1165,5.3516,5.5418,5.871,0.0,4.0298,3.8111,3.1398,3.5307,4.3612,5.4512,5.5842,5.664,5.7378,5.7728,5.9314,5.4976,5.2978,5.5842,5.5842,5.8393,5.7378,5.1165,5.9017,5.1165,5.0479,5.7728,5.7016,3.8111,4.0298,4.0298,3.1398,4.4931,3.8111
pertC_b2_c001,3.1199,4.4726,4.6934,4.4726,4.1887,3.7908,3.7908,3.1199,4.4726,0.0,4.6934,4.4726,3.1199,0.0,4.4726,0.0,4.6934,3.7908,3.1199,4.1887,4.4726,4.8742,4.4726,4.4726,3.1199,3.1199,4.6934,3.7908,4.4726,4.8742,6.2955,5.7859,6.3346,5.7171,6.4775,5.6433,5.9677,6.0728,6.1215,5.7171,6.0216,6.6596,6.4437,6.4437,5.7171,6.1215,5.9107,5.6433
pertC_b2_c002,6.1679,6.1679,6.2323,6.3499,6.2323,6.8928,6.5038,6.0251,6.9245,6.5502,6.4551,6.5946,4.5668,4.1665,0.0,4.5668,3.4888,3.4888,0.0,4.1665,5.0735,5.0735,4.1665,4.8519,3.4888,4.1665,4.1665,4.1665,4.1665,3.4888,4.1665,4.1665,4.5668,4.1665,0.0,3.4888,3.4888,4.1665,3.4888,4.8519,3.4888,3.4888,5.2548,0.0,0.0,4.5668,4.5668,4.5668
pertC_b2_c003,3.6716,2.3588,4.2202,2.3588,3.0036,3.8896,5.0989,5.3995,5.7285,5.6304,5.2094,5.789,5.5955,5.4826,5.3995,5.2605,5.3553,5.3995,5.7285,5.6304,5.6642,5.309,5.4419,5.6304,5.4826,5.2605,5.6969,5.309,5.5955,5.4826,5.0386,5.2094,5.5592,5.5216,5.8179,4.9745,5.309,5.5592,4.5725,4.9745,5.6969,5.3995,5.4826,5.6969,5.2605,5.5955,5.5955,5.0989
pertC_b2_c004,6.2849,5.5609,5.6252,5.7965,5.3388,6.147,4.2497,3.5707,3.5707,4.2497,3.9668,0.0,3.9668,3.5707,3.5707,3.9668,2.9053,4.6504,3.9668,0.0,3.9668,4.6504,4.47,4.2497,6.0295,5.3388,5.8963,5.8477,6.0295,6.0702,4.2497,4.47,4.2497,4.6504,4.47,4.2497,5.3388,5.987,5.987,5.8477,5.987,6.147,5.8477,5.7426,5.6252,5.9427,6.0295,6.0295
pertC_b2_c005,5.9956,5.9956,5.9548,6.2726,5.6111,6.3313,3.4981,3.8934,4.396,3.8934,3.8934,3.4981,3.8934,3.8934,2.8347,4.729,3.8934,4.396,4.396,3.8934,4.176,4.176,4.5763,4.176,5.083,5.668,6.0347,5.4177,6.0723,6.2102,5.668,5.8217,5.8681,5.8681,6.1775,6.1086,5.2643,5.8217,5.6111,5.6111,5.9124,5.773,4.176,3.4981,4.5763,3.4981,3.8934,4.396
pertC_b2_c006,4.4942,4.4942,3.8122,3.1409,4.8959,4.4942,4.7151,4.2102,3.8122,0.0,3.8122,3.1409,3.8122,4.7151,3.1409,3.1409,4.2102,3.1409,3.1409,3.1409,4.7151,3.8122,4.7151,4.4942,5.9325,5.9325,6.3173,6.2341,6.2766,6.2341,4.2102,3.1409,4.2102,3.8122,4.2102,3.1409,5.8721,6.1433,5.4038,5.6651,6.0435,6.3565,6.2341,6.1898,6.5321,5.7389,6.6243,5.8721
pertC_b2_c007,3.3731,3.3731,4.4486,4.9547,3.3731,4.9547,4.9547,3.3731,4.7334,3.3731,4.9547,0.0,3.3731,4.4486,3.3731,3.3731,4.049,3.3731,4.9547,4.7334,4.049,4.049,4.4486,4.049,6.5977,6.3844,6.6717,5.8261,6.6354,6.6354,3.3731,4.4486,4.7334,5.1359,3.3731,4.049,6.0486,6.7734,6.2845,6.3357,6.3844,6.2845,3.3731,4.7334,4.049,4.049,4.049,4.049
pertC_b2_c008,3.7781,4.176,3.1076,4.176,3.1076,4.176,4.176,4.176,4.4598,3.7781,4.176,4.8614,0.0,4.176,3.7781,4.8614,4.4598,5.0144,4.176,3.7781,3.7781,4.176,3.7781,3.7781,6.1994,5.9548,6.0599,6.155,6.0599,6.2419,6.0088,6.1086,6.2826,6.1086,6.3218,5.9548,5.773,6.4974,6.0088,5.7043,6.155,6.3957,4.176,3.7781,0.0,3.1076,4.8614,0.0
pertC_b2_c009,3.95,4.9187,2.8891,4.2328,3.5541,3.5541,4.2328,2.8891,4.7862,4.4531,4.2328,4.2328,2.8891,3.5541,2.8891,4.6334,4.9187,4.2328,3.95,3.95,4.2328,2.8891,0.0,3.95,5.7256,5.6082,5.97,5.8306,5.6686,6.2012,5.6082,5.5439,5.8306,5.6082,5.7794,5.4752,5.4014,6.3302,5.6686,5.7256,5.7256,6.2351,6.2351,6.0531,6.0923,6.1662,5.9256,6.0531
pertC_b2_c010,3.914,3.914,3.5185,4.4168,0.0,4.1967,4.1967,4.4168,4.1967,4.5971,4.5971,2.8545,4.1967,3.5185,4.1967,4.4168,2.8545,3.5185,4.1967,2.8545,4.1967,4.1967,4.1967,2.8545,5.7429,5.2852,6.0166,6.1296,5.5716,6.1296,5.632,5.7429,5.4387,5.4387,6.0557,5.4387,5.4387,6.4856,5.5716,5.5716,6.1646,6.0166,6.1985,5.9758,5.8891,6.1296,6.3805,5.794
pertC_b2_c011,3.1987,4.0902,3.8713,3.8713,4.2698,4.0902,5.109,5.359,5.6455,5.7629,5.9323,5.7253,5.4128,5.6031,5.5125,5.2418,5.359,5.6862,4.2698,4.0902,3.5905,4.4219,3.8713,3.1987,5.1776,5.4639,5.4128,5.6031,5.109,5.9323,5.4639,5.4639,5.7629,5.5588,6.0217,5.359,5.0354,5.7992,5.6031,5.359,5.4128,5.6031,5.6862,5.6031,5.7992,5.4128,5.7629,5.6455
pertC_b2_c012,4.2032,4.2032,3.5249,4.6036,4.2032,4.2032,5.9824,5.8492,6.2694,6.3002,5.8956,6.387,5.6386,5.5782,5.7494,5.4452,5.5782,5.8006,3.5249,4.6036,4.2032,3.9205,3.5249,3.9205,5.8492,5.8492,6.33,5.6955,6.0231,5.8956,5.6386,5.4452,5.5782,5.5782,6.0231,5.5782,3.9205,3.5249,3.9205,3.9205,4.4233,4.2032,4.4233,3.9205,4.2032,4.2032,4.7564,4.4233
pertC_b2_c013,0.0,4.3004,4.5208,4.0172,4.3004,4.3004,4.0172,4.3004,4.3004,5.1037,3.6207,4.0172,4.3004,4.3004,4.3004,4.0172,2.954,2.954,0.0,0.0,4.3004,2.954,2.954,0.0,6.1606,5.3899,5.7938,5.8989,5.7369,6.3986,5.994,5.6121,5.8989,5.5434,6.1215,5.6121,5.2085,6.2696,5.7938,5.5434,6.0383,5.7938,5.7369,5.6764,5.7369,6.2346,6.3035,6.1215
pertC_b2_c014,3.5217,4.4201,4.1999,4.1999,2.8576,3.9172,3.9172,0.0,0.0,2.8576,4.7531,3.9172,3.5217,4.4201,2.8576,4.1999,3.9172,4.4201,0.0,3.5217,3.9172,3.9172,2.8576,0.0,5.9367,5.7973,6.059,5.7973,5.8459,6.2345,5.5749,6.0198,5.6353,5.3681,6.2662,5.7462,5.9367,5.9367,5.8923,5.2885,6.2969,5.8923,5.8923,6.059,6.0198,5.8459,6.2345,5.9791
pertC_b2_c015,0.0,5.0123,4.1739,4.8593,3.7761,3.7761,4.6785,3.1056,4.1739,4.1739,4.1739,4.1739,0.0,4.8593,3.1056,4.1739,4.1739,4.1739,3.7761,0.0,3.1056,3.7761,4.1739,3.1056,5.367,6.1529,6.0066,6.2397,5.9527,6.3196,6.0578,6.0066,6.1973,6.2397,6.2805,6.2805,3.7761,4.4577,4.6785,3.1056,3.1056,4.4577,5.7021,5.8353,6.3196,6.4286,6.3936,6.1065
pertC_b2_c016,2.8423,4.404,4.8694,4.1839,4.1839,0.0,5.676,6.0427,5.7811,5.8297,5.3519,6.2499,3.9013,2.8423,4.404,3.9013,4.5843,4.1839,3.9013,4.404,2.8423,4.404,4.7369,2.8423,5.7811,5.5587,6.2499,6.0427,5.5587,5.9629,0.0,4.1839,2.8423,4.5843,3.9013,3.5059,5.3519,6.0036,5.1857,5.7299,5.9629,6.1166,6.1855,6.0036,5.9204,6.3394,5.9629,5.5587
pertC_b2_c017,5.7265,4.8707,5.56,6.1561,5.3033,5.8003,3.8724,3.1999,3.5917,3.5917,4.2709,4.6717,5.56,5.7641,5.243,5.8003,5.414,5.414,5.7641,5.6043,5.4651,5.3033,5.7641,5.8003,5.3033,5.1102,5.56,5.7265,5.3602,5.7641,5.3033,5.243,5.6467,5.4651,5.6467,5.6043,5.3602,5.9642,5.0366,5.3033,5.8003,5.5137,4.2709,3.5917,4.0914,3.8724,4.5551,3.1999
pertC_b2_c018,6.0033,5.548,5.3769,5.5991,5.244,5.6477,5.3126,5.6477,6.0677,6.1282,5.5991,5.9345,4.0043,3.7227,4.4037,3.7227,3.7227,4.2238,5.6477,5.5991,5.6941,5.4372,5.3769,5.9695,5.548,5.4372,5.3769,5.7808,5.6477,6.1571,5.8215,5.6477,5.9345,5.6941,6.0033,5.6941,4.4037,4.0043,4.0043,4.0043,3.7227,3.7227,2.6713,2.6713,4.2238,4.0043,4.4037,3.7227
pertC_b2_c019,5.6189,5.5323,5.0825,5.5323,5.4859,5.6987,5.5323,5.0825,5.9057,6.0232,5.8414,6.1031,5.3325,5.9951,5.5765,5.4374,5.0825,5.9364,5.8076,5.5765,5.4859,5.0089,5.4859,5.3325,5.2153,5.6987,5.2153,5.5765,5.4859,5.7363,5.6189,5.6189,5.5323,5.0089,5.6189,5.3863,2.521,4.2435,3.1732,3.1732,3.5646,4.2435,3.5646,2.521,4.064,4.2435,4.2435,4.5276
pertC_b2_c020,5.4355,4.9418,5.6664,5.8538,5.2453,5.6314,2.3916,3.7068,3.7068,3.925,4.504,4.104,5.3449,5.6314,5.4779,5.3449,5.4355,5.4355,5.2453,4.7889,5.7952,4.7889,5.5576,5.3449,5.4779,5.4355,5.2964,5.3912,5.5576,5.5185,5.1347,5.4355,5.5952,5.1916,5.7952,4.8683,5.2453,5.7002,5.4355,5.2453,5.2964,5.8249,5.5185,5.4355,5.5185,5.8538,5.6314,5.0104
