"geneSymbol","GSE_B_S01","GSE_B_S02","GSE_B_S03","GSE_B_S04","GSE_B_S05","GSE_B_S06","GSE_B_S07","GSE_B_S08"
"LOC127890004",8.982,7.071,8.496,8.119,9.562,8.862,10.293,6.985
"LOC127818533",9.121,8.226,9.644,8.238,10.845,11.292,6.744,10.239
"LRRC37A14P",6.176,7.094,12.357,8.8,10.371,10.241,7.993,8.165
"CTAGE10P",10.375,6.622,11.22,5.201,10.157,10.624,9.617,11.597
"LOC127402137",7.099,11.161,5.856,10.298,10.417,12,9.686,8.654
"LOC129931245",7.477,7.267,11.212,10.267,10.28,9.594,10.095,8.589
"LOC127269782",10.408,7.56,2.809,7.367,8.65,8.413,7.894,4.939
"LOC127273124",6.919,9.313,7.786,10.49,7.346,9.6,6.831,12.069
"C16orf89",8.405,9.005,6.556,8.073,7.059,8.931,8.7,5.313
"LOC124902773",8.749,7.676,6.363,8.2,7.753,7.029,10.337,8.122
"MAFD2",12.066,7.485,9.997,9.622,11.208,5.61,5.639,10.444
"LOC105374115",8.326,7.332,10.948,5.253,9.29,8.377,7.027,8.507
"LOC124902623",7.771,9.264,7.272,6.658,5.522,7.282,8.311,11.061
"CACNA1D",10.14,8.25,6.973,10.321,9.8,12.5,9.24,8.584
"AIDAP1",10.11,8.9,8.066,8.408,9.006,11.259,8.345,12.721
"LOC129994955",8.002,9.146,9.098,7.682,6.976,7.16,9.057,7.68
"H4C9",7.615,8.515,5.917,9.556,7.966,7.297,10.168,8.446
"GOT2P7",9.936,10.19,8.795,8.381,10.272,7.11,9.933,8.164
"LOC124901206",9.454,9.728,8.975,6.811,9.94,6.934,10.416,7.422
"RHOG2P",8.928,9.747,9.441,9.717,9.646,8.221,7.662,8.757
"LOC127824835",11.03,10.587,5.922,12.063,9.987,7.534,8.002,8.444
"LOC130007097",9.952,11.097,8.497,9.357,8.803,5.041,10.65,10.334
"LOC127830553",10.319,6.677,9.489,8.495,6.022,5.487,7.445,9.486
"C2CD4D-AS1",11.149,8.524,11.181,7.828,6.422,7.135,8.772,7.837
"LOC130060271",12.181,10.191,8.894,8.953,6.737,10.114,11.188,9.594
"LOC129992292",8.167,4.959,11.941,9.259,8.101,5.262,9.807,9.589
"LOC107988042",14.141,6.428,8.009,8.26,8.529,9.65,10.159,4.272
"LOC100130298",6.968,8.706,8.064,8.256,10.424,9.373,11.424,10.145
"LOC127897141",9.575,10.949,6.454,9.805,3.74,12.566,8.853,8.295
"LOC127399688",10.837,10.525,8.982,11.786,5.392,7.872,8.563,10.837
"TMEM60",9.104,8.369,8.71,9.603,10.706,10.969,11.689,5.934
"LOC105372592",7.236,6.764,7.905,7.502,9.881,6.338,6.022,10.058
"LOC127895604",12.387,8.987,11.037,9.302,8.458,8.718,7.374,10.063
"LOC129388753",10.325,10.665,11.134,8.081,7.893,6.273,6.465,8.829
"ANKRD13D",10.774,9.179,8.037,8.963,5.893,6.831,10.401,7.882
"LOC124906928",9.908,5.886,7.813,9.863,6.227,10.042,7.482,8.448
"MESTP1",7.956,11.433,8.199,5.385,8.171,11.027,7.963,11.598
"RNU6-300P",8.995,9.657,9.085,11.55,6.063,9.836,10.217,11.073
"LOC127885249",9.041,9.144,10.412,6.671,8.453,10.322,5.345,8.371
"LOC121725024",8.028,14.165,8.56,5.946,11.614,7.009,11.714,7.987
"HNRNPA1P42",9.97,10.129,4.691,9.373,8.465,10.464,5.692,8.343
"LOC130009637",8.14,5.816,11.304,11.299,8.465,9.715,9.534,4.992
"LOC127819621",7.029,7.624,5.817,11.1,8.028,9.469,10.581,9.23
"LOC127829465",7.729,7.016,8.142,9.078,10.5,13.077,6.726,8.485
"LOC130066292",10.14,6.82,7.54,6.308,7.571,6.783,7.229,7.833
"EIF1P2",11.963,9.134,8.593,7.581,9.577,9.971,8.7,10.68
"LOC130002228",8.021,9.184,8.166,7.784,6.89,6.697,10.811,7.838
"LOC130006187",8.575,8.546,7.438,7.914,12.059,6.027,8.356,8.268
"LOC127397179",7.681,9.431,8.374,11.533,7.441,7.417,7.761,13.197
"LOC127402875",8.879,9.282,9.667,8.519,7.961,10.164,9.754,10.576
"ZACN",9.343,8.989,10.717,8.648,8.499,9.71,8.214,5.585
"RN7SL368P",10.916,7.741,5.937,10.07,10.358,9.363,8.106,10.017
"LOC127819579",10.442,7.089,7.96,9.815,7.067,4.926,9.51,7.378
"LOC105370058",6.914,10.551,10.74,7.195,6.699,9.873,6.679,8.692
"HPCX2",9.745,7.424,8.906,7.364,7.957,9.521,8.886,8.039
"LOC130063753",7.949,10.165,9.46,9.006,10.457,6.484,9.06,5.315
"LOC127818169",8.126,9.531,7.963,8.155,7.777,9.684,12.075,5.313
"LOC127457817",9.255,10.089,7.386,9.346,6.298,8.733,9.994,7.253
"PKP2P1",8.648,7.73,5.982,12.332,8.61,8.726,8.224,6.809
"LOC127408814",10.235,7.345,10.472,10.782,7.545,6.51,7.148,10.906
"LOC127457437",10.133,9.599,8.694,9.742,8.771,11.481,8.437,7.589
"LOC127817424",9.192,7.235,9.596,9.916,8.867,6.518,10.653,10.509
"LOC126859874",12.344,10.089,6.119,11.106,7.198,7.824,8.815,8.898
"LOC127891723",9.382,5.613,9.644,9.659,8.9,8.043,7.661,11.049
"LOC129935615",7.067,6.337,6.039,7.771,8.223,7.434,8.46,5.54
"LOC127267749",9.603,7.736,9.723,8.176,8.563,8.292,4.683,10.22
"LOC129994782",9.312,7.214,7.175,6.38,8.847,10.524,7.939,9.088
"LOC129931115",10.817,10.434,7.108,10.686,7.141,10.413,10.457,9.709
"SLC22A20P",7.146,6.192,7.227,6.591,12.351,10.242,9.639,10.745
"RNU6-746P",8.158,10.431,7.502,7.6,10.575,8.934,9.793,9.817
"LOC127399571",10.951,11.072,7.704,11.314,7.642,7.351,6.225,11.348
"MIR4436A",7.467,6.754,8.437,9.063,7.903,7.249,4.648,9.683
"LOC110599582",8.718,8.788,8.618,10.923,11.748,6.41,5.44,8.722
"LOC127276012",9.996,7.997,8.741,9.131,4.554,8.096,10.027,11.54
"LOC129932615",12.362,6.55,6.269,8.972,8.638,10.309,9.284,10.598
"NPM1P47",7.351,8.513,9.132,10.017,8.108,8.964,7.562,7.573
"LOC130066028",11.765,9.551,11.689,9.132,10.158,11.699,7.996,10.092
"LOC129930374",8.577,10.421,10.478,12.731,5.774,9.503,10.3,11.44
"LOC127891654",9.208,8.856,8.579,9.611,8.335,8.324,10.332,7.086
"LOC127401688",8.797,7.844,10.542,8.443,12.244,7.609,7.053,11.305
"KIAA1671",9.995,8.729,5.89,9.228,9.816,6.689,6.004,4.77
"TRR-TCT3-1",10.265,8.44,9.721,7.88,10.688,7.574,12.184,7.933
"CCNB3P1",11.192,10.13,6.94,8.394,9.943,11.038,9.994,6.621
"TMEM209",8.699,8.518,11.773,8.983,6.184,10.062,9.773,6.088
"LOC127891415",8.991,11.437,9.665,9.983,5.35,9.235,8.143,7.123
"LOC127891943",7.141,9.517,10.622,7.437,6.094,7.846,12.362,7.36
"LOC127403023",9.767,9.009,9.573,9.566,9.194,9.673,8.754,9.078
"RPL27AP4",9.072,7.137,9.405,7.127,5.387,8.569,10.736,6.769
"LOC130056395",10.679,6.911,11.705,9.973,6.101,6.572,9.296,7.711
"LOC127273533",8.507,8.253,10.209,9.676,10.576,9.227,9.401,10.809
"LOC129390547",8.608,7.291,6.149,11.777,12.062,8.974,8.994,7.913
"MIR887",6.526,7.628,11.154,11.407,9.418,10.617,5.008,8.398
"PTENP1-AS",10.751,9.457,8.856,9.369,9.732,10.556,10.177,7.823
"LOC130009010",9.117,8.246,10.377,10.944,9.93,6.013,9.759,5.666
"LOC125177522",6.848,8.988,8.606,11.954,9.96,8.077,6.216,10.394
"LOC127828614",10.117,9.441,7.787,7.846,4.935,9.854,5.766,5.786
"LOC129390948",8.99,9.302,10.739,9.695,6.191,4.165,8.96,7.889
"LOC129661075",7.584,8.255,8.674,7.236,8.564,10.207,8.446,7.96
"LOC130000311",10.216,9.467,7.771,8.314,9.371,8.044,5.891,12.117
"LOC130055793",9.451,10.283,8.827,6.996,9.933,9.251,7.588,10.063
"LOC132205966",7.47,7.764,6.621,8.471,9.184,7.994,9.84,9.388
"LOC129998053",9.767,8.443,5.317,8.716,10.418,8.757,9.918,9.385
"LOC129930531",7.343,6.174,6.576,10.44,8.36,8.653,6.151,9.598
"LOC130059262",7.272,9.926,6.513,7.864,10.596,8.692,7.919,6.015
"OLA1P3",8.377,9.284,9.488,7.408,6.858,11.381,8.628,6.231
"LOC124902071",11.008,8.278,10.503,8.336,6.228,7.376,11.714,9.442
"LOC130006879",9.692,8.401,9.251,15.277,10.718,9.355,8.235,8.244
"LOC124900566",7.968,8.348,10.611,8.942,7.482,8.385,7.889,9.243
"NDRG4",10.734,10.702,10.695,7.455,9.068,11.023,8.207,9.115
"LOC127405794",9.28,6.218,13.559,4.132,9.366,10.782,11.269,7.873
"LOC127271078",10.559,8.881,8.551,10.196,8.633,7.019,7.496,9.977
"LOC129660293",8.39,9.233,6.928,6.825,10.697,11.649,5.698,11.491
"LOC127889643",11.054,8.704,9.271,8.538,7.893,8.145,9.211,9.559
"LOC127457749",6.109,9.667,12.032,9.651,10.942,9.062,9.557,5.388
"LOC124906113",10.028,7.192,9.482,8.829,11.33,10.183,8.661,10.122
"LOC127273693",9.927,8.626,12.331,9.317,8.584,8.707,7.07,7.311
"LOC127405706",8.602,10.297,10.678,2.702,12.489,8.644,9.075,7.217
"PATE3",6.624,4.98,5.604,7.995,8.953,11.545,10.362,7.617
"RAB11AP1",9.133,7.8,7.672,10.025,8.209,9.248,6.786,9.589
"LOC129663721",9.213,10.094,9.395,11.675,10.01,7.058,4.681,11.986
"LOC127458206",8.229,7.422,7.003,9.893,9.218,5.95,9.494,9.137
"LOC130006227",7.434,8.681,10.267,10.601,10.121,8.871,10.242,8.961
"LOC127898331",8.393,9.809,8.99,9.248,9.4,7.779,7.753,3.055
"RNU6ATAC11P",8.154,10.233,9.353,8.24,9.198,6.681,6.594,8.914
"MTCO3P8",6.448,6.754,6.088,8.947,8.098,12.464,7.315,6.921
"LOC116309137",8.345,10.022,7.675,4.803,12.852,8.977,9.078,8.92
"LOC130059384",8.849,6.955,9.481,12.132,10.817,11.109,10.303,10.465
"LOC130004633",6.115,6.114,7.332,8.459,8.659,9.428,7.127,10.824
"LOC127400085",8.847,7.707,9.479,8.847,9.484,6.05,6.18,10.24
"LOC129997622",10.44,7.867,9.429,7.221,9.899,8.33,7.992,8.746
"LOC124901601",8.698,6.626,6.272,8.828,7.689,9.409,9.4,10.146
"LOC129937390",10.892,9.642,9.638,13.708,10.747,9.759,3.386,7.408
"LOC130008239",7.503,9.852,3.959,5.928,8.587,6.946,8.674,8.175
"MTCO2P23",6.38,8.707,7.302,7.246,8.444,10.989,8.066,6.28
"LOC130007966",10.642,8.129,7.705,9.579,10.459,7.587,10.493,10.117
"LOC127272497",5.693,7.206,11.421,5.866,8.99,6.684,8.036,8.958
"LOC130068554",9.104,10,9.12,9.668,9.364,11.128,6.459,7.896
"LOC129994573",6.689,8.302,5.749,7.504,8.233,10.518,8.415,8.538
"SPDYE12",7.076,10.451,6.908,10.638,7.659,7.097,11.734,9.357
"LOC130007437",11.266,10.743,7.94,8.325,5.106,8.895,6.197,10.793
"LOC130058078",5.751,8.734,8.172,10.921,3.157,8.538,8.025,6.063
"LOC124903503",7.826,11.687,7.747,5.587,7.414,7.292,7.443,9.429
"LOC129935262",11.74,8.973,10.824,4.424,9.266,5.917,10.147,7.531
"LOC121832839",6.921,7.081,10.128,5.848,8.044,10.167,10.97,10.696
"LOC125177510",6.293,9.105,10.125,6.387,10.349,8.459,4.355,9.898
"LOC121725051",6.513,6.861,8.147,8.747,4.239,11.18,13.541,12.457
"LOC112267890",10.14,9.27,7.394,9.456,8.766,10.03,7.611,12.538
"OR4C6",10.593,10.245,9.103,12.456,8.934,4.53,9.402,5.682
"LOC127883264",8.419,12.047,9.526,6.584,12.715,12.474,9.605,6.429
"LOC112872298",9.89,9.737,11.675,9.487,9.569,11.234,11.201,9.756
"TEX44",9.538,10.252,6.932,5.72,8.86,10.802,9.264,6.379
"DAAM2",10.448,7.8,10.147,10.526,8.607,9.848,7.84,8.815
"LINC01479",6.56,7.839,8.415,10.704,10.325,8.857,9.133,10.688
"LOC127408460",9.646,8.044,8.622,8.889,10.304,7.801,10.361,7.932
"LOC127820832",8.675,6.484,9.481,6.94,7.277,8.78,11.756,10.786
"LOC127892946",9.957,13.178,8.438,7.011,10.069,7.572,7.635,10.787
"LOC127884231",7.86,6.055,6.463,7.603,6.445,8.119,6.428,7.371
"LOC124903843",7.551,6.142,7.214,7.468,9.167,8.976,7.898,10.095
"RPL7P19",8.11,8.938,7.097,9.356,9.302,7.874,9.541,9.2
"LOC127827114",8.743,5.923,9.974,9.569,8.955,8.48,8.365,8.934
"LOC124908702",9.404,13.436,9.066,10.575,9.595,8.867,8.126,5.985
"TSR1",8.852,9.162,13.156,10.537,8.132,7.975,6.769,8.471
"LINC01727",9.699,6.254,8.359,11.854,8.322,7.87,11.192,8.725
"LOC130004001",10.181,10.047,6.581,4.31,5.969,7.947,8.781,11.402
"LOC132089607",8.748,7.838,4.154,8.272,9.89,10.265,8.182,8.093
"GOLGA7",8.512,7.659,8.719,7.97,9.657,10.249,9.679,7.289
"LOC129931153",10.248,6.671,7.462,6.406,8.851,8.445,6.215,9.89
"LOC121832838",11.087,5.749,8.596,7.131,9.676,5.522,6.275,8.867
"LINC02915",7.022,8.742,9.158,11.098,8.103,7.482,9.352,9.439
"LOC130004364",10.211,9.225,11.95,7.105,10.15,7.078,11.611,10.416
"LINGO1",6.444,6.301,7.835,9.981,10.394,11.277,11.595,7.965
"LOC129997690",7.707,10.586,12.202,9.468,10.196,5.365,9.985,11.484
"LOC124900312",8.757,6.591,8.717,8.699,7.29,8.108,8.753,12.263
"LOC127830104",9.119,8.223,9.442,10.994,9.574,7.154,10.26,8.87
"LOC127407149",10.004,6.503,9.913,11.446,8.486,11.051,9.316,11.839
"LOC127890772",6.45,9.476,7.956,7.975,9.334,8.838,5.547,13.045
"LOC129388889",9.954,8.543,10.297,10.256,11.084,5.794,10.274,6.547
"LOC127822735",6.347,8.733,6.872,9.861,6.667,6.587,10.728,7.182
"LOC127896909",7.402,10.687,7.72,11.393,9.597,10.578,10.94,8.878
"LOC342784",7.761,5.095,8.449,6.232,8.47,9.732,9.06,6.872
"LOC127894946",10.423,6.08,7.102,6.939,9.624,8.756,8.975,12.342
"LOC127825072",9.953,9.695,7.509,7.799,9.963,7.407,6.65,8.333
"LOC130066895",7.653,10.138,6.089,9.092,3.333,7.075,8.446,10.807
"RPL31P5",6.348,8.217,7.598,10.14,10.192,9.485,9.16,8.392
"LOC108178987",7.753,8.605,8.713,10.661,10.972,10.038,9.808,8.913
"RAPGEF3",6.781,5.306,10.794,9.84,7.48,7.586,8.825,5.422
"LOC129935567",10.804,10.785,9.456,6.364,9.58,9.514,4.915,5.812
"LOC124905368",7.417,11.596,8.695,7.875,9.077,8.636,9.747,8.274
"LOC124625839",8.074,10.047,8.716,8.995,11.806,8.723,8.598,7.374
"LOC129661632",8.485,9.788,6.108,8.841,7.4,8.643,8.662,7.9
"LOC127268093",11.223,7.925,5.666,7.311,10.2,9.961,11.158,8.63
"LOC125146439",7.82,6.562,6.688,8.741,11.025,6.642,7.536,10.086
"LOC127405234",7.657,7.316,10.179,8.375,7.891,9.661,8.148,4.211
"LOC127815376",11.125,7.178,13.551,10.307,9.226,9.899,8.511,10.306
"LOC127401518",11.141,9.537,11.083,9.997,10.813,10.639,7.808,10.155
"SPTBN2",10.426,8.671,10.918,9.612,7.534,9.285,3.929,10.087
"LOC110120896",8.879,8.502,9.391,9.934,7.208,10.324,8.577,9.195
"HMGN1P38",10.806,9.985,7.542,11.689,10.211,7.786,8.093,8.663
"LOC127829378",12.248,9.786,6.809,7.392,9.989,10.56,9.855,8.323
"LOC130068022",7.572,9.854,10.523,7.434,9.038,8.794,9.747,10.168
"HEATR3-AS1",6.395,11.186,11.145,6.715,9.272,8.112,7.39,9.589
"LOC127276280",7.221,7.703,9.3,10.289,10.779,9.582,10.029,12.235
"LOC100130612",11.639,8.991,9.396,8.455,10.063,10.837,8.153,10.996
"LOC127825107",6.29,8.555,10.21,10.107,12.239,6.964,7.221,8.304
"LOC130002523",8.563,8.228,9.083,6.362,10.261,11.338,11.686,8.64
"LINC02751",8.556,10.175,7.096,10.905,7.265,9.298,6.323,9.564
"LOC130008835",9.658,9.083,6.831,8.398,12.545,9.458,8.07,10.532
"LOC130056032",7.051,10.779,9.589,8.664,7.088,8.116,10.416,9.065
"LOC113174991",5.157,10.989,10.296,10.894,11.005,8.322,14.023,8.908
"SNORD116-7",7.01,9.348,9.456,10.375,11.154,8.817,7.933,8.816
"RNU6-940P",9.373,13.017,9.2,11.091,12.704,10.052,8.512,10.67
"FAM180A",8.267,10.457,8.262,10.777,9.902,8.662,8.614,8.432
"LOC127829521",9.682,9.273,7.979,14.239,9.912,8.363,8.955,7.202
"LOC129932145",9.001,6.475,9.722,8.196,10.366,10.625,10.789,7.467
"LOC127405689",7.694,9.946,8.306,9.596,8.78,9.566,7.238,7.11
"LOC126862045",7.88,8.288,11.45,9,8.129,7.778,10.144,9.472
"LOC105378660",7.833,7.86,7.545,6.829,9.172,9.144,8.204,9.695
"LOC124905491",11.857,8.517,5.983,10.897,7.202,9.199,9.287,7.565
"SMC2-DT",8.498,10.93,11.038,9.858,4.514,8.927,11.023,8.918
"LOC127892217",10.288,7.831,9.336,4.976,7.914,9.716,9.425,7.206
"FHP1",9.327,11.014,9.391,7.478,6.344,7.606,8.702,9.025
"LOC129660837",11.965,10.099,7.897,7.837,9.629,12.668,10.623,9.156
"LOC112543454",7.55,8.853,8.965,8.131,8.357,10.102,9.798,7.813
"LOC128966694",7.554,10.028,9.107,6.472,6.06,9.18,8.996,10.935
"RNU7-86P",10.169,5.079,6.002,10.19,6.569,10.166,9.368,7.927
"LOC132088733",8.576,9.394,7.714,7.967,9.993,10.509,6.334,8.37
"LOC127407172",7.871,11.62,9.716,8.231,6.401,9.974,8.857,6.995
"LOC129996759",9.214,9.388,7.494,8.637,6.367,10.43,10.618,7.69
"MOSMO",7.543,3.235,9.861,7.525,9.764,6.127,10.397,6.923
"LOC127888500",8.297,6.282,10.427,8.362,11.6,8.737,7.008,9.004
"LOC105375470",8.727,8.599,6.234,6.785,7.602,10.468,10.003,6.568
"LOC127825357",7.831,8.772,6.26,10.351,7.676,9.065,7.635,9.305
"LOC127400954",8.007,10.072,7.749,10.493,9.543,9.548,6.566,6.405
"ALPI",10.444,6.364,10.034,9.72,8.356,5.729,11.13,4.982
"LOC105378848",9.284,5.694,6.214,5.724,7.009,8.713,11.047,11.18
"LOC129660698",9.025,8.73,9.941,8.776,7.727,8.446,8.439,10.178
"LOC127268235",9.216,9.247,8.323,7.929,7.494,9.65,8.046,10.956
"LOC127820434",9.237,8.267,6.346,8.628,7.639,7.793,8.142,7.838
"LOC127817928",13.496,8.585,10.177,8.5,8.168,8.772,3.867,10.114
"LOC130005204",13.655,9.643,9.385,6.001,9.348,12.117,10.775,8.601
"LOC129934281",10.806,7.544,9.131,9.386,10.435,8.234,9.233,9.902
"LOC130055353",6.672,9.889,11.819,10.164,12.024,10.336,7.467,12.211
"LOC127820320",8.404,11.304,8.145,6.607,4.659,8.039,6.374,8.41
"LOC127400523",8.029,8.533,10.356,14.719,13.729,4.801,7.727,7.796
"ZDBF2",7.888,9.507,8.412,10.171,6.835,11.278,8.159,6.997
"LOC129661897",11.043,6.232,9.913,8.105,5.005,5.838,9.029,7.361
"LOC127897358",3.462,8.961,7.683,9.45,7.82,8.853,7.781,5.482
"LOC126861947",11.4,7.936,6.976,10.278,7.979,12.265,8.556,9.379
"ST13P1",4.826,7.111,8.23,7.002,9.903,7.074,7.703,9.859
"LOC127826285",7.771,11.583,6.843,9.102,10.445,9.244,9.261,10.846
"LOC127824600",12.144,6.929,7.338,10.644,9.079,7.045,9.603,10.776
"BICDL3P",7.878,9.807,10.196,10.965,9.321,9.891,8.67,8.334
"USP17L4",6,10.969,8.818,7.519,8.339,6.782,10.084,10.251
"LOC127815338",8.296,9.441,9.354,10.647,7.664,11.094,9.151,8.252
"LOC129998176",8.199,8.48,7.063,6.635,9.87,9.426,8.127,9.524
"LOC127401788",7.307,8.443,11.109,7.09,8.688,6.505,8.871,10.52
"LOC129938122",10.744,11.2,11.764,9.398,10.911,10.381,9.13,9.069
"LOC129388521",9.645,13.057,8.074,11.282,10.264,10.502,9.31,8.113
"LINC03065",7.708,7.802,7.654,11.107,6.461,6.656,10.119,7.817
"LOC132089710",7.369,11.116,9.452,11.55,7.439,8.324,10.456,8.688
"LOC127827723",8.396,5.466,6.899,10.882,11.23,7.844,7.564,9.467
"LOC129994903",5.874,9.319,8.379,9.179,9.775,6.719,9.457,7.845
"LOC127829532",11.713,8.054,9.13,11.113,8.119,7.462,9.77,9.173
"LOC130004756",12.404,8.139,8.574,9.456,6.92,7.424,5.861,11.994
"MYL6B-AS1",8.821,8.027,11.128,5.834,6.492,6.499,10.593,6.735
"LOC124906500",7.363,8.123,8.062,9.101,10.196,7.979,8.651,8.191
"LOC127271086",6.944,10.555,7.519,9.311,7.819,8.629,7.119,9.929
"LOC127816139",8.198,10.275,10.645,11.768,10.764,8.463,8.731,8.687
"LOC126860923",10.041,8.141,7.874,9.667,10.135,7.149,6.122,7.796
"LOC127400067",7.668,10.028,9.578,9.708,8.548,7.695,6.647,9.044
"LOC127398449",8.095,10.149,9.583,10.431,6.999,8.855,9.944,7.771
"LOC127824683",9.94,9.078,6.703,8.499,5.374,9.933,8.547,9.358
"LOC129997382",10.553,8.212,9.011,10.544,7.317,6.336,7.585,7.707
"NDUFA8",8.51,9.418,6.794,8.222,7.954,10.135,10.035,8.873
"PGM5P4",11.045,9.477,7.635,8.531,10.171,8.826,5.922,11.476
"LOC127895700",11.138,10.137,9.645,9.15,8.008,8.581,9.77,7.785
"LOC111562376",8.627,7.871,9.982,4.905,7.45,9.045,9.125,8.494
"LOC105371623",6.913,9.513,7.878,8.618,8.407,8.409,8.823,9.563
"RBMS3-AS1",9.209,12.359,9.175,9.929,8.553,8.134,9.62,10.13
"LOC130067777",7.101,10.291,8.759,8.104,8.257,8.813,9.479,11.027
"LOC126806747",8.598,6.629,11.813,10.754,9.061,9.212,6.781,9.942
"LOC116158523",13.459,10.043,10.835,6.417,4.839,10.12,7.923,7.842
"LOC124904974",7.496,7.597,8.447,10.652,4.08,7.409,8.978,9.718
"LOC130003536",6.72,8.834,8.814,10.745,11.072,10.568,9.208,8.829
"TRBV30",6.375,9.908,7.526,12.227,6.319,9.592,10.077,7.097
"LOC130058835",10.159,8.249,9.291,6.391,9.119,10.116,10.948,8.879
"LOC127409316",7.671,12.414,4.836,9.278,6.718,10.677,9.051,11.157
"MIR4453HG",10.652,7.506,7.998,10.374,7.776,7.515,7.497,11.516
"LOC129934771",4.506,7.05,8.455,8.562,8.894,9.597,5.54,10.289
"LOC105377502",7.389,6.931,8.824,5.437,9.746,9.398,5.496,8.473
"LOC107985131",8.703,7.952,8.582,8.278,7.952,8.481,8.053,10.07
"DAZ2",6.483,10.314,7.153,10.555,10.071,5.316,9.047,6.426
"LOC105375343",11.86,7.685,10.42,10.082,9.537,8.952,6.923,8.358
"LOC124903472",10.723,5.012,5.402,9.333,8.864,8.333,6.269,10.223
"RNU1-67P",11.444,9.781,5.461,8.956,9.715,8.344,8.466,10.825
"LOC127397836",7.96,7.445,10.037,10.041,5.88,10.312,7.312,8.159
"LOC127887575",10.484,11.03,6.961,10.675,10.934,6.67,9.856,6.55
"LOC127889974",6.974,11.998,8.187,7.079,9.088,7.485,4.702,8.891
"LOC130057066",8.957,11.395,9.781,8.039,10.695,11.056,9.15,9.099
"LOC130059888",7.946,8.355,7.905,8.678,7.493,4.305,9.119,8.4
"LOC130060079",9.088,9.951,9.854,7.212,8.499,7.267,9.488,8.491
"LOC127892594",6.846,7.991,11.019,8.382,8.063,9.706,8.771,10.316
"LOC130009330",9.81,11.034,11.171,9.537,7.164,7.57,4.995,7.357
"LOC132090407",11.535,7.457,6.701,5.649,9.03,7.981,10.938,9.204
"LOC127817185",8.803,9.671,9.06,12.75,10.233,7.048,9.65,8.536
"LOC127459061",9.765,7.185,10.312,5.217,10.675,6.735,10.891,5.93
"LOC124900299",8.144,9.762,9.737,8.469,7.73,7.407,9.23,11.567
"LOC129995971",10.466,12.059,8.319,6.922,9.564,8.206,10.178,8.913
"IGHV2-70",10.459,8.56,9.492,13.046,8.866,5.479,5.424,8.491
"LOC123256952",10.351,6.47,9.96,8.744,10.229,9.998,7.107,6.944
"LOC130055999",9.127,7.26,8.743,9.376,9.707,7.502,8.743,7.527
"LOC126860384",11.864,9.007,7.448,9.154,8.661,10.839,8.975,10.235
"LOC127401822",9.28,8.62,8.438,7.07,9.343,9.997,7.702,7.295
"LOC127457602",9.877,11.865,6.356,7.755,9.639,9.61,8.154,8.804
"LOC124907198",8.805,7.201,8.754,9.646,6.772,8.455,7.64,9.787
"LOC129999179",7.449,8.08,11.725,7.918,8.481,8.123,10.053,8.106
"LOC130004028",8.157,8.403,8.942,6.209,9.503,9.404,9.667,9.234
"LOC130056540",7.275,10.493,10.314,8.093,7.89,7.348,7.817,3.224
"LOC129935412",6.24,8.086,7.821,6.86,11.822,7.291,9.716,9.557
"LOC130057216",8.289,9.572,8.512,6.812,8.232,7.328,7.009,10.354
"LOC126806105",7.602,9.116,11.007,11.156,6.324,13.441,9.264,9.987
"RNU6-24P",9.401,8.728,11.104,9.881,6.575,9.022,8.54,5.787
"LOC127269472",11.388,8.732,9.021,9.428,7.079,9.175,10.941,9.095
"LOC127893878",6.303,9.109,8.545,11.434,10.074,11.073,8.414,11.35
"LOC127814880",9.205,8.15,12.277,4.947,10.578,5.737,9.825,7.801
"LOC127816152",5.975,7.73,8.988,12.879,10.966,7.699,7.488,10.63
"CCNQP3",11.561,8.082,10.171,11.45,7.724,6.328,8.208,7.798
"LOC127458912",8.172,8.726,9.024,7.171,7.721,12.851,10.392,10.301
"LOC130007592",10.267,7.657,6.716,9.119,7.324,8.991,11.999,10.911
"LOC127403897",9.394,7.401,6.791,11.592,8.235,6.015,8.444,9.392
"LOC132088617",7.744,9.053,6.203,11.491,9.642,11.146,10.887,7.591
"LOC127273003",10.524,11.56,8.696,9.33,8.609,7.576,9.202,9.226
"CYLD",8.867,8.409,7.288,10.507,6.88,9.072,9.113,10.868
"LOC130065006",10.953,9.278,8.996,7.313,8.069,8.113,8.313,8.796
"LOC124908213",7.848,6.113,11.901,11.483,7.659,9.318,9.433,3.51
"OR7E129P",11.048,7.307,10.603,7.7,8.808,6.611,7.4,6.527
"LOC130008856",8.106,9.539,11.054,10.037,8.215,12.578,6.823,9.458
"LOC127403644",9.251,6.296,7.637,6.668,9.423,8.158,9.675,9.846
"LOC125177467",6.939,6.271,7.555,8.818,6.059,9.182,9.541,5.747
"TRPA1",8.14,12.591,7.764,8.724,8.641,9.229,6.093,7.563
"LOC127457091",10.353,7.385,12.186,12.558,10.269,7.777,11.177,10.163
"LOC127817781",9.339,11.403,9.467,10.094,8.392,5.941,9.955,12.041
"LOC127267579",8.873,5.567,6.146,7.877,8.283,5.633,7.294,11.523
"LOC127819577",6.568,9.705,7.653,7.285,9.432,10.295,12.584,9.408
"LOC132089904",8.277,8.183,8.811,8.928,9.74,9.661,6.11,6.64
"LOC127458327",9.254,6.496,10.775,7.172,10.011,7.965,11.488,7.237
"SMAR",6.651,8.185,7.777,7.897,13.612,6.635,9.222,11.506
"LOC126861113",9.866,7.768,9.368,10.701,8.558,7.087,10.142,7.035
