"Gene","Cell001","Cell002","Cell003","Cell004","Cell005","Cell006","Cell007","Cell008","Cell009","Cell010","Cell011","Cell012","Cell013","Cell014","Cell015","Cell016","Cell017","Cell018","Cell019","Cell020","Cell021","Cell022","Cell023","Cell024","Cell025","Cell026","Cell027","Cell028","Cell029","Cell030","Cell031","Cell032","Cell033","Cell034","Cell035","Cell036","Cell037","Cell038","Cell039","Cell040","Cell041","Cell042","Cell043","Cell044","Cell045","Cell046","Cell047","Cell048","Cell049","Cell050","Cell051","Cell052","Cell053","Cell054","Cell055","Cell056","Cell057","Cell058","Cell059","Cell060","Cell061","Cell062","Cell063","Cell064","Cell065","Cell066","Cell067","Cell068","Cell069","Cell070","Cell071","Cell072","Cell073","Cell074","Cell075","Cell076","Cell077","Cell078","Cell079","Cell080","Cell081","Cell082","Cell083","Cell084","Cell085","Cell086","Cell087","Cell088","Cell089","Cell090","Cell091","Cell092","Cell093","Cell094","Cell095","Cell096","Cell097","Cell098","Cell099","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200","Cell201","Cell202","Cell203","Cell204","Cell205","Cell206","Cell207","Cell208","Cell209","Cell210","Cell211","Cell212","Cell213","Cell214","Cell215","Cell216","Cell217","Cell218","Cell219","Cell220","Cell221","Cell222","Cell223","Cell224","Cell225","Cell226","Cell227","Cell228","Cell229","Cell230","Cell231","Cell232","Cell233","Cell234","Cell235","Cell236","Cell237","Cell238","Cell239","Cell240","Cell241","Cell242","Cell243","Cell244","Cell245","Cell246","Cell247","Cell248","Cell249","Cell250","Cell251","Cell252","Cell253","Cell254","Cell255","Cell256","Cell257","Cell258","Cell259","Cell260","Cell261","Cell262","Cell263","Cell264","Cell265","Cell266","Cell267","Cell268","Cell269","Cell270","Cell271","Cell272","Cell273","Cell274","Cell275","Cell276","Cell277","Cell278","Cell279","Cell280","Cell281","Cell282","Cell283","Cell284","Cell285","Cell286","Cell287","Cell288","Cell289","Cell290","Cell291","Cell292","Cell293","Cell294","Cell295","Cell296","Cell297","Cell298","Cell299","Cell300"
"Tcell_m11",6,8,2,11,7,7,10,7,7,6,3,3,4,5,4,4,8,5,12,4,3,7,10,5,4,5,6,7,3,4,8,2,4,8,4,4,5,4,6,8,13,6,5,7,10,3,8,4,4,7,6,3,4,3,5,2,7,9,5,7,10,9,4,6,8,5,7,3,11,5,5,4,7,9,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"Tcell_m12",5,5,4,6,3,7,5,6,4,7,10,3,3,5,5,9,6,7,4,11,9,7,5,5,6,4,6,2,3,5,3,4,5,11,5,5,6,7,6,5,10,7,10,5,3,7,7,5,5,8,7,5,4,6,4,2,4,3,5,6,3,6,8,6,5,6,6,3,9,5,7,5,3,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,2,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"Tcell_m13",9,8,8,12,5,11,9,5,10,8,6,9,6,5,2,5,5,6,5,5,8,9,3,7,4,2,7,4,2,4,5,7,7,5,2,7,8,6,7,4,2,15,7,8,5,5,6,3,6,5,5,3,4,7,5,13,6,6,7,5,3,7,9,9,6,9,6,8,8,2,5,6,10,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,0,1,0,0,0
"Tcell_m14",5,10,8,10,7,12,9,7,7,8,5,7,7,2,6,7,3,5,4,9,9,5,8,5,4,3,11,6,5,9,6,5,9,7,2,8,2,8,8,2,3,11,6,3,5,7,4,7,5,9,11,5,8,6,5,6,6,2,4,8,6,1,4,5,6,5,6,4,5,8,6,9,3,5,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0
"Tcell_m15",4,9,4,4,4,6,5,6,6,7,4,9,8,5,1,2,4,5,9,6,3,6,4,6,13,6,10,10,2,3,5,5,2,5,4,5,3,5,10,2,2,9,3,4,6,5,8,7,6,7,7,6,4,14,8,2,6,5,7,7,7,10,10,10,12,9,6,9,8,3,11,5,12,8,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Tcell_m16",10,8,5,6,3,3,6,9,6,3,6,2,10,5,3,5,8,3,7,9,6,9,7,7,3,7,13,7,8,8,4,4,6,7,7,8,2,6,7,5,3,6,8,8,4,2,5,2,7,8,5,5,3,6,8,3,8,6,4,9,8,2,5,5,7,5,7,3,4,4,5,5,6,3,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0
"Tcell_m17",6,12,4,3,2,4,6,6,8,2,6,4,4,4,13,8,4,2,6,10,9,6,5,3,7,5,2,1,1,7,10,9,1,8,5,3,4,8,7,6,5,7,7,8,7,4,7,6,8,6,3,8,5,4,9,6,9,4,13,2,6,6,0,6,3,5,8,6,9,9,12,4,7,5,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tcell_m18",5,8,6,1,10,9,10,8,7,6,3,6,7,0,9,6,2,8,6,5,7,7,6,9,5,8,7,10,4,11,5,8,8,4,8,9,7,8,6,9,8,10,5,11,3,5,11,5,8,8,6,6,10,13,6,7,6,4,4,5,8,2,7,4,9,8,8,6,6,6,6,10,13,8,9,0,0,0,0,1,1,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0
"Tcell_m19",5,7,4,6,5,5,5,9,8,4,5,6,6,7,7,3,10,6,5,8,2,7,6,6,1,7,5,7,5,4,5,6,6,2,4,5,6,5,8,2,6,13,4,4,8,14,4,11,4,0,4,6,4,15,7,7,5,10,7,5,4,6,5,7,7,10,5,6,6,6,10,5,3,6,8,0,0,0,1,1,1,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Tcell_m20",6,8,7,8,3,7,8,8,4,6,6,8,11,8,8,7,3,7,7,7,10,7,8,8,3,8,6,6,4,15,8,7,8,11,9,10,5,8,7,4,5,4,2,3,9,6,9,12,5,8,3,11,3,5,7,8,8,11,5,7,5,6,10,7,7,4,6,6,8,7,9,6,3,3,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Tcell_m21",7,3,5,2,5,5,3,5,6,3,4,7,7,1,5,7,6,8,4,3,8,8,5,4,5,14,3,5,6,3,7,4,11,5,4,6,9,5,5,7,4,5,8,12,9,11,7,6,4,9,6,5,6,7,5,6,4,2,4,8,5,4,10,11,6,5,3,8,7,2,7,9,9,1,8,0,1,0,0,0,2,1,0,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,2,0,1,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,3,1,0,0,0,0,1,0,1,1,1,2,0,1,1,1,0,0
"Tcell_m22",8,7,10,6,3,7,5,4,5,9,10,4,8,7,8,3,4,4,6,7,5,6,5,8,7,4,8,4,7,6,9,6,7,5,4,6,6,4,7,5,6,8,7,6,8,2,7,7,6,5,6,11,7,5,5,6,9,5,9,7,3,12,4,6,4,2,6,7,7,6,5,7,3,5,5,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2
"Tcell_m23",5,6,7,7,7,4,3,8,7,5,7,4,10,3,6,4,8,0,8,9,4,8,7,10,10,3,6,6,6,6,3,5,5,8,4,9,3,10,5,5,5,6,4,6,4,8,5,7,6,7,5,9,7,7,5,4,5,12,12,6,7,4,5,4,2,11,7,4,10,6,9,6,5,15,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"Tcell_m24",5,6,10,10,4,7,10,8,3,11,5,6,6,7,3,8,11,7,8,5,5,10,6,5,8,6,10,7,1,6,3,7,6,7,9,8,4,3,8,7,5,6,5,3,8,6,6,4,1,8,8,5,5,4,6,5,2,4,6,5,9,6,4,7,6,9,8,3,4,4,6,7,5,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,1,1,1,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0
"Tcell_m25",8,5,7,7,3,6,7,8,9,4,8,5,8,6,10,5,5,9,10,2,2,9,5,3,7,5,2,6,4,8,7,8,8,9,2,8,10,3,4,5,3,5,4,8,3,10,5,7,6,8,6,4,12,5,5,4,3,5,6,7,5,6,7,5,8,5,7,6,6,8,8,12,13,6,7,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"Bcell_m01",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,8,6,8,5,5,4,5,6,5,3,7,2,6,5,7,6,12,3,6,7,1,8,7,8,6,4,1,7,5,5,3,6,3,7,4,7,5,12,6,5,9,6,5,8,4,5,9,6,6,4,3,9,9,7,9,5,10,4,4,11,12,8,8,2,3,10,7,4,5,7,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"Bcell_m02",0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,4,9,3,8,7,9,7,4,9,6,6,6,9,5,3,8,6,11,7,6,3,5,8,6,2,9,5,7,6,8,4,7,11,11,6,6,2,7,7,2,5,8,7,9,9,11,7,5,5,9,2,6,4,9,3,13,10,7,5,11,6,10,7,1,5,6,8,6,5,7,5,6,7,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,3,1,2,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"Bcell_m03",0,0,0,0,1,0,0,1,0,0,0,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,5,7,12,3,2,10,4,4,7,5,6,9,12,5,6,10,11,2,7,8,8,6,6,7,9,7,3,3,4,5,10,7,8,6,8,5,6,4,4,6,10,5,3,13,6,7,4,3,7,6,4,4,5,3,7,5,5,12,8,13,6,7,7,9,8,5,6,6,6,6,9,6,9,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Bcell_m04",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,8,7,3,9,3,10,6,5,8,10,5,9,3,6,3,4,7,8,5,5,6,7,3,5,4,3,3,4,8,5,4,7,6,5,14,8,4,3,8,4,9,2,6,10,10,7,6,7,6,9,3,3,7,1,9,6,5,2,6,5,4,5,5,6,5,3,7,9,14,8,10,6,5,6,7,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1
"Bcell_m05",0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,3,1,6,3,7,3,3,5,5,12,8,8,8,5,7,6,8,6,7,3,7,8,8,9,5,7,5,4,7,9,8,8,5,5,3,5,6,6,4,3,5,4,6,10,5,8,5,9,5,5,3,6,6,10,6,6,7,5,5,10,1,6,2,7,4,11,8,4,7,7,9,10,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,2,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,2,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
