# synthetic, for demo only -- module 563 CONCORD
,TruePC1,TruePC2,TruePC3,TruePC4,TruePC5,TruePC6,TruePC7,TruePC8,TruePC9,TruePC10,TruePC11,TruePC12,TruePC13,TruePC14,TruePC15,TruePC16,TruePC17,TruePC18,TruePC19,TruePC20
C00603,10.198066,8.916725,-4.7469482,0.12985678,-0.9298936,-0.5691305,-0.16017216,0.1560803,-0.024507299,0.015788168,-0.00909469,-0.0013954419,0.0010582668,0.0003823462,-8.035046e-05,5.927498e-05,1.1872567e-05,3.411554e-06,4.0668933e-06,-4.0451673e-07
C00604,12.476353,7.0799437,-4.727227,1.1034807,-0.71104264,-0.756376,0.0008781305,0.13177003,-0.058680166,0.0010676609,-0.009043699,0.0011754541,0.00018562718,0.000468642,9.173855e-05,3.7924216e-05,1.2441012e-05,1.2278405e-05,-7.291102e-07,5.750126e-07
C00605,4.486068,11.669758,-3.3476212,-1.8513438,-0.75725704,0.24434432,-0.26860648,0.003253171,0.058387734,0.011204695,0.005717696,-0.0015243158,-0.00020506511,-0.0003920242,-1.5650936e-05,-4.4763747e-05,1.2771877e-05,-7.0199667e-06,-2.9020498e-06,5.463745e-09
C00606,-20.91949,-10.164659,-3.2986364,0.18969382,-0.7414257,0.7157295,0.31021005,0.1531121,0.015742283,0.017674606,0.005191416,0.0044282232,0.000978976,0.000106563384,-0.00012385921,-5.397219e-05,1.2365142e-05,1.8767858e-05,1.919391e-06,-6.5027024e-07
C00607,11.133401,8.218414,-4.786302,0.52714825,-0.861889,-0.6648443,-0.0992244,0.15381753,-0.040973265,0.010450489,-0.009933337,-0.00035601426,0.000777622,0.00047701437,-7.964157e-06,5.840419e-05,1.1989233e-05,8.758092e-06,2.0428276e-06,2.0530709e-07
C00608,-20.141,-15.628242,-8.530083,-3.1759224,2.604014,-1.3391414,-0.5203926,-0.3502645,-0.09292452,0.0529218,0.008557455,0.006227614,0.0020328304,-0.0004754184,0.00015384502,3.108836e-05,1.28481415e-05,-3.893785e-06,-2.3604757e-06,-2.4262667e-07
C00609,-20.271095,-5.664425,0.72492427,1.6811118,-1.3390752,0.44963706,-0.017084416,-0.14068426,-0.05390656,0.0151346205,-4.334302e-05,-0.0029172397,-0.001021171,2.7508464e-05,7.788747e-05,4.7424583e-05,1.2839497e-05,-1.6665732e-05,-2.080861e-06,2.2372192e-06
C00610,-9.27676,9.558488,4.0062637,-1.0234885,1.0986574,0.0635533,0.28064325,0.047717605,-0.050788976,0.012007251,-0.004527193,-0.002892927,0.00066545495,-0.0003715631,-5.0484283e-05,-4.9317456e-05,1.2302184e-05,4.1588223e-06,-3.68665e-06,3.9742712e-08
C00611,-12.301719,7.4761043,5.319265,0.10655436,1.0743165,-0.43686965,0.1408823,0.15770441,0.0012647494,0.027011717,0.0040317625,-0.0019545474,-0.0008045782,-0.00024142854,0.00015746047,1.5740712e-05,1.2617026e-05,1.2060045e-05,2.4660405e-06,3.9985972e-07
C00612,-20.907286,-9.935654,-3.0818167,0.2898794,-0.8113179,0.7293988,0.30283234,0.13728124,0.009476332,0.02098177,0.0056843916,0.0042924695,0.00080073,0.00018889776,-0.00014437443,-6.254861e-05,1.3223574e-05,1.5767695e-05,5.962131e-07,-4.4189892e-07
C00613,-8.814611,9.8159685,3.7667859,-1.1763966,1.0727066,0.13753472,0.2880063,0.027058244,-0.055068113,0.008190302,-0.005483955,-0.0026160246,0.00082070107,-0.0003080701,-8.738197e-05,-4.911423e-05,1.2907397e-05,-6.4228966e-06,-1.7047319e-06,-1.958924e-07
C00614,7.5697393,10.491689,-4.3263655,-0.9050791,-0.9657907,-0.21284488,-0.27109927,0.112311445,0.024785053,0.021899305,-0.0025616211,-0.0030042087,0.0009900135,-9.271099e-05,-0.00017736078,1.1544732e-05,1.28537495e-05,-1.4117893e-05,5.6491217e-06,1.664785e-07
C00615,-12.361812,7.426834,5.3392453,0.1306337,1.0697662,-0.44620395,0.13654998,0.15899377,0.0025850418,0.027014354,0.004201173,-0.0018853048,-0.0008291391,-0.00023197988,0.00015757271,1.8955183e-05,1.2649867e-05,1.5624883e-05,6.7456534e-07,5.090613e-07
C00616,13.961659,5.6215186,-4.4855337,1.7203534,-0.47226405,-0.7763257,0.116736256,0.08232799,-0.06505171,-0.009533748,-0.005061782,0.0023836263,-0.00051810313,0.00023727828,0.00015822091,-1.4528494e-05,1.25199285e-05,1.0661157e-05,-3.8154626e-06,4.6341648e-07
C00617,-19.220678,-2.2310972,3.2703757,2.161319,-0.9619602,-0.13312551,-0.26194444,-0.16971919,-0.013568382,-0.024410238,-0.0069154985,-0.0020143404,0.00073607155,-0.000498441,0.00010274932,-1.6532993e-05,1.2601751e-05,2.0474128e-05,2.7327446e-06,-4.47011e-07
C00618,-20.75644,-8.3347435,-1.5955094,0.9155761,-1.1714976,0.727576,0.2110055,0.018197363,-0.02897955,0.03256364,0.006333645,0.0018009063,-0.0004660555,0.00046687963,-0.0001665892,-2.8571198e-05,1.275516e-05,3.3404152e-07,-2.3066636e-06,-3.0962673e-07
C00619,16.5614,2.4945502,-3.533816,2.6055686,0.10164872,-0.54555166,0.26938877,-0.04678791,-0.031241566,-0.01881814,0.0062326267,0.0015803532,-0.00086773065,-0.00039443342,2.9104074e-06,-5.0072234e-05,1.2952717e-05,-9.622085e-06,2.2962224e-06,-1.09437615e-07
C00620,11.097645,8.246506,-4.785967,0.51182795,-0.8650461,-0.6616171,-0.10171486,0.15409918,-0.040391773,0.0106765805,-0.009917854,-0.00039912155,0.00079042086,0.00047674985,-1.0912833e-05,5.823812e-05,1.21979465e-05,9.6505155e-06,-8.1159277e-07,-8.633387e-07
C00621,-8.62937,9.915115,3.6688054,-1.2358621,1.0604986,0.1665087,0.28993458,0.018761393,-0.056453247,0.0066154157,-0.0058216983,-0.0024789637,0.00087684504,-0.00028403982,-9.439221e-05,-5.2963194e-05,1.2363149e-05,-2.9268058e-06,-3.843709e-06,-6.6749664e-07
C00622,-20.8115,-8.7986355,-2.0202692,0.74746513,-1.0892977,0.7440555,0.24356644,0.0529114,-0.019202601,0.03126709,0.006634224,0.0027104188,-0.00012613542,0.0004417978,-0.0001885825,-4.170334e-05,1.25685665e-05,1.3815262e-06,-3.0223662e-06,7.0400495e-07
C00623,10.716376,8.539094,-4.776534,0.34900042,-0.8959423,-0.62496406,-0.12752071,0.15612449,-0.033922754,0.012991187,-0.009692953,-0.0008354764,0.00092056155,0.00044345495,-3.8683367e-05,6.0178947e-05,1.2898675e-05,7.006884e-06,2.626583e-06,-6.8148796e-07
C00624,16.624434,2.4083474,-3.5010505,2.6216388,0.117382616,-0.53516775,0.27132592,-0.050094925,-0.029708609,-0.018774072,0.0064872885,0.0015078067,-0.0008505853,-0.0004056881,-3.2992416e-06,-4.8344486e-05,1.2239376e-05,-1.1453711e-05,2.8169593e-06,8.9304774e-07
C00625,-20.545118,-6.9776845,-0.38691506,1.3472891,-1.3176165,0.61937344,0.09944744,-0.07423844,-0.048716247,0.028026255,0.0037708015,-0.0009568024,-0.0010754919,0.00034887943,-6.1356695e-05,2.5204024e-05,1.2609733e-05,-2.2047314e-05,-3.0779274e-06,1.0129875e-06
C00626,12.612433,6.9552813,-4.713117,1.1614405,-0.6922624,-0.76206464,0.011508694,0.12829655,-0.05992169,6.614783e-05,-0.00880643,0.0013168668,0.00011816148,0.00045893592,0.000103607694,3.146092e-05,1.20455725e-05,1.0984679e-05,-2.6232574e-06,4.6002992e-07
C00627,-13.748293,6.1859074,5.7044783,0.69214463,0.9107375,-0.63884574,0.022793328,0.1721274,0.032937948,0.022581998,0.0071315835,0.00017375548,-0.0011951007,0.00010812205,0.00013511437,5.909128e-05,1.2897757e-05,2.9655014e-06,5.4843913e-06,1.304103e-06
C00628,22.090025,-10.58609,3.645917,-0.7070375,0.29188144,0.665199,-0.34417918,0.16580276,-0.060772914,-0.0071229273,-0.0019826163,0.0024067147,-0.0009860804,-0.0005679414,-0.00015020327,1.6398457e-05,1.2818969e-05,-1.5249118e-06,5.669489e-06,-5.641954e-07
C00629,16.718481,2.278708,-3.451209,2.644962,0.14095598,-0.5192326,0.27398497,-0.05499777,-0.027368948,-0.01867896,0.00685442,0.0013942361,-0.0008279918,-0.00041944682,-1.3934104e-05,-4.8702885e-05,1.2547332e-05,-9.371241e-06,1.1942499e-06,-2.483319e-07
C00630,-17.814354,0.8217175,4.927605,2.086952,-0.29439536,-0.595506,-0.31259987,-0.045541376,0.043977804,-0.029383272,-0.0025876632,0.00252762,0.001046047,8.557943e-05,-0.0001493815,-5.0596816e-05,1.3112935e-05,-1.3896346e-06,-3.9999572e-06,1.0081644e-07
C00631,22.019747,-11.884185,4.442771,-1.86805,-0.20920974,0.27231348,-0.24764222,0.16409642,-0.07821348,-0.02164347,0.0103004025,-0.00039577228,4.4938042e-05,-0.00031190275,-0.00017212659,6.9687274e-05,1.3109558e-05,8.840063e-06,-5.4308757e-06,1.0697068e-07
C00632,-20.426983,-14.890544,-7.847176,-2.5852473,1.9407114,-0.78883046,-0.23300225,-0.075831994,-0.0027733254,-0.018350268,-0.0039750757,-0.005723028,-0.0023943821,0.0007562296,-0.00026717788,-6.2081985e-05,1.1605624e-05,1.80099e-05,3.341844e-06,1.1553462e-06
C00633,-20.23801,-5.525061,0.8390696,1.7117106,-1.3351426,0.42884988,-0.029288413,-0.14605604,-0.05365746,0.013462675,-0.00047332604,-0.0030501746,-0.0009768299,-1.892546e-05,9.957027e-05,4.528034e-05,1.2150655e-05,-7.258784e-06,7.5817826e-07,8.223768e-07
C00634,-18.904457,-1.4420538,3.7623668,2.1889572,-0.8097459,-0.26792467,-0.29305714,-0.1479123,0.0019157289,-0.029494243,-0.0067685344,-0.0008618473,0.0010454443,-0.00041374622,3.846516e-05,-4.394268e-05,1.2572525e-05,1.2762689e-05,3.521357e-06,-2.6703952e-07
C00635,15.522013,3.8407335,-4.0038233,2.296654,-0.14766176,-0.6828552,0.22260804,0.008226562,-0.05191726,-0.017414587,0.0016126893,0.0024303305,-0.0009418969,-0.00015925147,9.8603465e-05,-5.1332907e-05,1.2530443e-05,-1.0781393e-06,-3.0515052e-06,4.845356e-08
C00636,-0.63494545,12.211429,-0.9036654,-2.532367,-0.035322838,0.71927446,-0.022486119,-0.14931133,0.019768642,-0.020888109,0.0039323713,0.0031984278,-0.0009076471,0.00027411274,0.00014831254,3.736145e-05,1.2595657e-05,1.2236285e-05,5.856567e-08,-2.081051e-07
C00637,-5.842987,11.1438,2.1011107,-1.9874763,0.77480847,0.5334407,0.25451255,-0.09395774,-0.05505076,-0.015407296,-0.0070400997,0.000504983,0.0009345108,0.00022449216,-0.00016005611,5.3288404e-06,1.24966655e-05,-1.7219414e-05,1.4689459e-06,-1.3094978e-08
C00638,-19.442436,-2.834412,2.8680985,2.1188822,-1.0648105,-0.026900023,-0.23054326,-0.17987944,-0.024605334,-0.01899193,-0.0065162685,-0.0027416458,0.0004215425,-0.0004973634,0.00013604958,4.4398935e-06,1.314677e-05,1.4380037e-05,2.4031026e-06,-1.0755081e-06
C00639,17.007076,1.8730335,-3.2909527,2.711406,0.21395512,-0.46698916,0.28040487,-0.069774106,-0.019810619,-0.018153228,0.007907048,0.0010196763,-0.0007324962,-0.00045818632,-4.8262533e-05,-3.9455263e-05,1.2607905e-05,-9.936943e-06,2.12912e-06,2.8852457e-07
C00640,-20.913761,-10.051417,-3.1913128,0.23957571,-0.7765932,0.72297937,0.30678582,0.1453657,0.012634151,0.019357337,0.0054448694,0.0043730265,0.0008967176,0.00014624537,-0.00013476908,-5.7013985e-05,1.2487643e-05,1.7669076e-05,1.6000425e-06,1.0273164e-06
C00641,-18.736717,-1.0521736,3.9902017,2.190772,-0.7281758,-0.33169913,-0.30397448,-0.13396645,0.009714462,-0.031067986,-0.0064193862,-0.00024558176,0.0011448255,-0.0003572562,-1.9913102e-06,-4.7191177e-05,1.262693e-05,1.5879305e-05,2.59687e-06,-9.103989e-07
C00642,19.553385,-2.3467152,-1.2985309,2.800751,0.83647096,0.20709741,0.17844307,-0.14385392,0.053870972,0.0019896156,0.0067768698,-0.0024837586,0.0007583838,-2.9562494e-05,-0.00012816345,5.5273078e-05,1.2813262e-05,5.2233736e-06,3.1702046e-07,-3.5201876e-07
C00643,-6.9238787,10.723953,2.725267,-1.7295983,0.9057046,0.40881035,0.28172517,-0.05436838,-0.06039502,-0.007667063,-0.007436597,-0.00077110896,0.0010784359,2.464067e-05,-0.00016449318,-2.489475e-05,1.2837239e-05,-1.5605674e-05,-7.445802e-07,-5.369495e-08
C00644,21.72824,-8.01166,2.0257027,1.0118188,0.85258204,0.87869245,-0.26137644,0.048294466,0.012463432,0.016343435,-0.012392761,0.001931117,-0.00054416934,0.00015464937,0.00015149702,-6.7026296e-05,1.25882e-05,-1.0961578e-05,2.776793e-06,-6.388329e-07
C00645,5.7714367,11.262013,-3.8113103,-1.4998271,-0.8726026,0.058624286,-0.28690106,0.052513048,0.04941203,0.017673017,0.002776617,-0.0025393087,0.0003521719,-0.00034849645,-0.00010249558,-3.0454354e-05,1.2666838e-05,-8.20131e-06,-1.5149115e-07,-3.9383056e-07
C00646,18.776884,-0.9145232,-2.0341291,2.8959212,0.66216254,-0.036762573,0.24608353,-0.1381927,0.033340476,-0.0069099385,0.0097852275,-0.0016846796,0.00028974,-0.0003181199,-0.00016732262,2.9556997e-05,1.2988743e-05,-6.75583e-08,3.328455e-06,-1.0679154e-06
C00647,-20.193672,-5.343215,0.9868158,1.7502433,-1.3283373,0.40108484,-0.045069154,-0.15254757,-0.05312489,0.011245371,-0.0010182483,-0.0032070403,-0.0009151475,-6.49918e-05,0.00011005606,4.99832e-05,1.2369674e-05,-1.1086293e-05,1.3303431e-06,1.2515046e-06
C00648,-15.934858,3.718962,5.758775,1.5419511,0.41442156,-0.7815928,-0.18508011,0.10704837,0.06421307,-0.002585283,0.005695025,0.0034768393,-0.0004517223,0.0005203588,-8.4025785e-05,3.5100165e-05,1.2326631e-05,-1.5232583e-05,-2.1984881e-06,-5.8993635e-07
C00649,-12.411899,7.385499,5.3556623,0.1507314,1.0658318,-0.4539281,0.13290046,0.1600277,0.0036875822,0.02700742,0.0043329266,-0.0018220121,-0.0008489794,-0.00021756689,0.00015932752,1.7833221e-05,1.24593125e-05,1.0166963e-05,3.5658645e-06,-2.0288706e-08
C00650,-3.3585122,11.849075,0.6442375,-2.3984225,0.41008157,0.71279174,0.14265335,-0.15136606,-0.025112396,-0.025224214,-0.002764695,0.0028737772,6.480367e-05,0.00047411068,-2.0442316e-05,5.1591465e-05,1.2457443e-05,-4.3531772e-06,4.3850305e-06,8.9014904e-08
C00651,-5.1768513,11.368065,1.711304,-2.1232843,0.68434376,0.59691626,0.23047228,-0.11440289,-0.049111746,-0.019259105,-0.0062969914,0.0012642774,0.0007571601,0.0003269821,-0.00013132863,1.7952225e-05,1.2644721e-05,-1.4050095e-05,2.7504786e-06,-4.6729045e-07
C00652,20.210506,-3.706498,-0.5537566,2.585106,0.9517668,0.43194392,0.08834643,-0.12756376,0.06397663,0.010367344,0.0018728061,-0.002479362,0.0009415538,0.00026180246,-2.598369e-05,4.8382462e-05,1.26781415e-05,1.04769615e-05,-1.8102321e-08,1.8681269e-06
C00653,-20.42036,-6.3390555,0.16161357,1.5198914,-1.3417057,0.5433222,0.042807702,-0.109965414,-0.052954823,0.02250132,0.0019806728,-0.0020445802,-0.0011225247,0.00019832402,2.6162605e-05,3.1898664e-05,1.2211189e-05,-1.2650684e-05,8.0675875e-07,2.9793007e-06
C00654,21.161741,-6.07822,0.8336385,1.8969581,1.0002636,0.7541162,-0.1062206,-0.049682047,0.052020982,0.019493055,-0.008162843,-0.00054743217,0.000439869,0.00048240906,0.00015621561,-1.3676007e-05,1.1598779e-05,6.103853e-06,-1.2707471e-06,-3.4912355e-07
C00655,21.909266,-8.884063,2.574167,0.5049184,0.716046,0.8680214,-0.31418055,0.09505994,-0.0121209,0.010723915,-0.011364656,0.0027467164,-0.000935801,-0.000119299904,6.75051e-05,-6.011907e-05,1.2620762e-05,-1.5497631e-05,1.7420662e-06,-6.786076e-09
C00656,-20.887539,-12.471854,-5.5195093,-0.98167956,0.25245628,0.32245883,0.25252897,0.23598054,0.068074875,-0.030595435,-0.0042997245,0.00025920532,0.0008928065,-0.000501946,0.000198584,3.7321806e-05,1.2047066e-05,-3.850515e-06,2.1254787e-06,1.091521e-06
C00657,-20.187687,-15.523384,-8.434581,-3.0883203,2.505332,-1.2530819,-0.4743726,-0.30338964,-0.076970465,0.038937848,0.0061093746,0.0034347472,0.0008829552,-8.456205e-05,4.650405e-06,-1.1113949e-05,1.3609316e-05,7.468203e-06,2.6330883e-06,3.4837058e-07
C00658,-17.034277,2.142244,5.4100733,1.8980305,0.032366395,-0.7208412,-0.2744956,0.027062124,0.059913762,-0.019780735,0.0013717338,0.0036485577,0.000474343,0.00038102633,-0.00017129617,-1.3730653e-05,1.2877587e-05,-1.3363246e-05,-3.8493818e-06,1.2937556e-07
C00659,-10.75733,8.630791,4.7141604,-0.49442622,1.1330982,-0.18342037,0.23199505,0.10994674,-0.029775871,0.022322517,-0.0005638479,-0.0030788158,-2.6682204e-05,-0.00042635493,7.262893e-05,-3.2550535e-05,1.1980078e-05,1.3772143e-05,-2.9990442e-06,1.4656972e-06
C00660,21.571861,-13.383836,5.2859316,-3.5536542,-1.0585885,-0.6142915,0.121485546,0.0020711005,-0.0176598,-0.014721537,0.012699952,-0.0034868314,0.0013521172,0.0007112826,0.00021750669,-5.2334264e-05,1.2606208e-05,-9.41534e-07,-6.9754356e-07,-9.2432e-07
C00661,-20.867334,-12.6917515,-5.732991,-1.1099336,0.37686613,0.25605407,0.2305242,0.23123258,0.069866106,-0.03514124,-0.0053128814,-0.0006967551,0.0006064509,-0.0004713649,0.00018858358,5.9132624e-05,1.2606443e-05,-1.5631482e-05,7.982646e-07,-9.515545e-07
C00662,18.364815,-0.2133505,-2.3736327,2.8947937,0.56078595,-0.15342443,0.26736483,-0.12746488,0.020786367,-0.010755102,0.010282282,-0.0010757357,1.1816408e-05,-0.00041325288,-0.00016662519,1.4917393e-05,1.251305e-05,-8.693716e-06,3.5410533e-06,3.279497e-11
C00663,-4.931698,11.444073,1.5673451,-2.1686542,0.6494708,0.61753786,0.22039016,-0.121058635,-0.04648239,-0.020467376,-0.0059335907,0.0015256797,0.00067783834,0.0003590164,-0.00012348285,2.5712841e-05,1.2585512e-05,-1.2178326e-05,2.3540443e-07,-2.823811e-07
C00664,-20.855867,-9.2448015,-2.4335985,0.57570803,-0.99354506,0.74822783,0.27078483,0.0866077,-0.0086086625,0.028453533,0.0065500163,0.0034751138,0.00023555793,0.0003648649,-0.00017616127,-5.8937487e-05,1.2319904e-05,1.1460684e-05,-8.001501e-07,4.6499719e-07
C00665,-13.099827,6.792207,5.558082,0.42872187,0.99846524,-0.5549621,0.07907665,0.17024985,0.018941801,0.025777781,0.0060043354,-0.00087552523,-0.0010857857,-6.106379e-05,0.0001621809,3.8225913e-05,1.2372085e-05,1.0411588e-05,2.7630244e-06,-1.7828603e-07
C00666,-12.132723,7.6128135,5.26148,0.039055515,1.0861495,-0.41033378,0.15275936,0.15381342,-0.0024131115,0.026914455,0.0035563717,-0.0021411707,-0.0007259074,-0.0002749038,0.00015495434,7.2214943e-06,1.20931245e-05,1.4640692e-05,2.268945e-06,-5.028223e-07
C00667,-18.853754,-1.3222765,3.8334718,2.190355,-0.7850964,-0.28775474,-0.29673326,-0.14383568,0.0043095774,-0.030046802,-0.0066770855,-0.0006759765,0.0010792564,-0.00040071737,2.224014e-05,-4.0781328e-05,1.2657693e-05,1.680825e-05,2.1199614e-06,4.1579557e-07
C00668,-16.96368,2.252501,5.4428997,1.8778021,0.059712335,-0.7284603,-0.26972732,0.033091683,0.060787644,-0.01872866,0.0016975538,0.003696647,0.0004093912,0.00040183318,-0.00016584776,-1.7838101e-05,1.2816648e-05,-1.549504e-05,3.9939806e-08,2.3909964e-08
C00669,-9.349101,9.516856,4.043058,-0.9989848,1.102114,0.051783927,0.27915788,0.05093142,-0.050015405,0.012588279,-0.00436627,-0.0029263769,0.0006374916,-0.00037971977,-4.0481464e-05,-5.0415663e-05,1.2348678e-05,5.2831565e-06,-1.1220484e-06,-1.0369866e-06
C00670,21.721634,-13.04286,5.1066914,-3.1301525,-0.8334764,-0.3565315,0.0019215589,0.063477166,-0.044892576,-0.021503273,0.015757665,-0.0034537753,0.0013032932,0.0005265538,0.00010266529,5.7239167e-06,1.2132059e-05,3.3445351e-06,-5.851254e-06,1.0024075e-06
C00671,-6.292866,10.977546,2.3625095,-1.885653,0.83189654,0.4846756,0.2677178,-0.07835423,-0.057958443,-0.012384846,-0.007333395,-2.8119555e-05,0.0010179292,0.0001425653,-0.00016443465,-8.529289e-06,1.2825855e-05,-1.3283359e-05,-2.7428944e-06,-9.920807e-07
C00672,21.898636,-12.491052,4.798906,-2.498147,-0.5116315,-0.015696764,-0.14251997,0.1282439,-0.06968614,-0.024628654,0.015001614,-0.0022133782,0.0007770829,8.340275e-05,-4.5713172e-05,4.9970302e-05,1.1755121e-05,1.2942506e-05,-3.1004345e-06,-2.2068511e-07
C00673,-20.497149,-14.664636,-7.633892,-2.415387,1.7519342,-0.64387053,-0.16064484,-0.014292647,0.015924519,-0.03002259,-0.005989322,-0.0067980974,-0.0025875985,0.00071159407,-0.00023428413,-3.9436065e-05,1.173692e-05,-7.975634e-07,-2.5917086e-06,-4.809985e-07
C00674,-20.836658,-12.969634,-6.0027356,-1.276559,0.54202765,0.16356029,0.19743004,0.22034596,0.07059982,-0.040232103,-0.0065035163,-0.0019851853,0.00016698477,-0.00039639676,0.0001868865,6.113799e-05,1.2339067e-05,-2.2073495e-05,-5.1437894e-07,-1.1644578e-06
C00675,-20.461805,-14.781306,-7.744237,-2.502515,1.8485975,-0.71746665,-0.1971687,-0.044930544,0.006714341,-0.024464421,-0.005036106,-0.0063485075,-0.0025310721,0.00074369437,-0.00025552762,-4.8011945e-05,1.2319373e-05,1.22351485e-05,4.410193e-08,-9.546418e-07
C00676,10.887716,8.409176,-4.782091,0.42204055,-0.8826803,-0.64192903,-0.1160966,0.15543129,-0.036886547,0.011978177,-0.00981844,-0.0006409562,0.0008641301,0.00046476605,-3.072738e-05,6.0698276e-05,1.323382e-05,3.2193634e-06,4.3037303e-06,7.1182143e-07
C00677,-19.50031,-2.9998085,2.754097,2.1040683,-1.0907062,0.0024243384,-0.22086592,-0.18159825,-0.027437493,-0.017316045,-0.006329348,-0.0029069488,0.0003327054,-0.0004964603,0.00014468124,1.2337727e-05,1.2623928e-05,1.9990952e-05,1.7535801e-06,-9.4253124e-07
C00678,3.6562026,11.872491,-3.0109792,-2.042063,-0.6646571,0.3548212,-0.24499746,-0.028780475,0.059842434,0.005992323,0.006958718,-0.00067872653,-0.0005395795,-0.00036133613,4.0430983e-05,-3.7935744e-05,1.2641247e-05,-6.129956e-07,-4.5342363e-06,1.3028765e-07
C00679,19.05573,-1.410716,-1.7854205,2.8779192,0.7279243,0.04742165,0.2261831,-0.14270909,0.041365158,-0.0039283545,0.009040984,-0.0020408635,0.00047147967,-0.00022591856,-0.00016926893,4.304493e-05,1.2612891e-05,1.1132727e-06,1.796264e-07,-2.3699373e-07
C00680,-15.120315,4.7255387,5.833359,1.2385647,0.6382422,-0.7608069,-0.10749742,0.14555694,0.05702214,0.009094087,0.0073374417,0.002476418,-0.00094280293,0.00043395284,1.374204e-05,5.905006e-05,1.2576017e-05,-8.970707e-06,2.8825355e-06,-5.250388e-07
C00681,-18.78883,-1.1713624,3.9216652,2.1910546,-0.7535148,-0.31244448,-0.3009596,-0.13843432,0.0073298444,-0.030653618,-0.006544971,-0.0004358836,0.0011177284,-0.0003744735,9.258055e-06,-4.5052104e-05,1.3043709e-05,1.2392434e-05,3.5211983e-06,3.570235e-07
C00682,15.092203,4.3585467,-4.1618633,2.1488354,-0.2437875,-0.72153544,0.19665782,0.030236376,-0.057724174,-0.015804982,-0.0003581104,0.002569629,-0.0008826459,-4.650222e-05,0.000121328274,-3.900164e-05,1.2376272e-05,1.167562e-06,-3.3162924e-06,2.1350635e-07
C00683,-4.892432,11.455926,1.544273,-2.1756868,0.6438133,0.62070155,0.21871884,-0.12207937,-0.04604083,-0.020651855,-0.005872247,0.0015670424,0.00066575216,0.000361777,-0.000117314376,2.6232368e-05,1.2861259e-05,-1.02831455e-05,2.2309184e-06,-1.8607548e-07
C00684,-20.70782,-7.976303,-1.2711095,1.0382512,-1.223383,0.7071215,0.18347353,-0.007875181,-0.03554784,0.032499436,0.005884041,0.0010568697,-0.00068850536,0.00046968673,-0.00015222146,-1.0941149e-05,1.307366e-05,-1.0872257e-05,-4.2681704e-06,-5.228545e-07
C00685,-20.928343,-11.81314,-4.880781,-0.6156957,-0.08793177,0.48806778,0.2985484,0.23315518,0.057755385,-0.015632566,-0.0010820914,0.002588198,0.0014097157,-0.00043890026,0.00012794005,-8.209395e-07,1.2664525e-05,7.5120734e-06,4.8605198e-06,1.1140197e-06
C00686,15.843228,3.4393296,-3.8722444,2.4001544,-0.07293335,-0.647149,0.2397561,-0.00867511,-0.046505157,-0.018245181,0.0030973558,0.0022394187,-0.0009596851,-0.00023885936,6.8844376e-05,-5.1959254e-05,1.295212e-05,-6.199992e-06,-1.9239485e-06,-8.7085846e-07
C00687,21.390352,-6.7770042,1.2595379,1.6128504,0.9691145,0.81832486,-0.1655354,-0.016644396,0.040621553,0.019726992,-0.010461933,0.00034690657,0.00010790911,0.00042068624,0.0001842413,-4.151009e-05,1.2197263e-05,3.835669e-06,-4.439445e-06,-7.626734e-07
C00688,21.925095,-8.975271,2.631694,0.44772035,0.69888335,0.86379874,-0.31861463,0.09977823,-0.014826255,0.009981561,-0.011118922,0.0028012549,-0.0009676982,-0.00015116163,5.991724e-05,-5.900904e-05,1.2997325e-05,-1.5793657e-05,3.137609e-06,-1.7153106e-07
C00689,-2.0095015,12.082595,-0.1349616,-2.5075917,0.19110055,0.7412828,0.06328844,-0.15904225,-0.0030075554,-0.024982082,0.00060632767,0.0033875506,-0.00048098958,0.00043047828,7.7920056e-05,5.3282103e-05,1.2731379e-05,7.694802e-06,4.522092e-06,4.7565246e-07
C00690,-20.665432,-7.6911936,-1.0156127,1.1313816,-1.257671,0.6864433,0.16040218,-0.02789942,-0.04009748,0.03183124,0.0053898934,0.0004621442,-0.0008407464,0.00044822466,-0.0001293263,-5.576346e-07,1.2590357e-05,-1.1015833e-05,-3.439687e-06,-1.9547638e-06
C00691,-19.361828,-2.6097496,3.020424,2.1368203,-1.0280083,-0.06663768,-0.24296987,-0.17679653,-0.020611519,-0.021145478,-0.0067209923,-0.0024913526,0.0005427005,-0.0004994738,0.00013242639,-9.557202e-06,1.2308821e-05,1.3169057e-05,4.3257273e-06,2.2967733e-06
C00692,-6.7247205,10.806585,2.6113553,-1.7804865,0.8832533,0.43365654,0.27790016,-0.062181488,-0.05984199,-0.00920957,-0.007439761,-0.0005400927,0.0010683024,6.2757885e-05,-0.00016884891,-1.7059929e-05,1.2202182e-05,-1.4641688e-05,-1.638571e-06,2.7312768e-07
C00693,21.171873,-6.1076384,0.8514339,1.8857746,0.9994129,0.75718194,-0.108746424,-0.0483665,0.051609572,0.019531103,-0.008273072,-0.000512295,0.00042643223,0.0004865668,0.00016197197,-1.8812616e-05,1.2227867e-05,2.4044436e-06,-2.496827e-06,5.7317358e-08
C00694,9.679599,9.271743,-4.698759,-0.085747324,-0.9547039,-0.50723344,-0.18966377,0.15292947,-0.014632983,0.018121053,-0.008201756,-0.0018979895,0.0011439779,0.00030384262,-0.000112071226,5.24359e-05,1.2509439e-05,-7.971532e-07,4.6427785e-06,1.0503267e-07
