"Gene","S01_con","S02_con","S03_con","S04_con","S05_con","S06_con","S07_con","S08_con","S09_con","S10_con","S01_tre","S02_tre","S03_tre","S04_tre","S05_tre","S06_tre","S07_tre","S08_tre","S09_tre","S10_tre"
"LOC130007723",7.562,9.034,8.896,5.518,6.254,9.284,7.932,9.27,10.199,9.097,7.331,7.157,9.974,5.832,7.435,6.744,11.338,6.411,8.291,10.447
"LOC127898153",9.421,9.031,10.857,9.104,5.01,10.431,3.022,7.883,9.028,7.281,5.914,8.883,3.962,7.115,6.084,8.379,7.119,6.948,9.569,6.889
"LOC129937961",7.355,9.312,7.963,6.489,7.156,9.926,5.95,9.032,7.156,6.904,5.833,6.315,7.673,8.776,7.569,8.351,9.972,8.617,6.802,10.673
"LOC127826191",9.102,7.474,6.588,9.711,8.448,9.746,6.288,6.903,6.917,9.876,9.333,5.902,7.905,7.397,5.996,7.025,10.429,8.212,9.338,4.518
"PLEK2",7.864,7.047,7.976,8.612,6.212,8.321,6.635,4.807,10.349,8.351,7.485,10.678,9.394,8.363,9.953,6.848,5.004,8.834,7.694,5.227
"LOC127895918",8.381,8.161,8.359,9.558,7.574,7.562,6.897,9.934,6.597,6.138,7.65,7.992,8.688,8.812,7.992,6.209,8.289,7.076,6.164,8.742
"TIMM9P3",10.045,6.663,7.738,9.282,7.558,9.294,8.416,7.707,7.666,8.218,2.652,5.068,5.938,2.732,5.703,6.813,4.275,7.844,5.636,6.128
"LOC127266957",9.146,6.834,9.618,7.353,9.367,4.854,7.949,9.279,7.834,8.618,8.38,8.591,8.544,8.1,6.524,7.929,6.845,5.152,8.503,8.987
"LOC127406552",7.708,4.91,8.033,7.542,7.654,8.223,8.659,10.994,7.957,7.39,6.401,5.696,5.656,8.719,8.495,6.373,9.675,7.649,10.33,6.345
"LOC132090841",6.456,5.16,7.858,8.447,7.716,5.913,10.367,9.844,6.937,9.418,6.93,6.429,8.2,5.62,9.009,7.721,4.997,7.69,6.983,9.181
"HMGA1P4",8.952,6.766,7.152,8.749,7.027,8.556,10.269,5.912,10.733,6.799,6.913,6.814,7.852,6.337,7.235,6.105,6.812,8.491,7.363,6.422
"LOC129999567",8.917,7.02,7.854,9.04,5.507,6.785,10.51,8.606,5.837,8.734,7.333,4.496,9.998,8.902,9.085,6.605,9.091,9.013,8.278,8.637
"LOC129996788",8.699,6.137,9.46,9.302,9.43,9.23,7.896,6.466,8.409,5.346,8.01,10.018,7.748,6.495,6.473,8.522,7.228,10.006,8.729,5.162
"ELOCP17",6.82,6.485,7.259,7.621,9.816,7.891,9.833,9.644,6.511,8.289,7.072,8.307,5.823,9.405,7.887,6.954,9.754,9.949,8.39,7.874
"LOC129997333",8.825,8.413,8.281,8.407,9.501,9.242,6.549,7.749,4.717,7.535,7.251,9.022,7.636,11.007,7.986,9.161,8.992,8.391,8.283,6.835
"LOC127459819",9.497,8.11,4.915,9.474,7.015,8.555,7.255,7.558,8.584,9.568,10.807,6.493,8.336,9.908,6.706,8.437,9.815,8.341,6.905,8.004
"LOC129664062",6.938,11.631,6.846,9.094,6.987,10.775,7.469,7.58,7.412,8.712,8.709,9.494,6.2,6.139,8.373,9.597,6.259,5.025,8.032,6.509
"LOC129660789",10.191,8.575,7.672,7.584,9.14,5.784,8.735,7.286,6.197,5.532,7.563,12.064,6.38,9.396,6.115,6.859,7.745,4.848,6.877,6.787
"LOC127827175",8.727,7.867,8.68,7.284,7.027,8.087,8.304,8.865,9.64,5.029,8.796,8.483,8.816,9.38,5.762,7.738,8.666,6.316,9.254,9.226
"LOC130059480",7.183,8.43,7.497,8.31,9.68,6.545,9.193,9.65,9.099,9.841,10.102,6.932,7.104,5.448,6.525,7.844,10.263,4.511,7.014,9.104
"LOC129934888",7.36,6.744,7.251,10.846,9.482,6.248,9.358,10.981,7.175,6.41,8.053,6.954,8.16,7.539,8.371,4.902,9.386,7.392,7.66,8.051
"LOC101927896",7.974,9.333,7.889,6.983,10.377,8.334,7.288,8.299,7.469,6.55,9.575,10.662,7.513,9.224,6.1,7.794,6.78,6.369,5.064,9.27
"LOC125387243",9.308,6.53,7.041,6.047,7.681,7.811,6.162,9.231,9.29,9.995,8.484,8.32,5.291,8.688,8.528,7.165,6.734,7.595,6.545,8.953
"TBX18",8.71,3.918,9.027,8.45,6.569,9.738,9.368,7.976,8.551,8.797,6.11,9.008,6.864,6.425,9.119,10.265,9.336,5.678,7.667,4.975
"LOC127818409",10.437,7.303,4.754,5.358,8.808,8.599,6.895,9.738,12.039,8.3,9.398,4.655,6.713,7.663,7.715,6.566,7.291,8.679,5.591,7.468
"RPL35P5",8.86,9.7,7.5,7.569,4.691,8.846,7.542,6.98,7.422,9.738,7.535,7.316,7.382,5.838,7.195,10.775,6.973,10.056,7.46,7.69
"LOC127459075",5.838,5.996,10.296,9.16,8.148,5.934,9.108,8.587,8.467,9.077,11.025,9.136,7.851,9.032,9.005,7.24,7.221,7.487,9.448,7.319
"NSMCE2",6.478,9.009,7.534,8.69,10.129,7.434,5.347,9.543,7.655,9.179,12.967,10.552,9.226,6.826,8.559,9.893,6.684,7.076,6.792,6.304
"LOC129934328",10.632,6.353,10.854,7.264,8.289,8.139,10.401,12.687,7.429,10.14,10.76,8.956,8.817,7.451,8.977,7.082,11.229,8.594,6.245,7.43
"LOC132090255",8.81,9.923,9.827,9.562,10.88,8.878,5.052,9.946,10.315,9.267,7.981,7.228,10.344,6.091,8.968,6.792,8.452,5.571,5.501,7.676
"LOC127884755",10.285,9.216,6.822,10.469,11.085,7.246,9.046,9.106,9.068,7.65,4.29,9.221,9.74,9.366,8.804,9.966,9.138,5.942,8.713,10.746
"LOC130059129",8.62,7.466,8.881,9.089,6.647,8.378,9.716,5.709,7.778,7.275,7.39,5.174,8.627,8.381,10.135,8.959,9.314,10.572,5.961,8.421
"LOC127400825",7.075,11.613,8.163,7.039,9.358,10.047,7.937,7.834,7.543,7.469,8.5,7.797,6.725,7.071,11.168,7.144,9.438,6.92,8.589,4.852
"RNU1-20P",7.111,10.527,8.806,10.21,7.169,8.895,8.542,9.722,9.419,9.624,9.871,9.07,6.387,9.051,7.592,6.742,6.581,8.586,9.242,7.678
"HEATR6-DT",7.691,8.514,8.501,5.711,8.615,8.076,10.992,7.688,8.9,11.963,8.751,4.353,5.117,9.491,11.239,6.665,10.687,8.545,9.219,9.835
"LOC124907093",6.126,7.807,5.961,7.707,8.294,8.454,6.05,7.525,8.765,6.403,9.404,7.547,8.001,7.964,7.31,9.605,8.819,7.091,9.848,8.627
"LOC130002452",9.61,5.437,7.495,10.269,8.957,5.531,8.766,9.265,6.874,7.735,7.811,12.314,8.894,5.434,8.062,9.663,7.199,7.27,6.444,9.632
"RASSF8-AS1",6.626,8.799,8.973,7.341,6.017,5.273,11.581,7.724,9.233,8.076,8.452,7.04,5.629,9.831,8.712,6.843,7.184,6.205,10.757,9.587
"C11orf98",9.838,9.621,7.873,9.444,8.891,7.426,9.834,5.457,6.618,8.803,7.021,8.061,6.39,5.902,7.563,9.67,8.099,5.637,8.952,9.763
"LOC130066731",10.482,7.774,8.032,12.557,6.922,7.112,8.776,10.227,9.38,5.506,5.294,7.755,5.869,7.317,4.947,4.926,5.788,7.763,5.278,4.536
"LOC130066211",9.035,9.115,10.039,6.331,7.778,9.243,7.064,9.146,7.241,8.397,6.368,9.552,9.085,5.863,7.634,6.979,7.6,8.646,8.682,7.539
"LOC127404219",7.25,9.684,8.312,6.917,6.075,8.706,10.19,5.233,8.1,8.035,6.205,8.934,6.446,8.511,8.809,7.58,6.854,5.146,6.832,9.984
"LOC127897829",3.607,9.118,5.632,7.411,8.248,6.379,8.575,10.136,8.988,5.842,9.244,10.788,8.603,7.065,8.837,8.609,4.937,6.586,7.068,12.142
"ZNF684",7.839,11.44,8.777,7.338,7.954,7.284,10.396,8.502,8.392,7.992,6.724,7.191,8.643,5.712,11.519,9.929,7.747,7.815,8.525,7.821
"LOC130061092",8.854,8.543,9.475,9.356,8.208,7.707,7.969,7.762,7.735,9.83,5.259,6.947,8.864,7.28,4.57,10.821,9.231,8.413,8.524,7.698
"FUBP1",9.534,6.305,9.308,6.784,7,8.637,7.123,4.615,9.058,8.435,6.876,7.979,9.172,10.038,9.67,9.894,5.781,6.875,8.587,10.364
"LOC126861815",10.097,10.372,7.138,7.658,8.795,7.453,6.917,7.718,8.186,8.363,6.92,7.95,7.796,4.749,6.152,8.216,9.612,10.534,8.118,7.79
"LOC127398501",10.167,7.168,8.817,7.032,7.605,8.653,6.709,6.322,7.284,6.954,6.73,8.326,9.892,6.026,9.574,8.307,9.476,10.413,9.104,7.129
"LOC122152301",9.949,7.486,8.546,6.924,7.166,6.121,8,6.93,7.355,4.697,9.975,8.712,7.095,8.505,7.127,8.407,5.942,5.612,6.084,9.792
"LOC105370359",8.499,7.27,7.793,7.535,7.316,7.292,6.357,7.164,6.232,6.981,7.04,10.843,6.139,8.34,6.6,4.671,7.609,8.093,9.184,8.495
"LOC110120889",9.98,7.529,10.76,7.47,5.673,10.225,8.625,7.317,9.006,7.848,9,7.527,5.253,9.601,5.189,7.675,7.99,6.611,7.458,7.175
"LARGE2",6.666,10.896,7.934,6.831,8.463,8.486,8.038,11.531,9.439,3.743,8.214,9.068,9.136,5.99,8.528,8.612,6.085,3.978,6.556,10.92
"LOC124901043",8.161,7.351,9.211,9.257,8.781,7.933,11.425,11.506,8.833,8.148,10.645,8.488,6.753,7.12,6.77,5.112,9.256,6.572,5.902,7.599
"LOC124901701",8.693,7.803,6.73,5.678,7.219,5.875,9.127,7.136,5.383,9.268,5.519,6.65,4.801,6.978,7.763,7.949,5.895,9.058,7.768,5.048
"LOC105371793",8.878,8.613,8.597,5.761,8.33,6.61,5.89,10.134,10.333,8.811,7.299,7.636,5.402,8.963,7.072,6.158,8.135,8.091,9.349,7.143
"LOC127267021",7.674,7.185,6.231,10.499,11.847,6.822,10.5,9.189,10.395,6.805,8.511,8.401,6.441,9.329,8.655,8.727,8.52,10.166,4.309,9.331
"LOC127825865",9.453,6.506,7.562,7.772,5.479,7.334,8.535,9.825,6.505,11.347,7.543,7.758,7.958,7.513,7.798,7.154,9.92,8.742,8.258,10.159
"LOC130064123",8.316,6.733,4.668,9.486,6.579,7.764,8.595,10.538,5.119,9.277,8.194,10.926,8.576,9.094,7.198,5.224,11.625,9.051,8.445,8.415
"IGKV1-6",6.987,8.361,7.143,6.254,11.791,7.997,5.681,9.252,7.158,9.534,6.862,7.105,6.424,6.308,8.883,7.838,8.335,6.147,7.914,10.957
"LOC130067116",10.919,10.752,7.26,8.826,9.163,7.986,7.458,9.574,8.51,7.191,5.889,3.487,7.976,8.943,7.93,12.451,6.272,8.488,9.539,10.109
"LOC127458931",7.375,6.187,5.916,9.646,6.545,8.664,9.538,7.827,7.346,8.277,6.896,7.917,9.711,4.68,6.164,7.426,10.118,11.084,7.43,7.953
"LOC127825321",7.608,7.9,10.068,6.729,2.843,9.498,9.179,9.818,9.136,11.497,11.109,6.225,6.667,9.864,9.623,7.581,7.147,8.856,7.143,8.069
"TRQ-CTG18-1",9.305,9.484,7.339,6.164,7.146,11.708,6.813,6.167,4.932,7.192,5.827,9.211,5.9,9.128,7.331,9.864,5.401,8.1,8.833,7.97
"LOC130065280",7.704,5.855,6.463,7.773,9.166,9.007,9.116,7.26,8.464,6.588,8.619,11.153,12.078,10.161,11.522,8.319,6.395,11.397,9.648,11.336
"LERFS",6.948,7.842,9.708,8.799,9.527,7.864,8.284,7.811,7.459,9.24,9.575,5.988,8.187,7.399,12.838,11.102,9.666,6.629,6.184,8.749
"LOC127457044",11.426,8.229,8.216,5.197,8.6,5.339,8.253,4.558,7.173,6.231,4.999,12.131,8.853,7.825,6.509,7.618,7.215,3.151,7.458,8.492
"LOC129930155",9.228,12.38,7.12,8.915,8.101,9.023,8.734,9.046,8.058,7.191,11.318,10.041,7.908,8.726,5.574,8.041,5.694,4.316,7.807,5.376
"LOC127396548",6.756,7.459,5.029,8.056,8.846,10.74,8.083,8.551,6.15,6.921,9.255,9.497,8.412,9.295,10.58,5.994,7.525,5.764,8.555,6.309
"LINC01512",7.213,9.083,9.331,7.55,10.886,9.592,6.475,7.387,3.849,7.754,9.265,8.947,9.637,7.155,7.738,9.556,9.459,11.634,7.292,5.869
"RNU6-1035P",8.486,8.044,8.018,6.895,6.731,8.686,7.784,7.656,6.607,6.8,8.964,5.512,9.226,7.106,6.631,7.123,11.9,9.93,7.897,8.636
"LOC127888110",8.616,5.631,8.059,6.597,7.384,10.023,7.425,8.257,6.1,6.129,7.804,7.524,9.372,8.044,9.14,10.554,7.705,9.079,10.434,6.133
"LOC130004957",7.008,8.924,10.156,8.605,9.494,8.488,9.901,5.424,7.223,8.379,8.214,9.804,7.486,10.494,6.061,8.72,5.763,6.382,6.032,4.793
"LOC126861424",8.481,10.85,8.944,6.532,7.376,7.224,8.149,7.169,6.067,7.444,8.535,9.847,8.889,7.486,6.695,4.728,7.224,7.807,9.416,7.926
"LOC129929539",5.339,9.948,9.272,8.719,8.868,6.05,5.408,8.528,9.373,6.301,3.808,4.911,8.574,5.213,3.842,6.353,4.9,4.65,6.752,7.065
"LOC129934576",7.5,4.665,8.318,6.685,7.467,5.981,7.757,8.279,7.311,7.253,8.933,8.621,6.387,5.003,7.764,8.46,8.78,7.304,6.745,10.564
"LOC112529900",6.579,8.679,6.9,6.736,12.424,6.984,5.842,4.933,9.386,8.503,10.063,10.156,4.652,10.34,9.321,10.206,8.758,6.596,9.172,6.984
"LOC126806581",7.264,4.808,7.023,7.092,8.036,9.481,8.992,8.796,8.662,7.28,7.154,5.818,9.708,7.778,7.467,8.737,6.542,12.341,9.527,6.805
"LOC129997920",8.773,7.56,7.9,10.119,11.034,7.412,10.171,7.355,6.19,7.311,9.263,6.456,7.781,8.207,13.862,8.273,9.049,6.718,11.032,9.77
"LOC129389147",10.516,6.83,9.313,8.864,8.44,8.002,4.983,9.116,8.424,8.396,7.702,8.165,7.777,9.283,4.678,12.269,8.528,10.651,6.38,8.657
"PRPH2",8.582,8.546,9.881,7.955,8.037,6.958,10.003,10.566,7.389,7.386,5.766,5.216,8.287,9.771,8.948,9.574,8.978,6.038,7.419,6.538
"LOC124907114",8.73,7.861,8.777,7.646,10.814,10.035,8.532,9.466,9.308,6.159,8.375,9.087,8.276,5.032,7.451,8.715,9.614,4.827,9.386,7.497
"LOC105376717",6.961,6.626,7.433,6.937,8.199,5.838,8.564,8.769,7.269,6.468,9.45,8.833,8.455,9.508,8.472,10.253,6.017,8.457,9.906,8.067
"LOC127406671",9.195,9.112,7.931,7.35,9.863,7.184,6.924,8.957,9.651,5.902,6.979,3.807,7.689,7.592,9.325,11.606,7.782,8.328,9.156,8.047
"LOC127824398",8.941,7.681,6.556,5.479,9.74,7.869,7.596,5.636,8.275,8.88,7.665,7.634,5.745,7.549,7.569,9.03,8.961,10.208,8.006,8.967
"LOC125387271",9.294,8.04,8.234,6.894,6.276,6.614,8.396,4.359,6.26,9.994,7.275,7.487,8.895,7.123,8.763,9.09,9.367,9.764,7.868,7.54
"MIR6864",5.855,6.832,9.237,10.179,6.65,6.322,6.308,10.284,8.159,6.716,4.872,7.909,6.778,3.745,6.9,4.798,7.535,7.503,5.647,6.443
"LOC129937756",7.579,7.699,9.579,9.584,9.287,7.543,6.379,7.604,8.122,9.388,9.032,7.233,6.59,8.02,9.084,5.364,9.481,9.005,10.118,7.628
"LOC129938295",7.214,7.818,9.134,7.115,7.008,8.362,6.914,8.224,6.879,8.402,9.485,6.927,8.326,5.414,3.684,8.176,8.113,8.122,9.084,5.546
"LOC111429618",5.176,7.957,6.538,7.929,10.1,8.464,7.953,3.512,7.4,9.406,6.276,7.484,7.277,8.821,11.592,8.388,7.857,8.522,7.707,6.383
"OFD1P18Y",7.946,6.549,10.625,7.013,7.236,8.427,8.253,6.462,7.132,4.972,5.787,6.252,7.235,8.619,6.965,5.497,7.634,8.6,5.663,7.394
"TRA-TGC5-1",6.747,7.596,6.856,5.875,8.143,6.495,6.308,6.644,8.902,6.097,6.614,5.972,8.501,7.796,7.824,11.955,10.974,4.262,6.803,6.764
"ZFPM1-AS1",6.615,4.541,8.041,7.849,7.532,7.809,11.82,9.512,11.336,11.041,7.888,6.332,10.33,8.05,7.039,8.872,5.718,7.851,7.82,7.206
"LOC105370960",7.358,7.457,7.214,7.965,4.475,5.431,7.957,4.598,8.07,6.816,9.715,6.361,10.296,9.698,10.764,7.484,8.9,9.671,9.672,8.411
"TOLLIP-DT",8.114,6.058,11.226,6.772,10.011,8.63,7.607,8.085,7.549,6.286,7.883,6.347,6.345,9.842,10.252,9.077,9.735,5.119,7.358,5.217
"CALM1P1",6.037,7.486,8.372,12.684,8.911,7.863,7.618,6.935,8.23,10.628,9.623,10.951,8.624,5.982,7.777,7.369,9.534,5.957,7.318,7.603
"LOC130055344",8.844,4.952,9.765,7.172,6.074,9.357,6.75,6.134,6.406,5.303,4.899,7.162,5.527,5.344,9.455,8.18,8.261,8.692,8.641,5.507
"LOC127820420",7.828,8.518,8.714,9.269,8.066,9.793,5.977,8.318,8.218,5.939,8.726,7.143,9.429,8.284,9.656,5.837,8.425,11.576,6.292,8.1
"LOC105371526",10.575,9.794,8.72,9.532,6.479,9.226,6.327,6.612,6.545,5.545,6.202,8.907,7.783,8.041,3.946,8.192,8.541,6.997,5.239,8.305
"LOC130068049",8.236,9.217,4.182,6.12,8.447,8.454,7.111,7.322,5.247,6.077,5.11,6.087,8.516,8.153,8.929,6.955,8.44,8.63,7.252,5.474
"LOC107986836",4.88,7.788,7.811,6.355,7.733,6.431,7.95,7.713,5.957,9.388,9.446,6.791,7.774,10.338,7.203,8.21,7.516,8.677,8.99,11.366
"LOC105378438",8.271,7.609,8.02,7.778,7.449,8.33,7.644,8.225,8.814,8.158,7.67,9.748,8.774,5.352,8.214,9.709,7.663,7.443,7.999,7.715
"LOC127402787",7.307,8.186,8.582,11.023,7.448,10.48,7.964,6.322,7.739,8.992,6.802,9.426,7.373,9.117,8.937,10.576,6.504,9.078,7.655,6.923
"LOC105374901",5.122,7.842,6.306,8.047,8.235,10.226,9.98,8.743,7.033,6.8,10.786,10.339,6.608,10.415,11.548,10.241,10.259,12.11,13.105,9.418
"LOC124903668",9.43,7.491,9.866,7.653,5.821,9.41,5.296,8.818,5.897,7.302,7.962,10.271,5.427,8.426,11.427,8.787,8.867,4.943,8.27,9.354
"SNORD28B",7.338,7.434,7.415,8.412,11.309,8.902,7.153,9.623,6.723,9.174,8.831,8.802,8.705,10.291,7.732,8.02,6.959,9.075,6.747,6.404
"LOC129661280",5.419,6.998,7.097,7.894,7.676,10.033,7.591,6.174,9.709,9.026,7.89,5.006,10.365,6.318,8.458,9.391,8.988,6.053,5.94,8.551
"CHAC1",8.549,11.505,10.267,9.24,9.927,4.729,5.112,9.094,5.337,8.267,9.465,7.287,9.872,8.94,8.287,8.1,6.678,8.304,7.607,9.446
"LOC127890612",8.796,10.825,8.957,11.03,7.416,8.876,7.657,7.726,4.245,4.997,8.33,8.87,10.529,9.79,9.249,5.245,7.186,8.111,10.546,8.606
"LOC127893711",7.308,8.507,4.919,9.454,7.164,8.411,8.593,9.419,7.809,8.895,7.065,7.908,9.016,12.835,10.055,7.991,10.151,7.778,8.489,6.453
"LOC125384594",9.657,8.551,10.832,9.101,8.32,8.129,7.795,9.088,8.085,6.97,10.14,6.683,11.03,7.527,5.582,6.46,7.985,10.762,7.439,8.077
"LOC126861425",7.39,6.978,7.636,11.119,6.743,6.995,9.921,8.113,8.105,7.402,4.857,10.829,8.07,7.427,7.26,9.472,7.28,6.009,8.821,7.583
"CXADR",7.339,5.582,6.38,6.597,10.132,10.384,7.789,6.418,8.545,6.82,9.513,7.07,7.199,6.698,10.612,9.981,8.413,8.224,8.128,7.865
"LOC127893769",8.752,9.427,7.378,5.886,10.688,5.214,10.57,9.848,7.714,9.082,7.96,5.698,5.948,10.393,5.633,9.576,7.772,8.835,11.827,5.651
"LOC127898371",8.86,8.142,7.072,6.676,8.725,8.762,6.396,5.083,9.805,7.563,6.65,8.673,5.842,9.268,9.247,6.936,7.915,8.343,8.741,8.878
"LOC129930774",11.715,6.491,6.974,7.715,6.014,8.006,10.27,7.882,5.512,8.658,9.13,8.963,7.86,7.779,5.071,9.637,6.79,9.299,8.057,10.116
"LOC129935902",7.025,10.186,9.462,7.427,7.429,8.613,7.409,8.743,10.543,9.364,8.055,9.073,9.835,6.46,8.517,7.072,6.356,10.808,9.323,6.183
"LOC127891454",8.333,8.638,10.764,9.401,8.973,10.343,5.423,6.38,9.477,8.128,8.711,8.305,7.413,5.761,9.393,7.924,4.94,6.708,8.347,6.91
"LOC127890513",8.834,7.086,8.333,7.221,10,7.409,8.208,7.323,4.204,8.806,7.258,11.34,8.789,9.998,7.873,6.425,8.562,7.506,5.437,8.152
"HAPLN3",6.031,8.738,6.688,7.373,6.795,7.279,9.499,8.78,7.594,6.088,4.548,11.568,8.242,8.782,7.569,7.058,11.01,7.033,10.134,7.016
"PES1P1",4.934,6.461,9.53,7.625,7.656,8.685,8.175,5.406,6.603,7.478,7.221,8.196,8.185,11.158,7.051,8.685,5.135,5.97,5.332,9.098
"RTBDN",7.183,9.953,8.078,8.283,10.057,6.51,10.192,8.161,9.258,7.29,7.691,6.698,6.622,8.017,7.203,8.033,9.413,9.88,9.157,8.033
"LOC127396996",11.801,9.68,7.979,8.035,11.16,6.618,10.006,9.309,4.039,8.507,8.366,8.782,6.744,9.333,9.007,7.526,8.877,7.08,6.169,7.29
"LOC127273613",7.145,9.853,7.132,4.301,7.258,11.581,8.486,7.612,7.922,7.642,7.935,9.627,8.544,8.979,7.128,10.937,6.272,7.106,7.934,7.954
"LOC127460851",8.157,7.893,6.986,7.408,8.144,8.215,7.742,7.763,7.539,7.906,10.4,7.461,8.502,7.36,9.102,5.701,8.741,10.192,6.299,8.242
"LOC121530615",9.578,8.116,6.22,9.383,10.373,8.8,8.782,9.306,9.888,9.214,6.688,9.332,8.821,6.647,7.96,8.92,8.084,9.691,9.276,6.511
"LOC127888086",8.245,7.415,9.01,10.402,7.904,6.41,8.288,7.784,9.209,8.059,6.197,7.601,8.12,5.237,8.811,8.171,8.013,7.019,6.362,7.386
"TRQ-TTG3-1",9.414,7.564,10.721,6.148,10.296,7.036,8.486,7.374,8.467,10.391,5.827,7.848,9.803,5.059,12.119,6.831,6.923,8.039,5.629,8.463
"LOC105377722",6.954,13.626,5.187,7.734,8.959,6.608,6.943,10.392,6.272,6.931,8.431,7.439,7.143,5.516,8.578,5.367,6.696,8.45,6.194,8.835
"LOC127826205",8.868,6.197,10.332,5.938,6.809,6.766,8.631,6.542,6.331,9.537,6.097,5.846,8.049,8.243,5.529,13.533,8.458,7.52,5.923,10.048
"LOC122149338",6.024,9.833,4.758,6.975,8.8,6.795,9.048,7.889,6.169,5.68,7.479,5.597,9.789,4.704,6.067,7.949,10.612,9.105,9.303,10.502
"CREB3L1",9.384,3.891,6.926,12.485,8.935,7.661,8.172,10.001,7.546,8.475,10.501,9.209,8.586,5.574,7.009,7.932,9.221,6.178,11.697,9.412
"TAS2R33",6.565,6.91,6.244,9.216,10.682,6.261,8.428,6.466,10.081,10.242,9.797,6.01,7.654,7.165,5.372,7.796,8.816,7.909,9.862,8.148
"LOC127897285",8.902,8.353,10.638,11.02,8.694,8.918,9.838,7.661,7.027,8.143,6.943,7.273,7.294,7.964,9.865,5.572,8.375,8.109,7.707,7.139
"LOC127401654",9.022,6.554,7.702,8.083,11.34,7.737,7.503,9.192,9.49,6.773,4.208,8.328,8.499,8.474,6.551,7.716,8.526,8.826,11.256,6.192
"WFDC11",7.25,9.35,8.703,9.001,8.163,8.645,9.037,12.26,4.082,9.964,10.032,7.563,10.574,5.466,10.399,11.188,7.35,8.773,6.615,7.583
"COPS3",9.976,8.061,8.312,9.164,8.404,9.109,7.606,6.291,7.14,7.025,7.573,9.014,8.944,11.425,7.424,9.512,8.894,8.575,8.598,10.456
"LOC127883477",7.479,8.794,9.342,5.428,10.155,10.322,7.116,8.161,8.574,7.199,7.057,10.14,8.906,6.598,7.894,8.024,9.924,8.05,5.707,5.571
"LOC123477798",10.969,8.552,8.525,6.82,6.584,8.006,9.684,6.851,9.455,8.223,8.294,11.592,7.138,10.212,8.913,6.638,3.908,8.841,7.947,9.662
"LOC130004650",5.427,9.094,7.242,7.477,7.112,8.972,6.498,9.889,8.436,8.709,10.73,8.666,8.173,8.019,6.776,9.177,9.223,7.061,5.848,4.87
"LOC129932167",6.759,7.269,8.619,8.573,8.91,8.69,9.72,7.685,8.395,10.807,8.306,9.81,7.786,6.826,8.46,7.479,10.255,7.459,5.799,5.386
"LOC127888346",8.832,4.26,9.819,7.999,8.717,7.906,7.167,9.186,5.917,6.811,11.101,7.482,8.028,7.696,8.481,7.523,10.674,7.019,6.614,6.537
"PHB2P1",9.145,7.963,7.447,7.082,10.351,8.879,6.049,8.081,6.615,6.347,8.756,9.161,8.646,7.007,8.886,9.308,9.648,4.711,6.03,7.014
"LOC127827080",8.539,5.68,3.36,9.574,8.434,7.962,8.521,7.293,8.125,9.099,10.411,9.229,8.641,8.956,10.992,11.092,8.517,5.947,12.138,9.4
"LOC130061313",8.99,9.122,10.815,5.62,8.407,6.875,8.939,8.432,7.654,10.497,11.493,8.47,10.216,11.524,8.46,9.602,8.867,12.484,10.219,12.325
"RNU6-835P",9.335,8.023,8.59,8.286,7.866,8.019,6.949,9.01,9.412,6.2,5.534,9.618,10.277,10.136,5.559,6.916,9.407,6.779,6.555,7.44
"LOC130057214",5.329,8.896,7.469,9.972,8.468,8.991,11.148,11.634,5.367,10.305,7.006,4.765,8.016,8.066,7.164,10.25,9.179,8.964,9.638,8.513
"LOC127889548",10.874,11.566,10.204,6.945,8.282,7.281,7.737,7.662,6.214,7.116,11.283,11.658,9.687,10.069,7.73,8.017,11.907,7.894,10.042,13.963
"LOC124908853",7.15,10.287,5.871,9.619,9.138,9.855,4.165,7.816,6.324,7.616,8.195,9.553,8.136,8.905,9.191,8.21,10.401,10.965,7.652,7.625
"LOC129999305",8.965,12.024,9.238,10.045,5.925,10.175,8.348,8.032,10.829,9.769,9.214,8.52,7.63,6.759,6.917,7.995,3.157,7.946,5.57,5.925
"LOC124905168",7.268,7.614,9.754,7.11,7.83,7.439,9.482,6.106,11.987,10.88,5.74,7.485,6.166,9.5,7.248,4.997,9.904,8.978,4.222,7.49
"LOC105375433",9.494,9.085,8.584,8.685,9.51,7.774,8.181,7.507,6.824,8.283,9.511,5.559,8.015,8.88,8.674,5.953,8.051,8.901,7.427,8.233
"LOC127396645",7.395,8.211,7.843,9.12,8.597,7.542,8.256,7.138,10.443,5.042,10.296,8.005,11.669,10.468,8.965,8.548,11.918,10.139,8.959,13.292
"FAM8A9P",7.85,8.623,6.862,5.675,8.891,8.511,10.379,10.195,6.315,9.031,8.639,8.825,7.475,9.898,6.133,9.257,8.62,11.04,6.639,7.815
"LOC127407933",9.237,6.374,8.814,8.142,10.858,8.755,6.618,9.76,9.528,7.489,10.588,6.947,8.249,9.944,4.32,6.95,7.481,8.873,4.969,8.142
"LOC123477747",11.455,9.006,8.863,7.945,9.78,6.829,7.847,7.822,8.981,5.872,9.141,8.043,3.624,11.007,6.121,8.262,7.358,8.7,6.212,9.489
"BMPR1B",7.406,8.412,8.982,7.211,6.183,8.615,7.808,5.193,4.273,9.673,5.412,8.872,8.878,9.485,7.78,6.137,9.063,5.577,7.882,9.409
"LOC124904560",9.413,6.793,10.216,6.612,12.785,7.471,8.803,8.746,6.61,7.13,8.366,5.699,6.403,8.318,7.262,9.245,4.996,6.219,7.374,9.493
