,Epithelial_prog00,Epithelial_prog01,Epithelial_prog02,Epithelial_prog03,Epithelial_prog04,Epithelial_prog05,Epithelial_prog06,Epithelial_prog07,Epithelial_prog08,Epithelial_prog09,Fibroblast_prog00,Fibroblast_prog01,Fibroblast_prog02,Fibroblast_prog03,Fibroblast_prog04,Fibroblast_prog05,Fibroblast_prog06,Fibroblast_prog07,Fibroblast_prog08,Fibroblast_prog09,Myeloid_prog00,Myeloid_prog01,Myeloid_prog02,Myeloid_prog03,Myeloid_prog04,Myeloid_prog05,Myeloid_prog06,Myeloid_prog07,Myeloid_prog08,Myeloid_prog09,Tcell_prog00,Tcell_prog01,Tcell_prog02,Tcell_prog03,Tcell_prog04,Tcell_prog05,Tcell_prog06,Tcell_prog07,Tcell_prog08,Tcell_prog09,NicheResp00,NicheResp01,NicheResp02,NicheResp03,NicheResp04,NicheResp05,NicheResp06,NicheResp07,NicheResp08,NicheResp09,NicheResp10,NicheResp11,NicheResp12,NicheResp13,NicheResp14,NicheResp15,NicheResp16,NicheResp17,NicheResp18,NicheResp19
SP0317,1,1,2,0,1,3,2,3,1,1,8,3,11,8,3,10,10,10,8,14,3,2,3,0,0,0,1,0,2,0,2,2,1,2,2,2,2,1,1,3,1,0,0,0,1,1,2,1,1,2,1,0,2,2,1,2,2,1,0,4
SP0318,1,1,0,1,2,0,0,1,2,0,0,0,3,1,1,2,1,0,3,1,0,4,1,0,1,0,2,0,2,1,9,9,8,11,11,13,13,9,6,13,2,1,2,0,1,4,4,1,1,2,1,3,4,3,3,0,1,0,2,0
SP0319,2,2,1,2,3,2,1,3,1,3,10,6,10,8,15,5,13,6,19,14,0,1,2,4,1,1,1,0,1,1,2,1,3,4,2,0,0,1,3,1,0,2,0,1,3,1,0,0,2,1,3,2,1,1,0,0,1,1,0,2
SP0320,0,3,1,2,2,1,0,2,0,1,8,9,6,12,12,14,5,7,10,11,5,0,1,4,1,0,0,5,0,2,1,0,3,1,2,1,1,1,3,1,0,3,2,1,0,1,2,4,0,0,1,3,1,2,2,0,1,0,2,0
SP0321,4,0,2,0,2,0,0,1,2,1,1,1,1,1,3,1,0,1,0,0,12,5,5,8,10,9,8,9,8,7,1,2,0,3,1,2,1,4,1,3,0,3,0,5,1,3,1,2,1,4,0,3,1,0,3,4,1,2,3,1
SP0322,1,1,1,1,2,3,1,5,0,0,9,7,10,11,11,4,6,7,11,11,0,0,0,2,1,0,2,0,0,4,0,1,1,0,2,1,6,1,2,1,3,2,1,1,3,2,1,0,2,2,0,3,1,1,0,3,3,1,2,0
SP0323,1,2,2,2,0,4,2,0,2,2,18,2,15,7,9,8,7,8,8,8,0,2,1,2,1,1,0,1,0,0,0,1,1,5,2,3,0,0,2,0,2,4,1,1,1,0,2,1,1,2,0,0,0,1,3,1,2,3,1,1
SP0324,2,2,0,0,2,0,1,1,4,1,7,3,5,11,5,17,12,6,6,20,2,3,0,4,0,0,0,1,1,4,6,3,0,0,2,2,1,3,0,1,1,7,2,2,1,1,2,3,1,1,1,1,2,2,2,1,2,0,4,1
SP0325,0,2,1,1,0,4,2,1,1,0,13,7,14,12,5,6,16,8,7,7,1,1,0,1,0,0,0,1,0,3,2,1,4,0,2,2,2,1,2,0,0,2,1,1,1,3,1,1,0,5,1,2,0,3,2,1,2,0,1,2
SP0326,1,1,2,4,3,0,1,2,0,3,1,1,2,2,0,0,1,1,3,0,9,12,13,14,9,10,8,11,10,10,2,0,2,2,0,2,2,5,1,1,1,1,1,3,1,2,3,3,3,2,5,5,2,1,2,3,0,1,1,0
SP0327,1,1,1,0,1,0,2,1,1,1,3,2,1,1,1,3,1,1,1,1,2,1,4,1,2,2,3,1,1,0,11,7,13,12,6,14,7,10,6,12,1,0,2,5,0,1,1,2,3,2,2,2,0,1,3,6,2,1,0,3
SP0328,2,3,1,0,0,4,3,0,2,2,0,2,0,1,1,3,0,3,0,2,1,4,0,0,1,1,4,2,0,1,16,5,8,3,9,7,6,27,8,11,3,0,0,1,1,0,0,2,2,0,1,1,2,3,3,2,2,4,3,2
SP0329,1,1,1,1,0,1,0,4,0,2,7,7,11,8,7,12,12,12,8,13,0,0,0,3,2,2,1,2,5,1,1,4,1,2,0,2,1,0,4,2,2,1,6,2,1,2,3,2,1,0,0,1,0,1,3,1,2,1,3,0
SP0330,8,11,12,6,14,8,14,7,8,5,1,2,1,1,0,3,2,0,1,1,2,3,0,1,1,1,0,0,3,2,2,0,0,2,0,2,4,0,7,0,0,3,2,2,4,1,1,2,0,3,3,2,2,4,2,0,2,4,0,3
SP0331,4,0,0,0,4,0,0,1,1,5,12,15,22,9,7,10,7,6,12,11,0,1,1,0,1,2,1,2,1,1,2,2,1,3,0,2,3,1,1,3,4,0,0,1,3,2,2,2,2,2,4,3,1,1,4,1,1,2,1,1
SP0332,1,3,2,1,0,0,2,1,2,0,1,0,2,2,0,1,1,1,0,2,8,5,14,10,7,12,8,13,13,17,0,2,3,1,0,1,4,1,0,2,0,0,0,1,1,1,3,4,2,3,2,2,0,0,1,2,0,0,0,1
SP0333,1,1,4,3,0,2,0,3,0,1,9,7,4,9,11,8,4,20,11,7,4,1,2,0,3,3,1,1,2,3,0,2,0,1,1,1,1,0,1,2,2,2,0,0,2,1,2,3,1,3,0,4,0,0,0,2,2,1,3,0
SP0334,0,2,0,3,0,4,4,2,1,0,1,3,1,2,0,0,1,2,0,2,0,1,1,0,0,0,0,1,0,2,18,7,14,8,8,8,8,7,19,4,4,4,3,2,2,0,0,0,1,1,3,2,2,1,2,0,2,1,2,1
SP0335,10,8,7,5,5,10,4,6,11,7,2,1,1,3,0,0,1,1,2,3,1,2,0,1,1,2,2,1,1,4,1,4,3,1,1,1,0,3,1,0,2,3,0,0,0,0,3,1,4,2,4,1,1,4,1,0,1,2,1,0
SP0336,2,2,1,0,1,1,0,1,0,1,1,2,1,2,3,0,0,1,1,2,0,1,1,3,2,1,3,2,0,0,9,7,9,11,5,9,15,10,9,8,1,1,1,2,1,2,2,0,3,1,2,3,3,4,2,3,6,1,0,1
SP0337,2,1,2,1,0,1,1,3,1,1,1,0,2,2,2,1,1,2,1,1,1,1,1,1,1,0,2,5,1,0,14,18,13,5,6,10,22,11,4,10,0,2,1,0,3,0,4,1,0,1,1,0,4,2,0,0,2,1,1,1
SP0338,6,16,11,11,8,10,9,4,3,9,4,0,1,1,3,0,0,2,0,1,0,2,1,0,2,2,1,2,2,1,1,2,0,0,0,0,2,1,3,2,5,2,3,2,1,1,0,3,3,2,0,3,0,2,3,2,0,2,4,1
SP0339,0,0,1,2,2,1,2,1,2,4,3,2,1,2,0,0,2,0,0,1,10,8,6,4,9,13,14,15,8,9,0,2,3,2,2,3,2,1,2,1,4,3,2,4,5,0,2,0,1,0,2,2,2,2,1,0,1,0,1,2
SP0340,3,1,2,4,5,1,3,2,0,2,2,1,1,2,4,1,1,2,2,4,6,7,8,10,9,8,9,10,7,14,2,0,0,0,1,1,2,2,1,1,1,2,3,1,2,0,0,2,2,2,0,0,2,0,1,4,2,2,1,4
SP0341,11,5,5,5,9,11,13,14,4,2,1,0,1,2,4,0,0,3,3,1,1,0,1,3,1,2,2,0,1,0,0,4,0,0,2,1,1,1,0,0,2,1,2,4,1,1,0,3,1,1,1,1,4,1,1,3,1,0,0,0
SP0342,2,2,1,3,0,4,2,1,0,4,2,1,1,0,2,0,0,1,1,1,14,9,9,5,21,8,12,11,9,15,1,3,0,1,1,3,0,2,4,0,1,1,1,1,0,1,1,1,3,2,2,2,0,3,3,2,3,1,2,1
SP0343,11,10,5,10,7,6,8,4,16,11,1,1,3,3,0,0,1,3,1,1,4,0,3,0,1,2,0,7,2,0,2,2,5,2,1,3,2,1,3,1,1,1,3,2,1,0,1,0,3,0,1,2,0,3,3,2,4,3,0,2
SP0344,2,1,3,2,2,1,4,2,3,0,0,2,2,2,2,0,1,0,3,2,5,2,0,1,1,2,2,0,1,0,10,6,13,10,12,5,6,20,9,12,2,1,0,1,0,2,0,4,0,3,0,4,0,3,5,0,0,2,1,2
SP0345,1,0,3,1,3,1,2,2,0,0,1,1,0,0,1,1,1,1,1,2,12,7,10,8,9,6,4,5,10,10,1,2,1,1,3,2,0,1,2,4,3,2,1,1,0,0,0,1,0,3,0,4,0,2,2,2,0,0,2,3
SP0346,0,0,1,2,2,2,1,2,2,2,0,4,3,1,2,0,1,0,2,0,11,8,16,5,10,15,7,9,9,6,0,2,1,1,0,3,0,1,1,2,1,1,2,1,2,1,1,0,0,3,1,1,1,1,0,1,4,1,1,6
SP0347,6,10,10,4,4,2,9,10,5,6,2,1,1,1,5,0,1,5,0,2,1,2,2,1,1,1,3,2,1,2,3,2,1,3,1,1,1,1,5,2,1,2,1,1,0,1,0,1,1,0,1,0,1,2,2,2,6,2,1,3
SP0348,13,8,12,8,9,8,5,15,8,7,0,2,1,1,3,1,0,2,1,1,0,4,2,2,0,3,4,1,1,1,1,1,2,1,0,2,0,1,0,1,1,1,0,3,0,3,2,0,1,1,1,2,1,4,0,3,1,2,5,1
SP0349,9,10,3,7,8,5,7,8,7,14,2,2,1,1,1,0,1,0,2,1,1,1,1,1,5,0,4,0,2,1,1,2,1,0,0,2,1,2,4,2,5,6,2,1,3,4,3,2,3,1,1,0,2,2,1,0,0,2,2,1
SP0350,2,1,0,0,2,3,2,1,2,3,5,11,7,7,8,13,14,8,7,13,0,4,1,1,1,0,2,1,0,2,0,0,4,1,2,1,4,0,2,2,1,3,1,2,2,1,3,1,0,0,0,1,2,0,1,2,2,2,0,0
SP0351,10,7,13,10,6,14,9,6,5,12,2,0,2,0,1,1,0,1,2,1,1,1,1,2,2,1,0,1,1,1,1,0,0,1,1,2,2,1,1,4,3,4,2,3,2,3,1,0,5,1,1,4,4,1,2,0,1,3,0,4
SP0352,0,1,1,1,1,1,3,3,0,0,1,1,2,0,0,0,1,4,2,2,0,2,0,2,1,4,3,1,1,2,8,7,12,16,7,6,9,11,9,8,3,2,2,2,1,1,1,3,1,1,2,0,0,1,0,2,1,2,0,2
SP0353,1,5,2,3,1,0,2,0,0,1,1,1,2,1,0,1,3,3,2,3,1,0,0,1,0,1,2,1,0,1,5,6,10,4,11,11,5,7,12,15,0,2,0,3,3,0,1,0,0,2,0,1,2,3,5,4,3,1,2,0
SP0354,8,9,11,8,5,11,9,2,14,5,1,1,1,1,1,2,2,0,0,0,1,1,3,1,2,1,3,0,1,3,0,1,1,0,2,1,1,3,0,0,1,0,1,0,0,4,2,1,1,2,2,3,2,0,4,4,1,0,2,1
SP0355,2,3,1,0,1,1,2,3,1,1,10,7,8,9,10,5,6,6,8,7,0,2,1,1,1,0,2,2,1,1,2,2,1,0,2,3,0,1,6,3,3,2,3,2,1,1,1,0,3,1,3,1,0,1,0,0,2,2,3,1
SP0356,2,1,0,1,1,2,0,3,2,0,6,3,0,0,0,0,2,0,1,2,12,14,9,12,8,3,4,13,9,15,2,1,2,0,1,1,0,1,1,0,1,1,0,0,2,2,2,2,1,1,1,0,1,1,1,3,0,1,0,0
SP0357,2,1,1,2,2,1,5,1,1,1,0,2,0,2,0,1,2,2,1,1,0,1,0,0,3,0,2,0,2,1,14,8,4,9,5,11,8,9,2,7,0,1,0,2,0,1,2,2,0,1,1,2,3,1,1,1,3,1,2,0
SP0358,12,12,8,10,15,8,7,12,11,9,1,3,0,0,1,1,1,0,0,3,0,0,1,3,1,2,0,1,3,0,2,1,3,0,0,1,3,0,1,2,0,2,2,2,3,1,1,0,0,1,3,0,1,2,2,3,0,3,2,1
SP0359,7,11,7,13,8,10,10,13,10,6,0,0,1,4,3,1,0,0,2,2,2,4,3,0,0,1,2,1,1,0,2,1,1,2,2,1,0,0,0,3,2,0,2,2,0,0,1,0,1,0,2,1,2,2,5,3,2,2,2,0
SP0360,2,1,0,3,2,0,1,2,1,1,2,3,0,3,1,0,1,0,0,2,1,3,0,1,3,0,0,2,1,1,14,17,10,8,16,6,14,11,10,8,0,0,2,0,1,1,1,1,1,2,2,1,0,1,3,0,2,2,3,1
SP0361,9,8,9,15,5,6,15,6,8,10,0,0,5,1,1,2,3,0,1,1,1,0,2,2,1,1,0,3,3,1,2,1,1,2,4,2,1,2,0,2,4,1,1,3,2,3,0,0,3,5,0,1,1,0,0,2,3,2,0,1
SP0362,0,0,1,0,1,1,4,0,3,2,1,1,2,3,1,4,2,1,2,0,1,1,3,0,5,1,1,1,3,1,9,11,5,8,8,13,9,6,8,9,1,1,0,0,2,2,1,2,3,1,2,2,2,2,0,3,2,0,2,1
SP0363,10,11,6,8,1,10,18,4,9,8,1,1,1,2,0,0,1,0,2,0,3,0,0,1,2,1,1,1,2,3,0,2,3,0,1,1,1,1,6,2,2,0,1,0,2,1,2,2,4,3,2,1,3,3,1,0,5,1,1,1
SP0364,0,1,1,1,1,2,2,0,1,3,1,1,1,0,1,1,1,2,1,0,3,2,0,2,1,1,2,2,0,2,7,10,5,14,11,11,16,6,10,9,1,6,0,0,0,0,2,2,1,0,1,1,1,2,0,3,2,1,1,0
SP0365,1,1,1,2,0,1,1,2,0,2,7,13,14,15,9,8,5,6,11,10,1,3,1,4,1,1,3,1,0,1,1,1,2,0,1,0,0,1,2,0,2,0,0,0,3,2,0,1,1,1,1,1,2,1,3,1,2,3,0,1
SP0366,4,2,0,0,3,1,1,2,0,4,10,9,12,8,6,8,12,1,8,9,0,1,0,3,1,1,0,2,3,1,1,0,2,4,2,1,0,0,4,3,5,3,2,1,4,3,1,0,1,2,0,2,0,2,0,0,1,1,0,2
SP0367,0,2,2,2,0,2,0,0,3,3,2,1,0,3,0,1,0,0,2,1,6,4,9,15,6,9,10,7,5,9,1,2,1,0,0,1,0,1,1,0,2,0,3,0,0,2,2,2,3,1,1,3,1,3,0,1,3,1,2,1
SP0368,1,3,2,0,1,2,2,1,1,2,3,0,0,1,1,2,2,1,4,2,2,0,2,1,1,0,2,3,3,0,10,12,8,8,5,4,5,7,3,6,3,1,2,2,5,3,1,2,1,2,4,1,2,1,0,2,3,1,3,2
SP0369,1,1,0,1,2,2,0,1,2,4,10,10,3,13,18,12,15,13,7,2,1,0,1,1,2,1,0,0,0,1,0,1,1,1,2,2,2,4,1,0,1,2,3,2,2,2,3,1,0,2,1,1,2,1,1,2,1,3,3,0
SP0370,8,15,11,10,6,8,11,7,6,11,1,3,1,1,3,0,2,4,0,2,0,4,1,1,2,1,1,1,0,3,2,1,2,2,2,1,0,1,1,1,0,0,1,4,2,1,2,3,2,4,1,2,1,0,5,4,1,4,2,1
SP0371,3,1,1,0,1,1,4,2,2,1,15,5,11,9,11,13,9,12,9,9,0,1,2,3,2,1,0,4,0,0,1,3,0,0,4,0,1,1,1,1,1,2,1,3,1,0,0,3,2,1,1,2,3,2,1,2,0,2,0,0
SP0372,3,4,0,2,2,0,3,3,1,1,10,11,12,5,13,5,6,13,8,8,3,1,0,6,0,3,1,1,1,0,4,1,1,0,4,1,2,2,0,1,1,1,0,1,0,1,4,2,2,1,1,0,2,4,3,2,3,1,4,1
SP0373,0,0,1,0,3,0,0,1,3,0,0,2,2,1,4,1,1,0,2,1,1,3,1,2,0,2,0,3,1,1,7,11,6,10,16,9,14,11,14,10,1,2,0,1,0,0,1,0,3,1,0,1,4,3,4,0,2,2,2,0
SP0374,0,3,1,5,2,2,1,2,1,2,2,4,1,0,2,2,0,2,0,0,2,2,2,1,1,0,0,1,0,4,14,10,14,11,10,9,4,8,6,11,1,2,4,0,3,0,1,1,2,1,2,2,4,0,3,3,5,3,2,1
SP0375,0,1,3,1,1,1,3,1,2,0,0,2,3,0,3,1,0,1,1,3,0,1,4,3,1,2,2,0,2,0,6,10,15,8,9,12,9,12,11,12,2,1,3,1,1,3,1,2,0,1,2,3,2,3,5,2,0,1,1,3
SP0376,12,13,8,5,7,13,7,10,5,12,1,3,0,2,0,1,0,2,1,1,1,1,2,3,1,4,2,0,0,1,1,2,3,3,2,1,1,1,2,1,3,0,0,2,0,0,0,2,0,0,0,2,0,1,2,2,1,4,1,2
SP0377,0,0,0,0,1,2,1,3,0,2,1,1,1,0,5,1,3,5,2,1,1,0,3,2,2,2,3,0,1,0,6,7,11,6,11,9,11,16,6,17,1,1,3,1,3,1,2,3,1,2,3,0,4,1,1,2,2,4,3,0
SP0378,1,0,3,2,1,1,1,0,1,0,1,1,2,0,1,2,1,2,1,0,2,0,3,1,2,1,0,1,1,1,8,17,8,11,6,6,5,9,5,8,0,3,0,1,3,2,0,2,1,2,2,1,2,1,2,4,3,0,1,0
SP0379,2,1,1,4,1,0,0,1,0,3,8,9,7,6,10,11,11,6,17,9,1,3,0,0,0,2,1,3,0,0,0,0,1,4,2,1,2,1,1,2,0,1,0,0,1,1,2,1,3,2,4,2,1,4,1,2,2,0,2,1
SP0380,0,1,0,1,1,0,1,1,3,2,5,2,1,1,1,1,0,2,0,1,1,0,2,0,4,2,0,1,2,1,8,7,7,4,10,5,13,9,10,5,1,2,0,2,2,2,2,0,2,3,1,1,0,1,1,2,1,6,0,0
SP0381,1,4,0,1,3,1,2,2,3,4,10,12,10,7,13,2,8,16,13,3,1,0,0,0,1,2,1,2,4,0,0,2,0,2,2,3,0,1,1,2,0,3,0,1,3,1,2,1,1,2,2,1,3,3,3,1,3,2,0,0
SP0382,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,3,15,5,8,5,12,10,12,8,9,5,1,1,0,2,0,0,2,1,3,0,1,3,0,1,3,1,4,1,4,1,5,1,0,2,2,2,2,1,3,2
SP0383,0,1,4,2,1,0,0,3,1,1,5,12,5,8,9,10,11,1,6,10,4,3,2,1,3,3,1,1,0,1,0,1,0,4,2,1,1,1,0,1,2,1,2,0,1,2,0,1,1,0,1,2,0,0,0,1,4,0,0,0
SP0384,1,1,2,4,1,5,0,4,0,2,12,6,5,5,14,12,3,13,6,5,3,1,4,2,0,1,2,2,2,4,1,2,2,0,3,2,0,4,2,1,4,2,2,2,2,0,0,2,1,2,1,1,1,0,4,1,2,0,1,1
SP0385,1,1,0,2,0,2,2,0,4,1,0,1,2,3,3,2,2,0,1,1,7,5,5,5,7,10,8,8,6,9,0,1,2,1,1,2,1,2,0,2,0,2,2,3,1,0,0,0,3,1,2,1,3,1,3,1,2,2,1,0
SP0386,1,1,1,1,1,0,0,1,4,3,0,1,1,1,1,0,2,1,1,4,1,1,1,0,0,0,3,2,3,2,13,7,6,9,10,14,9,7,13,12,3,2,0,1,0,2,0,2,0,0,2,1,1,2,1,1,2,1,1,0
SP0387,0,0,0,1,3,0,3,0,1,2,2,0,0,1,2,1,1,4,1,2,0,1,1,1,2,3,0,0,3,1,8,8,4,5,7,17,10,9,4,11,2,2,2,0,1,1,0,2,1,1,2,0,5,1,0,1,2,1,2,0
SP0388,1,0,2,4,2,1,1,2,0,2,1,0,2,1,1,2,1,1,3,4,0,1,2,1,1,0,1,2,1,1,6,8,9,10,7,11,10,9,9,8,5,2,1,3,2,1,1,2,0,4,1,1,0,2,2,3,1,3,1,2
SP0389,0,2,2,0,1,1,1,1,0,1,0,1,1,3,1,4,3,2,3,1,10,6,8,8,6,8,17,6,12,10,3,0,3,2,1,0,1,1,4,3,2,2,3,0,1,0,0,5,1,1,0,3,1,2,5,1,2,0,2,2
SP0390,2,0,1,1,1,0,1,1,0,1,12,14,7,12,6,6,9,7,11,7,2,0,3,1,1,0,0,1,0,1,2,1,1,2,0,2,1,1,0,2,2,1,1,0,1,2,0,2,1,2,0,2,1,2,0,2,0,0,1,0
SP0391,5,0,1,2,0,2,1,1,3,3,2,0,3,0,0,1,1,2,1,2,2,0,0,1,0,4,2,2,1,3,11,11,10,4,14,16,7,12,4,5,1,1,1,2,2,1,2,2,2,2,4,2,0,0,1,0,0,0,0,3
SP0392,0,0,3,0,3,2,0,3,1,0,12,12,15,6,5,4,7,11,4,15,1,0,1,1,0,2,4,1,3,1,1,1,1,0,0,4,0,2,2,1,1,0,1,1,3,0,0,3,2,2,1,4,3,0,1,0,1,3,3,3
SP0393,9,8,9,2,10,11,10,8,3,8,2,1,1,0,0,2,1,1,1,2,0,1,2,0,2,1,0,4,2,0,3,1,1,0,0,1,2,1,1,2,5,2,0,0,2,3,3,0,1,4,2,4,1,2,2,1,0,3,0,1
SP0394,1,2,1,3,1,1,2,3,0,1,14,7,10,7,7,11,12,3,9,7,0,0,3,1,1,3,1,0,1,0,3,0,3,1,2,3,0,0,2,1,3,3,3,1,3,1,4,0,2,2,3,0,0,4,0,0,1,0,1,0
SP0395,1,0,2,1,2,4,4,1,2,2,3,1,0,1,3,1,0,1,2,1,1,2,0,2,1,0,2,3,2,2,10,7,10,13,12,2,15,6,7,6,2,1,0,1,1,1,1,2,0,1,0,1,0,0,2,4,1,3,2,3
SP0396,2,0,1,1,1,2,0,0,1,0,0,1,1,1,2,2,3,1,1,3,1,0,5,3,1,2,0,0,0,0,9,6,10,11,14,12,13,11,8,5,1,0,0,2,2,1,0,0,0,1,1,5,1,1,2,3,1,6,1,0
SP0397,0,1,0,1,3,0,1,1,0,0,0,2,0,2,0,0,2,2,1,1,1,1,0,1,3,2,0,1,2,2,9,11,13,8,5,11,6,13,6,6,0,0,2,1,1,2,2,1,0,1,2,1,0,1,2,1,2,0,2,1
SP0398,0,2,0,3,1,0,1,0,1,2,11,8,8,10,10,9,7,8,5,19,1,0,3,5,2,0,0,0,1,2,1,1,1,2,1,2,4,1,2,2,0,3,2,2,4,1,1,0,2,0,1,1,1,0,3,0,1,1,1,1
SP0399,0,0,0,0,2,1,1,2,2,1,1,3,0,2,1,0,0,0,2,0,9,10,10,9,14,12,11,11,12,5,0,0,4,0,1,2,2,2,1,0,0,0,0,0,1,3,0,0,1,0,2,0,0,4,1,0,0,0,3,1
SP0400,7,9,3,7,8,9,8,12,10,15,2,0,1,3,0,1,1,0,2,3,1,2,1,0,1,3,1,2,2,2,3,1,2,1,0,0,3,0,0,2,1,1,2,4,0,2,1,2,0,0,2,1,1,1,0,2,1,1,0,1
SP0401,6,2,3,0,0,0,1,2,1,1,0,2,2,3,0,0,1,1,1,1,11,10,10,7,7,6,9,9,14,8,1,0,2,1,0,0,2,0,3,4,0,1,0,1,1,2,2,1,0,2,1,2,0,2,3,1,2,2,2,3
SP0402,0,0,1,2,1,1,2,2,2,3,1,4,0,1,0,0,2,1,2,3,1,1,2,2,0,0,1,4,0,0,9,11,6,4,13,9,2,10,4,12,2,1,5,3,1,1,1,3,2,1,1,0,0,1,2,1,2,1,0,4
SP0403,0,2,3,1,0,2,0,2,2,2,4,2,1,0,0,6,5,1,1,0,3,0,1,2,2,0,0,1,1,0,7,6,15,8,5,16,7,10,5,15,1,0,3,3,1,1,2,1,1,2,2,1,1,3,1,2,4,1,0,1
SP0404,9,5,8,6,10,15,3,8,10,13,1,2,0,0,0,2,0,1,4,1,1,3,1,3,0,1,1,3,2,1,1,0,0,1,3,5,1,1,1,2,2,0,2,0,4,2,4,0,0,3,1,3,2,2,0,2,1,1,0,1
SP0405,5,5,7,12,9,13,3,6,5,11,0,0,1,2,4,0,0,1,1,5,0,0,2,0,2,0,5,2,2,2,1,1,3,2,1,0,1,0,1,6,3,1,0,1,1,2,3,1,2,1,2,2,2,1,2,3,1,1,3,2
SP0406,2,2,1,3,1,1,1,2,2,2,2,1,0,2,2,3,2,3,2,1,10,8,11,11,11,7,3,8,7,13,1,2,1,3,2,1,3,4,1,1,4,2,0,1,1,2,1,1,3,1,1,1,3,4,0,2,0,2,2,1
SP0407,8,8,9,9,12,16,8,8,4,11,4,0,2,0,0,0,2,0,0,2,2,0,1,2,0,0,0,4,1,5,1,0,1,1,2,0,2,3,6,1,0,0,4,0,4,2,4,0,1,2,1,2,1,1,1,3,2,0,1,1
SP0408,8,10,10,14,9,1,9,7,6,9,1,1,1,2,3,2,5,4,1,1,1,0,0,3,1,3,0,2,0,0,3,3,4,2,1,2,5,1,1,2,1,4,5,1,1,1,2,2,1,1,1,1,0,1,1,1,1,3,4,2
SP0409,11,16,9,6,12,8,10,3,8,15,2,1,0,2,1,0,0,4,1,2,0,0,1,2,1,1,0,0,3,3,1,2,2,1,2,1,0,1,0,4,0,2,4,1,1,0,0,4,2,1,2,4,2,0,1,0,2,2,3,0
SP0410,1,2,1,2,1,1,3,4,1,2,0,1,0,2,2,0,2,1,3,4,17,6,16,10,9,8,6,8,8,5,1,1,1,1,1,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,2,0,2,1,1,0,2,5,2,1
SP0411,6,9,6,12,18,5,13,13,18,4,5,2,1,3,2,2,2,2,1,1,2,2,0,0,3,1,1,2,1,3,0,2,2,4,2,2,3,2,1,0,0,2,1,0,1,1,2,0,2,0,3,2,2,3,3,0,2,2,1,1
SP0412,0,0,3,0,1,3,0,1,3,3,15,4,12,7,12,7,9,3,9,6,3,0,1,1,2,8,1,1,1,1,2,2,2,1,2,2,0,1,2,1,6,3,2,2,4,2,2,4,3,2,1,0,2,1,1,0,1,0,1,1
SP0413,13,11,6,4,13,13,5,12,7,11,1,0,2,2,1,1,2,0,0,1,0,3,1,0,4,3,1,3,1,2,0,2,1,2,2,1,1,1,1,0,3,2,2,0,4,5,1,0,1,1,1,1,2,0,0,0,0,1,0,0
SP0414,1,3,4,2,1,0,0,0,1,0,0,3,2,4,1,1,2,1,2,0,2,2,3,1,1,2,1,3,1,0,8,12,13,11,6,9,6,14,3,11,1,1,1,1,2,0,0,1,1,0,2,3,4,2,0,1,2,1,3,2
SP0415,2,4,0,5,3,0,2,1,1,2,1,1,1,2,0,0,1,1,1,1,14,6,15,19,11,11,4,10,9,5,1,2,0,2,3,1,1,1,0,1,0,3,1,3,1,2,2,3,2,0,1,3,0,1,1,1,2,3,1,4
SP0416,7,10,8,6,11,21,6,8,9,5,1,1,1,2,2,1,1,1,0,4,1,0,0,3,1,1,1,0,0,0,0,1,0,2,1,1,2,2,1,2,0,0,1,2,1,2,3,0,4,0,2,3,1,2,1,2,2,2,1,1
SP0417,1,2,0,2,2,1,2,3,2,0,3,0,1,0,4,0,0,3,1,2,5,11,3,16,8,11,9,6,11,7,1,0,1,1,1,2,0,0,0,3,1,1,4,2,0,4,0,2,1,0,1,3,1,2,6,1,3,0,1,1
SP0418,1,1,0,1,2,2,4,0,0,0,1,0,0,2,3,1,3,1,1,0,9,5,5,6,5,9,9,12,3,14,0,1,2,0,0,1,0,5,0,1,0,0,3,1,0,0,3,1,0,3,3,1,2,1,0,1,1,1,1,0
SP0419,2,2,0,1,2,1,0,2,2,2,1,0,2,1,4,2,2,1,1,0,10,15,8,12,9,5,20,12,5,12,1,2,1,1,1,4,1,2,0,5,1,1,3,0,4,2,0,0,0,0,1,4,2,3,4,3,3,2,0,2
SP0420,1,3,0,1,0,2,0,1,2,1,2,1,3,2,0,2,2,0,0,1,1,0,0,1,0,3,0,1,2,6,9,11,6,11,12,15,7,11,4,19,1,6,4,1,1,2,2,4,1,3,0,0,0,1,2,2,4,2,4,1
SP0421,0,3,2,3,0,1,1,0,1,2,2,0,3,2,2,0,5,0,1,2,1,1,3,4,4,0,0,1,3,1,17,5,4,12,5,10,8,11,13,7,2,0,1,2,2,0,5,0,8,1,2,1,2,1,1,2,4,2,2,0
SP0422,2,1,2,0,0,1,0,0,1,1,1,3,2,1,2,1,1,0,1,2,6,8,10,8,9,4,9,14,14,9,0,1,3,0,3,0,0,1,0,0,2,2,4,2,0,0,0,0,1,2,0,2,1,0,2,2,1,1,3,2
SP0423,2,3,1,0,2,0,0,3,0,0,7,15,8,17,14,10,16,6,16,7,2,2,3,1,1,1,2,0,1,1,1,1,1,1,1,0,2,2,2,1,3,2,1,2,2,1,0,2,1,1,2,0,2,1,0,1,1,2,2,0
