,Epithelial_prog00,Epithelial_prog01,Epithelial_prog02,Epithelial_prog03,Epithelial_prog04,Epithelial_prog05,Epithelial_prog06,Epithelial_prog07,Epithelial_prog08,Epithelial_prog09,Fibroblast_prog00,Fibroblast_prog01,Fibroblast_prog02,Fibroblast_prog03,Fibroblast_prog04,Fibroblast_prog05,Fibroblast_prog06,Fibroblast_prog07,Fibroblast_prog08,Fibroblast_prog09,Myeloid_prog00,Myeloid_prog01,Myeloid_prog02,Myeloid_prog03,Myeloid_prog04,Myeloid_prog05,Myeloid_prog06,Myeloid_prog07,Myeloid_prog08,Myeloid_prog09,Tcell_prog00,Tcell_prog01,Tcell_prog02,Tcell_prog03,Tcell_prog04,Tcell_prog05,Tcell_prog06,Tcell_prog07,Tcell_prog08,Tcell_prog09,NicheResp00,NicheResp01,NicheResp02,NicheResp03,NicheResp04,NicheResp05,NicheResp06,NicheResp07,NicheResp08,NicheResp09,NicheResp10,NicheResp11,NicheResp12,NicheResp13,NicheResp14,NicheResp15,NicheResp16,NicheResp17,NicheResp18,NicheResp19
RF0317,3,3,0,2,3,2,1,3,0,2,8,3,16,12,6,16,6,14,5,6,2,2,6,0,1,0,1,1,2,2,3,1,1,1,2,6,0,1,4,1,2,2,2,1,0,2,2,1,1,3,0,2,1,2,1,0,0,5,0,1
RF0318,5,13,7,12,10,9,15,8,13,8,2,1,1,0,0,4,0,2,4,3,0,0,1,3,1,1,0,0,2,2,0,1,1,1,4,2,0,3,1,2,3,2,4,2,3,1,1,3,1,0,0,2,1,1,0,0,0,3,1,0
RF0319,11,13,9,12,12,9,9,13,12,5,0,1,0,1,0,2,4,2,1,0,4,0,2,1,2,1,0,0,0,1,0,1,1,1,3,1,0,1,4,1,3,2,1,2,2,2,0,3,2,1,1,0,0,0,1,1,1,3,2,0
RF0320,0,0,1,0,1,0,2,6,0,3,8,12,15,13,12,8,11,12,13,5,2,1,2,1,0,2,3,3,3,0,0,2,0,0,3,0,2,3,5,0,0,0,0,1,2,2,0,0,0,0,2,1,1,1,2,1,0,1,5,0
RF0321,1,2,1,0,2,2,0,3,2,0,2,1,0,1,1,1,0,1,1,0,5,7,12,8,8,3,9,11,9,7,0,1,0,0,3,0,2,0,1,2,1,1,0,1,2,0,2,0,3,2,1,1,7,2,1,4,2,2,0,3
RF0322,7,11,6,10,16,8,6,9,11,11,2,1,3,2,1,1,3,0,0,4,2,1,0,2,0,2,3,1,2,2,0,1,1,0,1,3,0,1,1,2,5,0,2,1,1,0,2,1,2,1,4,1,1,6,1,0,0,3,0,2
RF0323,1,1,2,2,3,1,0,1,0,3,1,0,2,0,1,2,1,3,2,0,2,2,2,1,1,3,0,1,1,4,10,4,5,14,10,6,8,15,14,2,3,2,3,1,2,0,3,1,1,0,0,0,0,0,1,1,2,0,4,2
RF0324,1,2,2,1,4,2,0,1,3,3,3,1,3,3,0,1,1,0,1,2,0,0,4,1,4,2,2,1,3,4,4,13,10,6,14,7,14,7,7,12,3,0,0,1,2,0,1,2,1,3,0,2,2,0,1,0,0,1,1,0
RF0325,3,1,4,2,2,1,3,0,1,2,7,10,3,10,9,7,11,3,6,18,1,3,2,1,0,2,2,2,0,3,0,0,0,0,2,0,0,0,2,2,1,3,0,1,1,1,5,1,3,2,3,0,3,1,2,0,2,1,1,4
RF0326,3,2,0,2,4,2,3,0,0,3,6,11,10,11,5,9,7,12,12,4,2,2,1,2,1,0,1,0,0,1,1,3,2,2,1,0,0,0,1,2,0,1,0,1,1,3,0,1,2,0,2,0,0,3,3,2,2,1,1,0
RF0327,3,3,1,1,3,0,1,3,0,1,3,1,1,1,2,2,1,3,2,2,14,14,16,13,5,10,8,8,10,8,1,3,0,1,1,1,1,0,0,0,3,0,1,2,0,0,2,3,0,3,2,0,3,2,0,3,1,0,2,2
RF0328,3,3,2,3,1,0,0,0,3,1,2,0,3,1,0,1,0,1,1,4,2,3,0,3,2,1,1,2,4,2,4,14,11,8,6,6,9,12,6,13,3,0,1,1,1,0,0,0,3,3,2,1,1,1,1,2,0,4,0,1
RF0329,0,0,0,1,2,0,2,3,0,1,1,3,0,1,1,1,2,3,1,1,7,15,13,10,10,6,5,10,6,13,0,2,3,0,1,0,1,3,3,1,4,2,2,0,2,2,2,0,0,1,1,0,5,1,3,1,3,3,1,1
RF0330,2,2,3,1,0,0,0,1,1,0,0,2,0,1,0,4,2,2,2,3,5,8,8,12,9,12,8,14,12,8,1,2,2,0,2,1,1,2,3,0,1,1,0,0,4,0,1,5,1,0,0,3,2,2,2,1,1,3,1,0
RF0331,1,3,0,1,4,3,1,0,0,2,0,1,4,1,1,4,0,2,0,4,2,0,0,1,1,0,3,1,1,3,16,19,13,7,13,3,9,11,6,3,0,3,3,0,2,2,3,1,1,0,2,2,2,1,0,1,2,1,0,2
RF0332,0,0,1,2,0,4,0,1,0,3,6,2,1,2,0,0,0,0,1,4,1,0,0,2,0,0,2,8,0,2,14,8,10,12,14,4,6,13,5,9,2,2,1,1,1,2,0,2,2,1,2,1,5,0,0,0,0,0,0,1
RF0333,1,1,1,2,1,3,4,0,1,1,8,17,16,8,8,16,17,10,8,17,2,0,1,1,2,3,2,2,1,1,1,2,2,3,2,2,2,4,0,2,0,2,1,0,4,2,2,1,1,3,3,2,5,0,0,0,2,3,1,0
RF0334,4,0,4,4,2,2,1,0,3,2,2,1,3,4,1,1,2,1,3,4,8,10,11,7,10,12,17,4,5,9,0,2,0,2,2,1,1,1,5,1,1,3,5,2,1,3,2,1,1,2,2,2,2,1,0,2,1,3,3,3
RF0335,10,7,7,7,13,12,8,8,12,14,2,1,4,1,2,0,0,1,0,5,2,2,1,2,1,2,1,1,1,3,0,3,1,1,1,0,1,0,4,2,2,0,2,0,3,0,0,2,4,4,2,1,1,1,3,2,4,1,1,1
RF0336,1,2,4,2,1,0,1,0,2,1,5,3,3,1,1,5,2,0,2,0,1,0,1,0,2,2,3,2,1,0,2,7,12,10,13,6,7,13,6,14,2,3,1,1,1,1,0,3,4,0,3,2,0,1,1,0,0,0,0,0
RF0337,2,0,1,1,2,0,0,5,3,2,1,4,3,3,3,2,0,0,0,2,16,14,10,5,17,9,17,3,9,10,1,3,1,2,2,0,3,0,2,1,1,1,2,1,0,1,0,0,2,2,1,1,0,0,2,1,1,3,1,2
RF0338,2,2,2,0,0,2,1,3,5,1,2,0,0,2,1,0,3,1,0,5,0,1,1,2,2,0,4,0,0,1,8,7,12,4,7,6,11,10,11,9,2,0,0,1,1,2,2,5,2,1,5,1,1,2,0,3,2,0,1,0
RF0339,4,2,2,0,1,1,0,1,2,1,0,0,0,2,2,1,0,2,1,2,3,0,2,2,2,4,2,3,0,2,15,9,8,13,14,7,13,13,9,7,1,0,4,2,1,0,1,2,1,0,1,1,4,0,1,0,2,1,3,2
RF0340,12,10,6,9,16,4,9,5,7,7,1,2,1,3,1,0,3,0,1,1,2,2,0,1,2,0,1,3,2,1,0,3,0,0,0,0,1,2,1,1,2,1,3,1,0,0,2,0,1,2,2,0,1,1,1,1,0,2,1,1
RF0341,3,2,0,1,0,1,1,1,2,0,17,13,11,11,6,12,10,9,12,9,1,2,1,0,3,2,1,2,1,3,2,3,2,2,2,2,1,1,2,2,0,2,1,1,3,2,0,0,4,3,0,2,1,1,3,4,0,2,4,0
RF0342,4,1,2,1,2,2,2,1,2,2,0,1,0,2,1,2,4,3,1,4,12,13,5,4,10,8,10,20,8,17,1,0,0,1,0,4,0,0,2,1,2,1,3,1,3,0,0,1,4,2,1,1,2,2,1,4,2,0,2,0
RF0343,3,3,1,1,2,5,1,1,0,1,2,0,1,0,1,0,0,1,2,3,12,10,11,14,11,7,15,8,8,9,3,1,2,2,0,0,4,1,1,3,0,4,2,2,1,2,1,0,0,1,2,0,2,2,2,0,0,1,2,2
RF0344,3,0,2,1,1,2,1,1,5,2,5,0,0,2,3,2,2,4,1,0,2,0,0,1,0,2,2,0,1,1,12,12,21,11,15,10,7,9,16,9,3,1,2,3,3,1,2,2,1,0,0,1,0,0,2,3,4,2,1,0
RF0345,20,8,6,8,9,8,14,5,8,11,5,0,1,0,1,1,3,1,4,3,1,2,5,2,3,0,2,1,1,1,0,2,2,2,4,4,1,1,0,1,3,1,2,3,3,0,4,7,1,1,1,1,0,2,0,1,1,2,0,2
RF0346,2,1,2,3,2,2,3,1,1,1,3,0,0,2,1,1,2,3,0,2,11,12,13,9,11,10,7,9,12,12,0,0,2,1,2,2,0,0,2,1,2,0,2,1,1,0,1,0,2,0,4,0,1,1,0,2,2,1,2,0
RF0347,22,22,11,9,2,7,9,19,11,8,3,1,1,1,0,1,0,1,0,0,2,3,3,1,0,1,0,5,1,0,2,3,3,0,1,1,2,3,3,2,3,2,2,0,4,1,4,1,3,0,1,0,2,0,2,0,0,4,0,1
RF0348,4,1,0,2,1,1,0,3,1,1,15,5,6,9,5,13,12,9,9,10,2,1,3,0,0,0,2,3,1,1,3,2,1,1,4,2,0,1,5,5,5,1,0,0,0,1,2,1,2,0,0,2,2,2,3,1,1,0,1,5
RF0349,9,10,6,9,2,5,10,14,12,6,1,0,1,2,2,1,0,0,0,0,0,1,6,2,1,2,0,4,0,1,2,1,1,3,1,3,0,2,2,3,0,1,0,1,3,4,0,3,0,2,1,1,1,4,0,0,0,1,1,2
RF0350,4,0,1,3,4,1,1,1,2,0,2,0,1,1,0,3,2,1,1,0,4,8,8,14,5,6,13,10,7,15,1,2,2,0,4,1,3,3,1,0,2,2,1,1,1,3,2,0,0,1,2,1,1,1,3,3,1,2,0,1
RF0351,22,6,7,15,14,14,5,8,10,6,4,2,2,2,1,0,2,4,1,1,2,1,2,1,2,2,1,1,3,0,2,1,3,0,1,1,2,3,3,2,2,0,1,1,2,2,1,1,3,1,0,0,1,1,1,3,2,0,0,3
RF0352,3,0,3,2,3,3,0,7,4,0,1,2,1,2,1,2,2,3,3,1,1,4,2,1,1,1,2,1,1,0,8,14,4,14,25,7,10,8,6,10,3,0,0,0,1,0,0,2,2,4,1,1,3,1,2,1,3,0,1,2
RF0353,10,11,3,8,7,10,12,8,8,13,0,1,2,3,0,1,1,5,1,2,0,2,0,0,0,2,0,0,1,2,2,4,2,0,2,3,2,1,2,0,1,0,0,1,3,3,2,2,4,1,0,3,2,1,0,2,2,6,0,1
RF0354,3,1,1,1,0,2,1,0,2,2,2,0,2,1,1,1,1,0,2,2,1,4,0,2,5,2,2,0,2,1,9,6,12,8,10,7,9,8,13,8,0,1,1,1,3,0,0,1,0,1,1,0,1,0,0,1,2,5,3,3
RF0355,2,0,1,0,3,6,2,2,3,1,3,2,1,0,0,0,1,0,1,4,7,8,9,7,21,4,16,15,15,13,1,2,0,0,0,0,1,0,1,1,2,0,3,0,2,2,3,2,1,1,2,1,4,0,0,1,1,1,1,2
RF0356,14,19,7,3,20,26,9,17,7,11,1,0,0,1,1,2,0,2,3,0,1,2,3,2,2,3,1,4,5,2,0,3,4,2,3,1,1,0,0,5,1,1,1,2,0,2,3,1,1,2,0,1,2,3,2,1,0,2,1,2
RF0357,3,2,0,1,2,4,0,3,0,2,1,0,1,5,0,6,0,1,2,0,9,3,5,3,6,10,18,13,5,16,3,1,2,1,0,0,2,1,1,1,4,2,0,3,1,2,1,1,2,3,3,1,0,0,1,0,0,1,1,1
RF0358,1,2,1,1,2,1,4,0,1,1,8,11,8,13,19,8,16,10,15,15,1,2,4,1,1,1,4,0,0,0,0,1,3,1,1,1,0,3,0,0,2,2,1,4,1,1,0,1,3,3,1,2,0,2,1,0,3,1,0,2
RF0359,4,2,2,1,1,5,1,1,2,0,3,2,2,2,1,3,3,2,2,1,13,7,13,5,5,4,12,11,10,6,2,2,2,2,1,2,2,0,1,2,1,4,2,0,1,1,1,0,4,3,1,3,2,3,1,1,1,2,2,2
RF0360,2,2,1,0,2,3,1,4,2,0,1,1,0,3,0,0,4,1,2,1,7,15,19,14,16,15,8,8,8,10,2,1,1,1,1,3,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,3,2,0,3,2,1,2,1,4
RF0361,3,2,3,2,1,2,1,3,2,3,1,1,0,2,0,0,1,0,2,4,0,2,1,0,0,0,2,1,0,1,7,8,5,9,12,6,15,9,14,12,0,1,1,2,3,0,0,0,0,1,2,1,2,2,1,0,1,1,1,2
RF0362,14,12,1,16,13,8,14,9,8,16,5,2,2,0,1,2,0,0,1,2,1,1,0,1,3,1,3,2,3,1,0,0,3,5,0,0,0,2,0,0,2,3,1,1,1,0,2,2,0,0,1,3,2,2,0,1,1,3,3,2
RF0363,9,8,9,9,13,6,8,7,8,2,1,3,1,2,2,1,2,2,0,5,0,0,2,1,1,2,1,1,3,1,0,1,1,2,1,1,0,3,0,2,1,1,1,2,2,1,0,3,1,2,0,4,1,0,1,2,0,2,0,3
RF0364,8,3,8,13,17,6,8,8,5,8,2,3,2,1,2,3,0,2,1,1,2,1,1,1,3,1,1,0,3,1,1,3,1,1,4,0,2,0,1,1,2,2,0,3,2,1,1,0,4,1,0,1,4,2,0,1,2,0,0,1
RF0365,2,4,1,0,2,0,2,3,1,0,12,7,10,16,6,16,6,13,19,5,1,1,1,1,1,0,2,2,0,0,0,2,1,0,1,2,1,2,2,2,2,2,2,2,2,3,4,2,1,3,1,1,2,1,1,0,0,0,0,2
RF0366,1,0,2,2,3,1,1,2,1,4,3,14,9,6,12,10,11,10,7,9,2,3,2,1,2,0,1,0,1,0,1,0,0,0,4,2,1,1,2,0,0,0,2,4,1,0,1,3,1,0,1,2,1,1,1,1,0,2,3,2
RF0367,0,4,0,3,1,2,0,2,1,0,1,0,3,4,1,0,2,2,1,2,25,2,19,10,18,5,8,19,6,8,0,1,0,0,0,0,3,0,1,2,1,2,0,3,1,1,1,2,5,2,2,3,1,1,1,2,2,0,0,6
RF0368,11,12,8,8,13,13,15,8,16,8,2,1,3,2,1,0,1,1,0,0,1,2,2,1,0,0,1,0,2,1,1,2,1,1,1,2,1,1,0,6,1,4,1,1,2,1,0,1,2,1,3,2,2,2,0,0,1,0,0,1
RF0369,17,5,11,5,16,10,10,12,11,9,3,1,4,3,4,0,3,3,2,2,0,1,2,2,2,3,1,4,1,1,1,0,5,0,7,0,0,0,0,2,1,3,0,1,1,1,0,1,0,2,2,0,2,2,1,4,2,1,2,0
RF0370,0,1,2,4,1,0,5,1,3,1,11,9,6,10,5,8,11,7,10,4,1,3,2,1,4,0,2,0,0,4,1,3,2,3,2,3,2,1,1,2,1,0,1,3,3,1,0,1,0,0,1,1,1,3,1,2,0,0,1,0
RF0371,16,12,5,17,16,6,10,8,11,7,0,2,2,4,2,1,2,0,2,0,2,2,1,1,1,1,2,2,1,0,3,2,1,0,1,0,2,3,1,1,1,0,0,1,1,0,2,1,2,2,1,1,2,0,3,2,3,2,2,1
RF0372,6,8,5,3,13,9,3,9,4,13,1,1,0,3,1,0,1,2,1,3,0,1,1,2,2,0,3,4,0,2,1,0,1,2,0,2,2,5,1,0,2,1,1,1,3,2,0,1,2,3,2,0,0,0,1,1,0,1,0,1
RF0373,1,0,1,1,1,3,2,1,3,1,12,11,10,13,12,8,7,10,9,7,4,3,1,2,2,0,1,3,0,2,0,0,5,2,1,2,0,2,0,1,1,2,2,1,1,3,3,2,0,2,1,2,3,2,2,1,1,1,2,2
RF0374,4,0,1,1,2,2,2,1,4,1,1,0,1,0,1,1,2,2,2,2,3,2,1,2,0,1,2,3,2,0,9,10,12,10,20,8,14,9,10,7,1,0,0,0,1,1,2,2,0,3,3,0,1,0,1,1,1,2,0,0
RF0375,0,1,2,0,4,1,2,2,0,3,11,8,5,7,5,9,11,7,15,14,5,1,1,2,3,0,1,0,2,3,0,1,1,0,2,2,1,1,0,1,1,2,0,0,0,1,2,0,3,0,1,1,3,2,1,1,1,2,0,3
RF0376,0,1,1,1,4,2,2,0,0,1,13,7,10,9,10,9,12,12,21,9,1,4,2,1,0,0,0,0,1,2,1,2,0,3,4,3,0,4,1,2,1,2,1,0,0,1,1,4,1,2,0,1,0,2,1,0,5,0,1,2
RF0377,3,4,2,1,3,2,6,0,3,2,0,2,1,0,0,2,0,2,0,2,18,13,7,10,13,4,12,17,6,14,1,0,3,1,3,0,0,1,3,2,1,1,0,1,2,1,1,1,3,2,1,1,1,0,3,0,0,1,1,3
RF0378,2,2,1,2,1,3,0,1,0,0,1,1,0,3,0,2,1,1,0,2,2,0,0,2,3,0,1,3,1,1,17,12,4,17,11,4,8,8,5,9,2,0,2,1,2,0,4,1,2,0,3,1,1,1,2,2,1,2,1,3
RF0379,1,2,2,2,2,1,2,2,1,2,2,0,0,3,1,1,2,1,0,0,0,0,4,0,0,0,0,0,2,1,6,7,10,9,11,9,4,8,3,8,3,2,1,0,1,0,1,3,0,1,0,0,2,0,2,2,0,3,0,0
RF0380,0,1,2,1,2,0,2,1,3,4,2,2,0,1,1,0,2,0,1,2,1,3,1,4,2,1,2,1,3,1,9,10,7,5,11,7,7,8,5,8,0,1,1,1,3,2,2,0,1,1,1,1,1,0,0,2,1,2,3,1
RF0381,15,6,13,5,9,11,14,10,12,7,3,0,0,2,0,1,2,0,4,0,2,1,1,0,0,1,1,2,3,2,5,2,1,0,0,0,0,1,1,2,4,0,2,2,1,1,1,3,5,0,0,3,0,2,1,4,1,2,4,0
RF0382,0,0,2,2,3,0,1,2,1,0,10,6,5,12,10,3,13,8,12,11,1,3,2,1,0,1,0,3,1,4,2,2,1,3,2,1,1,0,0,0,1,0,2,0,0,2,0,2,1,0,1,1,0,1,1,1,0,6,1,2
RF0383,5,2,2,3,2,1,1,1,1,5,5,8,8,8,12,12,9,4,5,12,1,3,0,1,0,0,3,1,0,1,1,3,3,2,4,2,2,1,0,3,3,1,1,1,3,3,2,4,1,4,1,1,0,0,1,3,1,1,0,1
RF0384,0,0,0,0,2,1,0,1,1,0,3,1,0,2,0,5,3,0,2,1,6,6,12,3,9,5,15,9,4,14,1,0,1,3,2,3,0,0,1,0,1,0,1,0,3,3,0,1,1,0,1,0,0,1,4,3,2,1,1,0
RF0385,1,1,0,0,2,0,0,1,3,4,1,2,2,0,1,0,0,0,2,1,7,6,6,12,7,4,15,10,6,3,2,2,2,3,3,1,2,2,0,1,5,3,0,0,1,2,1,2,0,1,0,6,4,4,0,0,0,2,1,1
RF0386,2,2,1,4,2,2,1,1,1,1,9,5,11,14,12,13,9,13,14,3,1,1,3,3,1,0,0,2,0,3,1,1,1,1,1,1,1,1,2,1,1,1,2,0,3,2,0,1,1,3,1,1,3,4,2,5,0,0,2,2
RF0387,1,1,1,3,4,3,1,0,2,4,1,1,3,0,2,1,0,0,0,0,0,2,2,2,1,1,2,1,2,2,11,10,13,11,17,3,7,15,12,7,1,1,1,1,2,0,1,1,2,1,1,1,1,2,1,1,0,0,1,3
RF0388,8,10,14,9,9,9,10,4,5,9,3,2,1,0,1,1,0,1,4,3,2,2,2,3,0,0,0,1,2,1,2,1,2,1,1,1,4,1,0,0,2,0,3,0,0,0,4,1,2,0,2,1,0,1,2,2,1,4,1,1
RF0389,9,14,4,4,5,8,3,6,12,11,1,1,1,0,0,2,2,1,2,1,1,3,3,1,3,2,4,0,0,3,1,3,3,0,2,2,2,0,0,1,3,1,4,3,4,2,1,4,0,3,0,2,0,1,2,2,0,3,3,2
RF0390,0,3,2,2,0,1,4,3,1,2,10,15,6,6,8,16,9,10,13,14,2,5,1,2,0,2,2,1,5,1,3,0,0,1,1,1,1,2,1,0,4,1,1,1,0,1,2,3,1,0,4,4,0,0,0,1,0,2,0,3
RF0391,4,1,1,4,1,1,1,0,1,0,0,1,2,4,0,2,3,1,1,1,0,1,2,2,3,2,2,1,0,2,12,13,12,4,6,8,7,7,7,22,1,3,4,3,3,2,0,2,1,1,1,4,0,2,4,3,3,0,4,1
RF0392,2,0,2,1,1,2,1,3,0,0,1,1,1,0,2,1,3,2,2,3,8,17,10,11,9,6,8,9,6,8,2,2,3,2,1,1,1,0,0,2,1,3,2,0,2,1,2,0,2,2,0,2,2,1,0,1,1,0,1,4
RF0393,1,4,1,1,2,3,1,2,2,3,2,0,2,0,2,2,0,2,2,3,1,1,1,3,1,0,2,3,1,1,13,7,10,6,11,2,1,10,9,10,3,1,2,0,3,3,2,1,1,1,1,1,2,1,0,0,1,0,0,1
RF0394,1,0,2,1,3,1,4,2,0,0,8,5,13,9,9,13,6,6,17,11,1,1,2,0,1,1,0,1,1,1,1,1,0,1,2,1,1,3,2,2,3,0,1,2,2,1,2,1,0,0,1,2,0,2,1,3,4,0,1,3
RF0395,2,0,2,1,1,0,2,0,1,1,2,1,0,2,1,1,3,3,1,2,1,1,1,2,0,3,2,0,1,4,12,8,12,7,8,22,7,8,8,11,2,0,2,1,1,3,3,1,0,0,4,4,1,1,2,0,4,2,0,2
RF0396,0,2,2,2,1,0,4,2,0,0,0,2,2,0,0,2,3,1,0,1,1,1,2,1,0,3,0,2,1,3,8,11,2,5,20,10,7,5,5,21,1,0,2,0,0,1,0,1,1,0,2,1,1,1,2,0,1,3,1,2
RF0397,2,2,3,2,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,4,1,1,0,3,4,11,13,6,5,20,9,12,12,9,6,4,2,1,1,2,2,2,2,3,0,1,2,2,3,1,1,0,1,2,1
RF0398,3,1,3,2,0,2,0,3,2,0,3,1,1,2,1,2,0,2,2,1,3,1,0,1,0,2,3,1,0,3,11,4,7,10,13,2,8,6,9,13,3,1,2,0,3,1,4,1,3,1,1,2,0,1,1,1,0,1,1,1
RF0399,0,1,0,2,0,1,0,2,0,0,8,10,10,7,5,7,9,9,5,18,0,3,2,0,6,0,0,0,0,2,0,2,1,0,1,2,2,2,1,1,1,1,1,3,0,2,1,0,0,1,2,2,4,0,3,0,1,2,3,2
RF0400,13,10,8,8,8,4,10,14,16,2,2,3,1,1,1,1,1,0,1,2,1,2,1,0,0,1,1,3,1,1,1,0,5,1,3,1,0,2,2,3,2,1,3,2,1,0,3,1,3,0,3,2,2,2,1,2,1,2,1,2
RF0401,3,0,1,3,3,2,2,1,3,1,0,3,1,2,0,2,2,2,0,0,10,9,6,13,12,2,7,8,5,7,1,4,1,1,0,1,1,2,3,1,5,1,3,3,1,3,1,2,0,1,2,3,0,2,3,6,0,1,1,1
RF0402,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,3,2,3,0,5,1,2,1,1,2,1,0,1,0,8,12,10,8,10,11,13,10,12,12,0,2,1,0,0,3,1,2,0,1,1,0,0,0,1,0,0,3,0,0
RF0403,14,6,5,10,7,6,7,6,10,14,0,1,0,2,1,1,1,2,3,3,1,3,1,0,0,1,2,0,0,2,0,1,1,0,2,0,0,1,2,0,3,1,2,2,0,0,2,1,1,3,3,1,2,0,1,1,1,1,2,2
RF0404,5,2,0,0,0,1,0,2,1,3,2,0,3,6,1,1,1,2,2,1,4,12,9,7,11,7,9,4,7,7,3,2,0,1,3,1,1,0,3,0,2,2,3,1,0,0,3,1,0,0,0,2,1,2,2,1,2,3,0,1
RF0405,9,9,8,5,13,10,10,5,9,6,1,1,0,2,2,2,0,3,5,1,5,1,2,2,2,2,1,0,1,4,3,1,3,2,2,1,0,0,1,6,1,2,3,2,1,1,1,4,0,2,2,1,1,2,0,3,4,1,0,3
RF0406,22,11,4,13,6,7,15,15,13,11,3,3,2,0,5,1,2,0,2,5,1,1,1,0,1,0,2,1,1,1,0,0,4,0,0,0,2,0,2,1,2,0,2,2,0,1,1,1,2,0,0,0,1,2,1,1,1,1,0,2
RF0407,5,4,1,0,1,3,0,1,0,1,0,1,0,0,0,0,2,1,3,2,3,0,4,3,0,5,2,1,2,1,7,14,7,8,12,7,7,5,5,8,6,3,2,1,0,2,3,2,1,0,0,3,2,0,1,2,2,2,1,1
RF0408,9,16,8,6,17,5,11,9,18,11,1,1,2,3,0,1,3,0,2,4,1,1,1,1,2,1,5,1,1,1,0,0,2,2,0,0,0,1,2,5,1,0,3,0,1,1,1,0,3,2,0,2,3,0,0,2,1,3,2,2
RF0409,3,10,9,8,8,17,13,13,6,8,2,2,1,1,1,4,1,3,0,1,0,2,1,1,0,0,0,0,4,0,0,0,3,0,3,0,1,2,1,2,1,2,4,0,4,3,2,1,0,2,3,2,2,0,1,4,2,0,2,2
RF0410,8,17,6,11,19,8,7,4,10,10,1,3,2,4,4,2,0,2,2,4,0,3,0,1,0,0,0,0,0,1,0,3,2,0,2,1,0,0,0,4,0,1,1,1,0,1,1,0,1,0,1,0,0,3,3,1,3,0,0,1
RF0411,2,0,1,1,1,0,1,1,1,0,1,0,2,1,0,1,1,2,3,0,2,0,1,0,2,0,1,3,1,0,8,7,5,13,12,8,15,6,10,11,0,3,0,0,1,1,0,3,3,1,0,1,0,0,0,0,1,1,0,2
RF0412,0,2,1,2,2,2,3,0,3,2,13,8,8,3,6,16,8,9,9,13,1,0,2,1,3,2,2,2,3,2,2,0,2,0,3,1,1,2,1,1,0,2,2,1,1,1,0,0,2,1,0,2,2,1,1,0,0,1,1,1
RF0413,2,1,1,0,1,0,1,3,2,1,1,3,4,1,1,1,3,0,2,2,1,1,3,0,0,0,4,1,3,3,2,6,6,10,12,3,6,15,10,9,7,1,0,1,1,2,2,0,2,1,0,1,0,0,2,1,1,0,3,3
RF0414,8,6,7,9,9,11,8,11,16,4,0,1,0,1,1,3,2,2,2,1,0,2,1,0,2,0,1,1,2,1,1,2,2,0,1,1,2,2,4,2,4,1,1,0,2,2,0,3,1,1,4,3,0,0,1,2,0,0,3,0
RF0415,1,1,1,1,5,3,3,1,1,3,4,2,2,1,1,0,2,1,1,2,10,3,13,5,4,7,14,8,17,7,0,1,4,0,2,1,2,1,0,1,1,1,0,2,2,1,1,0,2,3,0,0,2,2,4,3,0,6,3,0
RF0416,2,1,0,0,2,1,2,1,2,0,5,0,1,1,1,2,0,0,1,0,0,1,1,1,1,0,1,0,1,2,12,7,10,6,11,5,8,7,15,12,2,2,2,2,0,2,1,0,4,0,1,2,0,1,2,0,1,2,2,3
RF0417,2,1,0,0,5,4,1,3,2,1,2,5,0,1,2,4,3,0,0,2,9,7,10,8,8,7,7,10,10,7,4,3,0,1,2,0,1,1,3,2,1,2,2,1,0,6,4,1,3,1,0,3,2,0,1,1,0,1,3,1
RF0418,12,7,6,6,9,7,7,13,9,17,0,2,1,1,4,1,1,3,3,1,0,2,1,1,2,1,1,2,1,1,0,0,0,0,1,2,1,1,4,1,1,3,3,4,2,2,1,1,1,2,0,1,0,0,1,0,2,1,0,0
RF0419,10,14,6,7,17,8,6,10,8,18,1,0,0,1,2,5,0,0,3,0,2,2,2,1,2,1,0,2,0,2,0,0,0,1,3,1,3,0,1,2,2,2,1,3,0,0,2,1,3,0,1,1,0,0,1,2,1,3,4,3
RF0420,10,18,11,3,12,10,13,5,6,5,0,2,2,0,0,1,2,1,0,1,3,1,2,2,1,1,2,1,0,4,0,1,0,0,0,0,0,2,0,1,4,1,4,2,7,2,2,5,3,0,3,0,1,0,1,0,0,0,1,1
RF0421,1,2,1,2,0,1,5,0,1,1,1,2,2,3,0,0,3,0,2,0,9,7,9,7,16,5,4,12,11,15,0,3,1,0,2,2,1,0,0,0,0,0,2,1,0,0,2,1,1,0,2,2,1,1,0,0,2,4,4,1
RF0422,16,11,7,11,10,10,9,12,9,19,3,1,1,1,0,1,1,0,1,1,4,2,3,0,0,1,0,2,0,2,0,1,1,2,2,0,0,2,2,0,2,0,4,1,6,2,4,2,3,1,4,2,0,0,3,3,1,0,2,1
RF0423,2,1,2,2,3,3,0,2,0,1,2,1,1,2,2,4,1,0,0,0,0,1,2,1,1,3,0,2,2,1,10,11,9,4,8,5,4,9,13,10,1,0,0,4,2,1,0,2,1,2,1,0,1,1,0,0,1,2,0,2
