,Gene000,Gene001,Gene002,Gene003,Gene004,Gene005,Gene006,Gene007,Gene008,Gene009,Gene010,Gene011,Gene012,Gene013,Gene014,Gene015,Gene016,Gene017,Gene018,Gene019,Gene020,Gene021,Gene022,Gene023,Gene024,Gene025,Gene026,Gene027,Gene028,Gene029,Gene030,Gene031,Gene032,Gene033,Gene034,Gene035,Gene036,Gene037,Gene038,Gene039,Gene040,Gene041,Gene042,Gene043,Gene044,Gene045,Gene046,Gene047,Gene048,Gene049,Gene050,Gene051,Gene052,Gene053,Gene054,Gene055,Gene056,Gene057,Gene058,Gene059
rna0164,13.0,38.0,0.0,5.0,9.0,13.0,5.0,5.0,9.0,13.0,10.0,0.0,2.0,3.0,0.0,0.0,11.0,0.0,10.0,16.0,0.0,0.0,9.0,19.0,13.0,12.0,15.0,0.0,32.0,0.0,14.0,13.0,0.0,6.0,0.0,16.0,18.0,21.0,28.0,8.0,16.0,0.0,6.0,17.0,0.0,5.0,12.0,6.0,17.0,13.0,2.0,6.0,0.0,4.0,0.0,0.0,14.0,6.0,0.0,12.0
rna0165,14.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,15.0,4.0,0.0,0.0,7.0,0.0,10.0,4.0,0.0,4.0,0.0,0.0,10.0,0.0,5.0,14.0,5.0,6.0,2.0,8.0,14.0,3.0,3.0,0.0,14.0,2.0,9.0,7.0,6.0,24.0,0.0,2.0,2.0,0.0,9.0,2.0,8.0,15.0,6.0,14.0,11.0,0.0,9.0,0.0,6.0,6.0,0.0,12.0,4.0,14.0,14.0
rna0166,2.0,5.0,7.0,5.0,0.0,3.0,5.0,7.0,7.0,0.0,0.0,2.0,6.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,16.0,1.0,6.0,17.0,6.0,5.0,6.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0,3.0,10.0
rna0167,14.0,33.0,14.0,0.0,11.0,8.0,8.0,0.0,14.0,0.0,12.0,7.0,10.0,3.0,9.0,37.0,0.0,6.0,10.0,8.0,17.0,0.0,4.0,0.0,16.0,10.0,9.0,18.0,0.0,38.0,0.0,0.0,0.0,14.0,13.0,26.0,21.0,0.0,43.0,20.0,0.0,11.0,0.0,20.0,16.0,4.0,17.0,3.0,14.0,0.0,0.0,0.0,0.0,9.0,7.0,14.0,25.0,8.0,21.0,0.0
rna0168,0.0,0.0,0.0,0.0,7.0,10.0,0.0,7.0,0.0,0.0,10.0,11.0,13.0,2.0,7.0,0.0,1.0,3.0,0.0,0.0,3.0,17.0,1.0,13.0,12.0,4.0,4.0,3.0,4.0,15.0,3.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,11.0,0.0
rna0169,9.0,0.0,4.0,2.0,0.0,11.0,4.0,0.0,0.0,21.0,0.0,6.0,0.0,11.0,0.0,18.0,9.0,13.0,0.0,9.0,11.0,67.0,3.0,34.0,14.0,11.0,16.0,19.0,7.0,35.0,8.0,6.0,0.0,5.0,0.0,11.0,7.0,0.0,11.0,5.0,8.0,0.0,3.0,14.0,0.0,1.0,8.0,0.0,5.0,0.0,2.0,7.0,0.0,3.0,2.0,1.0,0.0,0.0,13.0,0.0
rna0170,18.0,32.0,14.0,6.0,6.0,0.0,10.0,9.0,16.0,17.0,11.0,7.0,6.0,6.0,10.0,0.0,11.0,0.0,8.0,24.0,0.0,28.0,0.0,26.0,21.0,13.0,0.0,13.0,38.0,29.0,0.0,0.0,29.0,0.0,14.0,27.0,24.0,24.0,0.0,18.0,0.0,12.0,0.0,24.0,8.0,6.0,0.0,4.0,24.0,13.0,6.0,7.0,6.0,9.0,4.0,11.0,17.0,9.0,23.0,0.0
rna0171,26.0,16.0,19.0,0.0,3.0,5.0,9.0,0.0,4.0,0.0,5.0,4.0,6.0,4.0,0.0,16.0,6.0,0.0,6.0,0.0,0.0,15.0,1.0,5.0,0.0,0.0,0.0,12.0,0.0,19.0,16.0,0.0,0.0,20.0,0.0,21.0,9.0,0.0,38.0,12.0,5.0,3.0,0.0,11.0,6.0,0.0,36.0,6.0,25.0,29.0,0.0,10.0,14.0,24.0,0.0,24.0,0.0,6.0,30.0,23.0
rna0172,22.0,0.0,15.0,1.0,4.0,3.0,0.0,3.0,4.0,20.0,0.0,8.0,4.0,6.0,0.0,17.0,0.0,5.0,0.0,11.0,15.0,0.0,6.0,12.0,21.0,0.0,0.0,11.0,7.0,19.0,8.0,0.0,20.0,12.0,8.0,0.0,11.0,10.0,41.0,0.0,5.0,0.0,3.0,13.0,0.0,19.0,21.0,11.0,25.0,0.0,11.0,13.0,10.0,11.0,0.0,21.0,23.0,4.0,21.0,22.0
rna0173,6.0,9.0,1.0,0.0,9.0,9.0,4.0,4.0,5.0,9.0,0.0,0.0,9.0,0.0,5.0,0.0,8.0,5.0,4.0,6.0,12.0,31.0,7.0,0.0,7.0,11.0,11.0,11.0,9.0,27.0,10.0,4.0,12.0,1.0,3.0,6.0,10.0,2.0,8.0,1.0,6.0,2.0,0.0,7.0,5.0,0.0,10.0,4.0,8.0,5.0,5.0,2.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,7.0
rna0174,11.0,27.0,8.0,3.0,0.0,6.0,3.0,2.0,10.0,0.0,6.0,0.0,3.0,7.0,6.0,20.0,5.0,4.0,5.0,9.0,11.0,28.0,0.0,11.0,0.0,12.0,11.0,14.0,28.0,0.0,13.0,9.0,17.0,6.0,1.0,18.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,9.0,0.0,9.0,2.0,15.0,4.0,5.0,0.0,0.0,12.0,5.0,6.0,11.0,5.0,17.0,8.0
rna0175,0.0,0.0,11.0,0.0,1.0,0.0,5.0,2.0,6.0,12.0,0.0,4.0,2.0,3.0,8.0,4.0,6.0,3.0,5.0,7.0,12.0,10.0,0.0,10.0,14.0,1.0,6.0,0.0,0.0,13.0,4.0,3.0,0.0,0.0,3.0,11.0,3.0,9.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,6.0,15.0,0.0,19.0,16.0,8.0,0.0,0.0,7.0,5.0,16.0,0.0,6.0,13.0,0.0
rna0176,11.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0,5.0,5.0,0.0,3.0,10.0,6.0,0.0,0.0,11.0,0.0,31.0,0.0,13.0,0.0,0.0,6.0,15.0,9.0,0.0,1.0,0.0,7.0,6.0,1.0,5.0,6.0,0.0,0.0,3.0,0.0,1.0,1.0,5.0,3.0,0.0,7.0,2.0,2.0,5.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,9.0
rna0177,6.0,19.0,10.0,7.0,14.0,19.0,4.0,0.0,0.0,32.0,38.0,5.0,16.0,13.0,7.0,0.0,22.0,17.0,17.0,19.0,26.0,73.0,11.0,37.0,0.0,15.0,0.0,0.0,30.0,60.0,12.0,1.0,0.0,6.0,0.0,13.0,17.0,14.0,19.0,6.0,16.0,10.0,9.0,18.0,3.0,3.0,18.0,2.0,9.0,10.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,32.0,21.0
rna0178,7.0,16.0,0.0,3.0,9.0,7.0,2.0,2.0,0.0,22.0,16.0,0.0,5.0,6.0,2.0,7.0,3.0,3.0,3.0,5.0,11.0,39.0,0.0,0.0,13.0,0.0,10.0,13.0,0.0,22.0,3.0,3.0,10.0,5.0,4.0,7.0,10.0,2.0,10.0,0.0,9.0,3.0,4.0,4.0,1.0,0.0,8.0,1.0,4.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,5.0,3.0,10.0,0.0
rna0179,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,4.0,13.0,5.0,7.0,0.0,0.0,1.0,15.0,8.0,10.0,6.0,12.0,2.0,17.0,0.0,15.0,0.0,6.0,8.0,11.0,20.0,11.0,9.0,8.0,14.0,4.0,0.0,12.0,0.0,12.0,0.0,9.0,7.0,4.0,8.0,0.0,6.0,0.0,11.0,1.0,5.0,5.0,0.0,6.0,5.0,0.0,1.0,5.0,8.0,2.0,0.0,10.0
rna0180,23.0,11.0,6.0,0.0,4.0,5.0,7.0,2.0,3.0,22.0,3.0,10.0,2.0,0.0,13.0,22.0,2.0,4.0,0.0,9.0,8.0,17.0,2.0,10.0,18.0,6.0,5.0,0.0,0.0,21.0,9.0,4.0,6.0,12.0,3.0,10.0,7.0,0.0,0.0,6.0,10.0,0.0,0.0,7.0,0.0,11.0,21.0,7.0,0.0,20.0,4.0,5.0,9.0,0.0,2.0,16.0,14.0,0.0,13.0,14.0
rna0181,10.0,0.0,6.0,6.0,13.0,0.0,4.0,0.0,8.0,39.0,19.0,10.0,0.0,11.0,5.0,22.0,11.0,11.0,15.0,20.0,0.0,47.0,6.0,0.0,0.0,13.0,12.0,27.0,0.0,0.0,10.0,4.0,0.0,5.0,9.0,10.0,12.0,10.0,13.0,5.0,4.0,0.0,6.0,12.0,14.0,1.0,0.0,4.0,12.0,10.0,5.0,4.0,2.0,1.0,3.0,2.0,0.0,4.0,29.0,0.0
rna0182,10.0,9.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,5.0,2.0,6.0,0.0,9.0,2.0,7.0,13.0,0.0,5.0,3.0,0.0,8.0,3.0,3.0,0.0,15.0,2.0,0.0,7.0,7.0,21.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,11.0,1.0,14.0,17.0,3.0,6.0,5.0,0.0,8.0,0.0,7.0,3.0,20.0,4.0
rna0183,19.0,28.0,12.0,9.0,15.0,0.0,5.0,8.0,7.0,29.0,22.0,4.0,11.0,12.0,9.0,0.0,11.0,17.0,15.0,24.0,25.0,53.0,8.0,30.0,31.0,14.0,0.0,31.0,18.0,0.0,17.0,5.0,0.0,5.0,0.0,0.0,16.0,12.0,22.0,6.0,18.0,4.0,8.0,8.0,10.0,3.0,6.0,6.0,0.0,0.0,4.0,6.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,19.0
rna0184,11.0,19.0,11.0,0.0,10.0,0.0,11.0,7.0,4.0,27.0,0.0,0.0,10.0,14.0,9.0,18.0,14.0,0.0,10.0,0.0,14.0,61.0,14.0,39.0,21.0,26.0,0.0,22.0,19.0,51.0,9.0,5.0,0.0,10.0,8.0,10.0,17.0,8.0,0.0,4.0,18.0,6.0,12.0,0.0,0.0,5.0,0.0,3.0,10.0,10.0,0.0,5.0,1.0,3.0,4.0,3.0,4.0,0.0,25.0,18.0
rna0185,13.0,0.0,0.0,2.0,0.0,5.0,8.0,2.0,7.0,19.0,4.0,2.0,2.0,4.0,13.0,0.0,3.0,3.0,3.0,9.0,0.0,19.0,0.0,9.0,16.0,8.0,0.0,0.0,0.0,21.0,7.0,0.0,18.0,0.0,0.0,16.0,16.0,4.0,35.0,0.0,0.0,4.0,4.0,8.0,0.0,14.0,0.0,5.0,20.0,0.0,5.0,12.0,8.0,0.0,0.0,0.0,22.0,0.0,22.0,18.0
rna0186,13.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,3.0,1.0,7.0,6.0,14.0,3.0,0.0,14.0,0.0,5.0,3.0,3.0,8.0,3.0,0.0,5.0,5.0,1.0,14.0,3.0,0.0,23.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,6.0,0.0,9.0,5.0,4.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
rna0187,3.0,7.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,0.0,7.0,0.0,2.0,12.0,0.0,2.0,0.0,6.0,8.0,28.0,3.0,0.0,9.0,0.0,7.0,11.0,12.0,19.0,4.0,1.0,6.0,6.0,5.0,4.0,0.0,3.0,9.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,11.0,6.0
rna0188,4.0,7.0,5.0,4.0,7.0,9.0,3.0,10.0,4.0,0.0,0.0,10.0,9.0,7.0,5.0,0.0,3.0,7.0,3.0,3.0,5.0,0.0,2.0,15.0,17.0,12.0,0.0,6.0,4.0,18.0,4.0,1.0,3.0,5.0,4.0,0.0,6.0,0.0,8.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,6.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0
rna0189,16.0,0.0,0.0,0.0,9.0,0.0,6.0,8.0,12.0,44.0,0.0,13.0,12.0,0.0,11.0,17.0,0.0,19.0,0.0,18.0,24.0,76.0,11.0,28.0,26.0,21.0,21.0,42.0,21.0,55.0,0.0,5.0,0.0,6.0,0.0,9.0,12.0,12.0,20.0,6.0,0.0,0.0,0.0,16.0,8.0,2.0,6.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,32.0,15.0
rna0190,0.0,6.0,10.0,4.0,10.0,6.0,13.0,0.0,6.0,15.0,0.0,10.0,17.0,6.0,7.0,6.0,3.0,0.0,7.0,1.0,0.0,0.0,2.0,16.0,16.0,9.0,5.0,0.0,11.0,15.0,0.0,1.0,4.0,2.0,5.0,6.0,3.0,3.0,5.0,1.0,0.0,3.0,5.0,6.0,0.0,0.0,8.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,6.0,0.0
rna0191,12.0,0.0,0.0,0.0,0.0,17.0,6.0,7.0,8.0,40.0,29.0,0.0,0.0,12.0,8.0,0.0,0.0,19.0,22.0,16.0,20.0,0.0,0.0,41.0,32.0,29.0,0.0,37.0,33.0,55.0,0.0,0.0,25.0,0.0,12.0,13.0,0.0,0.0,15.0,0.0,18.0,5.0,13.0,10.0,0.0,0.0,13.0,0.0,0.0,10.0,7.0,3.0,1.0,2.0,0.0,3.0,0.0,5.0,0.0,17.0
rna0192,17.0,0.0,18.0,12.0,9.0,0.0,8.0,0.0,8.0,39.0,24.0,15.0,0.0,8.0,8.0,0.0,0.0,14.0,0.0,5.0,7.0,0.0,4.0,0.0,0.0,19.0,6.0,14.0,20.0,16.0,0.0,4.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,6.0,3.0,3.0,9.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,7.0,7.0,0.0,0.0,18.0
rna0193,10.0,21.0,18.0,0.0,0.0,0.0,12.0,0.0,12.0,32.0,23.0,17.0,24.0,12.0,17.0,15.0,10.0,0.0,6.0,3.0,16.0,0.0,0.0,20.0,0.0,29.0,0.0,0.0,23.0,0.0,2.0,3.0,0.0,4.0,8.0,6.0,0.0,10.0,0.0,5.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,5.0,1.0,0.0,4.0,8.0,5.0,9.0,16.0,15.0
rna0194,15.0,0.0,7.0,5.0,7.0,0.0,0.0,6.0,6.0,22.0,0.0,0.0,10.0,11.0,0.0,31.0,13.0,18.0,14.0,17.0,12.0,53.0,7.0,38.0,24.0,14.0,16.0,21.0,22.0,49.0,0.0,3.0,8.0,7.0,8.0,0.0,11.0,0.0,14.0,7.0,13.0,9.0,5.0,10.0,0.0,3.0,12.0,0.0,0.0,11.0,6.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,18.0
rna0195,5.0,7.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,2.0,0.0,3.0,12.0,0.0,3.0,10.0,9.0,4.0,5.0,2.0,0.0,4.0,0.0,1.0,0.0,9.0,9.0,6.0,4.0,7.0,8.0,0.0,5.0,0.0,0.0,12.0,0.0,11.0,5.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,5.0,3.0,3.0,1.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0
rna0196,7.0,18.0,8.0,0.0,16.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,7.0,0.0,12.0,17.0,13.0,12.0,11.0,74.0,8.0,30.0,14.0,0.0,17.0,0.0,16.0,0.0,9.0,2.0,19.0,3.0,6.0,15.0,0.0,0.0,14.0,8.0,11.0,0.0,8.0,0.0,0.0,4.0,7.0,4.0,0.0,9.0,8.0,3.0,2.0,1.0,0.0,0.0,8.0,0.0,18.0,10.0
rna0197,16.0,36.0,16.0,0.0,1.0,12.0,9.0,10.0,10.0,23.0,12.0,0.0,9.0,0.0,10.0,24.0,8.0,5.0,17.0,15.0,0.0,36.0,7.0,17.0,21.0,0.0,11.0,16.0,32.0,20.0,22.0,13.0,29.0,14.0,8.0,0.0,0.0,17.0,33.0,0.0,16.0,11.0,10.0,23.0,13.0,0.0,16.0,4.0,15.0,10.0,8.0,8.0,8.0,6.0,8.0,11.0,0.0,7.0,13.0,0.0
rna0198,18.0,10.0,10.0,2.0,2.0,3.0,7.0,1.0,6.0,15.0,0.0,4.0,6.0,4.0,0.0,22.0,3.0,0.0,3.0,8.0,10.0,9.0,4.0,0.0,19.0,5.0,7.0,13.0,9.0,17.0,0.0,6.0,0.0,9.0,5.0,22.0,10.0,0.0,22.0,4.0,8.0,6.0,7.0,0.0,6.0,0.0,26.0,0.0,27.0,0.0,4.0,15.0,9.0,5.0,6.0,18.0,0.0,0.0,0.0,14.0
rna0199,0.0,25.0,5.0,0.0,4.0,2.0,7.0,3.0,0.0,0.0,6.0,2.0,0.0,5.0,5.0,15.0,0.0,3.0,11.0,10.0,10.0,18.0,5.0,0.0,8.0,5.0,8.0,0.0,0.0,25.0,10.0,9.0,27.0,8.0,5.0,11.0,8.0,0.0,23.0,5.0,12.0,0.0,0.0,12.0,10.0,2.0,0.0,1.0,10.0,0.0,0.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,6.0,0.0
rna0200,8.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,8.0,1.0,2.0,1.0,2.0,6.0,9.0,3.0,3.0,5.0,3.0,1.0,3.0,4.0,8.0,5.0,5.0,2.0,10.0,3.0,0.0,7.0,3.0,11.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,3.0,4.0,1.0,3.0,11.0,0.0,2.0,0.0,9.0
rna0201,4.0,9.0,3.0,1.0,0.0,2.0,4.0,0.0,3.0,5.0,1.0,5.0,3.0,0.0,3.0,7.0,1.0,3.0,0.0,3.0,6.0,0.0,1.0,0.0,12.0,1.0,2.0,0.0,10.0,7.0,2.0,3.0,9.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,4.0,0.0,2.0,12.0,0.0,1.0,3.0,3.0,9.0,5.0,14.0,0.0,2.0,11.0,9.0
rna0202,0.0,10.0,8.0,3.0,0.0,3.0,0.0,4.0,5.0,17.0,9.0,4.0,3.0,5.0,0.0,14.0,7.0,10.0,6.0,7.0,11.0,0.0,4.0,12.0,0.0,13.0,10.0,17.0,9.0,27.0,8.0,3.0,8.0,0.0,3.0,8.0,12.0,3.0,10.0,4.0,0.0,0.0,5.0,7.0,0.0,1.0,3.0,1.0,9.0,5.0,3.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,13.0,11.0
rna0203,12.0,0.0,15.0,8.0,7.0,10.0,9.0,4.0,16.0,14.0,12.0,9.0,4.0,7.0,9.0,0.0,13.0,11.0,16.0,18.0,0.0,41.0,8.0,0.0,20.0,7.0,10.0,16.0,25.0,0.0,0.0,0.0,0.0,13.0,11.0,35.0,19.0,18.0,34.0,18.0,15.0,12.0,19.0,23.0,9.0,6.0,18.0,3.0,0.0,0.0,6.0,9.0,5.0,6.0,5.0,8.0,0.0,7.0,15.0,14.0
rna0204,0.0,11.0,8.0,5.0,15.0,9.0,6.0,7.0,4.0,26.0,0.0,6.0,14.0,6.0,8.0,11.0,0.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,12.0,13.0,7.0,5.0,9.0,17.0,9.0,3.0,7.0,1.0,6.0,6.0,3.0,5.0,0.0,0.0,0.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,2.0,3.0,1.0,9.0,3.0,2.0,0.0,8.0
rna0205,11.0,15.0,0.0,3.0,3.0,17.0,4.0,7.0,0.0,22.0,0.0,3.0,0.0,0.0,5.0,0.0,11.0,12.0,10.0,9.0,0.0,42.0,0.0,25.0,20.0,13.0,17.0,20.0,19.0,0.0,6.0,3.0,14.0,4.0,2.0,12.0,9.0,5.0,0.0,1.0,0.0,5.0,4.0,0.0,7.0,5.0,7.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,4.0,4.0,0.0,2.0,21.0,14.0
rna0206,0.0,5.0,4.0,0.0,2.0,1.0,2.0,0.0,3.0,14.0,1.0,2.0,2.0,0.0,1.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,3.0,7.0,9.0,1.0,1.0,4.0,0.0,2.0,3.0,6.0,2.0,10.0,3.0,8.0,0.0,0.0,7.0,2.0,4.0,0.0,2.0,6.0,8.0,3.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,11.0,4.0
rna0207,11.0,0.0,5.0,2.0,0.0,5.0,1.0,4.0,6.0,8.0,6.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,9.0,0.0,8.0,21.0,7.0,0.0,8.0,0.0,5.0,0.0,0.0,24.0,12.0,5.0,17.0,7.0,5.0,13.0,8.0,13.0,21.0,0.0,11.0,4.0,2.0,10.0,12.0,8.0,6.0,0.0,14.0,0.0,3.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,11.0,9.0
rna0208,8.0,0.0,0.0,0.0,8.0,9.0,11.0,6.0,11.0,13.0,8.0,8.0,14.0,4.0,0.0,26.0,9.0,0.0,18.0,15.0,7.0,33.0,7.0,0.0,15.0,6.0,6.0,10.0,36.0,24.0,10.0,0.0,20.0,0.0,6.0,0.0,19.0,19.0,33.0,15.0,19.0,12.0,11.0,17.0,0.0,10.0,17.0,6.0,19.0,13.0,6.0,11.0,7.0,6.0,4.0,0.0,15.0,4.0,14.0,12.0
rna0209,13.0,8.0,0.0,0.0,4.0,3.0,4.0,1.0,6.0,18.0,0.0,6.0,0.0,3.0,6.0,9.0,5.0,2.0,0.0,0.0,10.0,0.0,0.0,8.0,12.0,7.0,6.0,8.0,11.0,0.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,7.0,5.0,3.0,0.0,9.0,2.0,9.0,12.0,5.0,16.0,16.0,4.0,10.0,8.0,10.0,8.0,21.0,17.0,3.0,19.0,10.0
rna0210,9.0,0.0,11.0,6.0,8.0,8.0,9.0,10.0,12.0,23.0,30.0,8.0,0.0,0.0,10.0,9.0,0.0,10.0,6.0,7.0,7.0,29.0,1.0,22.0,0.0,0.0,8.0,12.0,12.0,10.0,0.0,1.0,8.0,5.0,6.0,8.0,5.0,6.0,5.0,6.0,10.0,4.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,12.0
rna0211,5.0,20.0,0.0,4.0,8.0,4.0,3.0,3.0,0.0,13.0,0.0,8.0,4.0,4.0,5.0,14.0,11.0,1.0,4.0,7.0,4.0,0.0,5.0,8.0,0.0,0.0,4.0,6.0,18.0,17.0,0.0,4.0,20.0,0.0,2.0,17.0,8.0,7.0,0.0,6.0,0.0,0.0,0.0,10.0,5.0,4.0,9.0,0.0,11.0,7.0,0.0,3.0,0.0,2.0,4.0,0.0,7.0,2.0,9.0,13.0
rna0212,13.0,31.0,11.0,0.0,0.0,13.0,10.0,0.0,7.0,0.0,31.0,0.0,12.0,9.0,3.0,28.0,15.0,12.0,12.0,20.0,10.0,0.0,6.0,31.0,0.0,18.0,0.0,34.0,19.0,58.0,9.0,0.0,27.0,3.0,8.0,9.0,11.0,0.0,20.0,4.0,0.0,0.0,6.0,0.0,0.0,3.0,12.0,2.0,15.0,7.0,1.0,2.0,0.0,0.0,0.0,5.0,8.0,0.0,27.0,0.0
rna0213,0.0,0.0,13.0,9.0,0.0,0.0,7.0,0.0,11.0,18.0,8.0,8.0,3.0,4.0,9.0,0.0,8.0,10.0,12.0,13.0,12.0,28.0,0.0,15.0,0.0,0.0,8.0,9.0,40.0,25.0,10.0,11.0,28.0,11.0,0.0,0.0,23.0,21.0,41.0,8.0,19.0,0.0,0.0,8.0,0.0,8.0,21.0,6.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,13.0,0.0,9.0,17.0,0.0
rna0214,6.0,16.0,2.0,5.0,0.0,5.0,0.0,2.0,0.0,9.0,0.0,2.0,5.0,2.0,4.0,15.0,7.0,4.0,0.0,2.0,0.0,10.0,2.0,0.0,5.0,5.0,0.0,4.0,13.0,0.0,0.0,0.0,15.0,13.0,4.0,16.0,0.0,0.0,0.0,2.0,14.0,4.0,2.0,10.0,1.0,4.0,10.0,0.0,0.0,0.0,2.0,9.0,1.0,2.0,2.0,2.0,4.0,4.0,12.0,0.0
rna0215,10.0,19.0,23.0,7.0,12.0,16.0,14.0,15.0,12.0,29.0,27.0,0.0,26.0,10.0,12.0,0.0,16.0,11.0,6.0,5.0,0.0,39.0,8.0,23.0,24.0,15.0,2.0,14.0,9.0,22.0,4.0,1.0,0.0,2.0,7.0,10.0,11.0,3.0,11.0,5.0,8.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,7.0,2.0,10.0,0.0,2.0,1.0,2.0,0.0,0.0,8.0,10.0,0.0
rna0216,0.0,8.0,0.0,5.0,3.0,0.0,8.0,6.0,5.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,1.0,0.0,6.0,16.0,1.0,9.0,7.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,5.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,7.0,11.0
rna0217,5.0,0.0,20.0,7.0,10.0,0.0,0.0,0.0,10.0,27.0,0.0,0.0,0.0,14.0,9.0,6.0,6.0,15.0,5.0,7.0,11.0,0.0,3.0,27.0,28.0,23.0,6.0,15.0,0.0,0.0,11.0,3.0,0.0,2.0,5.0,0.0,6.0,4.0,10.0,10.0,6.0,1.0,0.0,7.0,1.0,0.0,0.0,6.0,4.0,4.0,0.0,4.0,1.0,5.0,1.0,3.0,5.0,8.0,0.0,14.0
rna0218,14.0,16.0,5.0,0.0,9.0,2.0,0.0,5.0,2.0,18.0,19.0,5.0,0.0,8.0,8.0,24.0,9.0,8.0,12.0,12.0,0.0,58.0,10.0,0.0,10.0,0.0,12.0,17.0,18.0,32.0,8.0,0.0,16.0,6.0,3.0,10.0,8.0,4.0,13.0,6.0,3.0,3.0,6.0,5.0,5.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,15.0,0.0
