# synthetic, for demo only -- module 574 STAIR baseline
spot,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100,G101,G102,G103,G104,G105,G106,G107,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G121,G122,G123,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G135,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G168,G169,G170,G171,G172,G173,G174,G175,G176,G177,G178,G179,G180,G181,G182,G183,G184,G185,G186,G187,G188,G189,G190,G191,G192,G193,G194,G195,G196,G197,G198,G199
S2_spot0108,3,2,2,1,0,1,0,3,0,2,12,0,1,1,4,0,0,12,1,5,1,0,0,0,1,0,3,1,1,0,1,0,2,1,0,7,0,3,0,0,0,0,0,0,2,0,1,0,6,0,1,0,0,0,0,1,2,0,0,0,1,0,0,3,0,1,0,0,1,0,4,1,1,2,0,0,0,0,0,15,0,0,9,7,1,1,3,0,0,2,0,3,3,2,0,1,0,1,1,0,3,5,4,3,0,0,1,0,1,0,4,1,1,4,2,0,1,1,3,1,0,0,4,0,2,4,6,0,2,1,0,1,2,0,0,6,0,0,0,0,0,3,1,4,2,0,3,1,0,0,9,1,2,0,1,0,2,3,6,2,5,0,0,0,0,0,0,2,1,0,0,3,5,6,0,0,0,0,0,0,0,0,0,1,0,5,2,3,1,1,0,0,0,2,0,0,0,0,1,5
S2_spot0109,0,1,0,0,0,0,0,0,3,3,5,0,3,1,0,2,0,9,0,3,0,1,4,0,3,2,6,1,2,0,5,2,2,0,0,0,0,2,2,0,9,0,1,0,0,1,1,0,0,3,0,3,0,4,0,1,0,2,0,7,3,2,0,6,1,1,1,3,2,2,1,0,0,4,2,0,1,2,0,0,1,0,0,3,2,3,1,0,1,1,3,0,0,1,5,1,0,0,0,0,0,8,0,3,0,0,5,1,2,0,0,0,0,6,0,0,0,0,3,2,2,2,5,0,0,0,3,4,1,2,0,0,2,1,4,1,1,3,0,2,0,5,4,2,2,1,4,0,0,0,18,2,2,0,1,3,0,2,3,0,1,0,1,5,1,0,0,0,0,1,0,0,0,0,3,1,0,0,5,1,1,5,0,2,1,3,0,2,0,0,0,1,0,5,3,0,2,1,3,5
S2_spot0110,2,1,2,2,2,0,6,0,0,0,0,1,0,0,5,2,0,0,0,3,1,0,4,0,0,1,8,0,0,1,3,0,4,1,1,4,0,0,1,0,5,1,1,0,2,1,3,0,2,3,0,1,2,0,0,0,0,2,1,0,0,0,3,2,0,1,2,3,0,1,0,0,0,3,2,0,0,1,3,0,0,0,0,7,0,2,4,0,2,0,0,0,1,0,6,0,0,0,1,0,1,7,2,1,1,0,3,0,1,0,1,6,2,8,3,0,2,0,4,0,0,3,4,3,8,2,0,4,2,4,0,1,2,1,4,4,5,2,2,1,3,4,6,2,1,0,5,0,0,0,12,0,0,0,1,0,1,0,2,1,1,1,1,7,0,0,1,0,1,0,2,8,5,0,4,0,1,0,2,0,0,3,0,3,5,5,1,0,3,1,0,0,2,0,2,0,0,0,0,0
S2_spot0111,3,0,0,4,0,0,0,0,4,1,0,2,3,0,13,1,1,12,3,2,1,0,7,1,1,1,5,2,2,2,0,0,0,1,0,1,0,3,0,2,7,0,1,0,2,1,0,1,0,0,0,3,1,0,0,0,0,0,0,3,3,0,0,3,1,0,5,1,0,1,0,0,0,3,1,1,0,0,5,2,2,0,2,1,0,1,0,4,0,0,2,4,0,0,10,0,0,3,0,3,1,0,0,0,2,2,0,5,0,6,0,5,2,7,0,0,0,2,1,3,1,2,3,3,4,0,0,0,0,2,0,0,2,0,3,4,1,1,0,0,3,0,4,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0,4,1,0,0,0,6,0,0,0,1,0,1,2,0,4,0,1,5,0,0,6,2,0,3,0,0,6,4,1,0,4,0,0,1,0,7,0,0,0,1,3,0
S2_spot0112,0,0,2,3,0,0,1,7,0,1,7,4,8,0,10,0,1,0,0,1,0,0,6,0,0,0,12,1,1,0,0,1,0,0,1,0,0,0,0,1,6,2,2,0,0,0,0,0,3,3,0,5,0,0,0,1,3,3,1,3,3,0,0,1,2,0,0,2,0,1,0,1,1,0,3,0,1,3,7,0,1,5,3,4,2,0,2,1,2,1,3,1,1,0,9,1,2,0,0,2,3,0,4,2,0,0,0,3,2,5,0,6,0,0,0,1,0,0,3,1,0,2,3,0,0,1,4,0,3,2,1,0,1,0,4,2,1,3,0,1,2,5,6,2,0,0,4,0,0,2,0,0,1,0,0,1,1,2,2,0,0,1,0,7,2,1,0,2,0,0,0,11,7,2,4,0,1,0,3,0,3,0,1,3,2,0,1,6,4,8,0,0,6,3,3,0,1,0,4,7
S2_spot0113,0,0,0,3,2,0,5,3,0,2,0,0,8,0,14,0,0,12,3,1,0,0,0,1,2,0,0,3,0,1,7,2,12,2,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,4,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,2,0,3,5,0,0,3,5,0,1,0,3,0,0,0,2,5,2,14,3,0,0,2,2,0,3,3,3,4,1,9,3,2,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,0,1,1,2,0,0,3,0,1,0,5,6,2,0,1,7,2,1,0,7,2,2,0,0,0,0,1,3,0,0,4,6,5,1,2,0,0,0,1,0,9,0,0,5,1,0,6,0,2,1,0,0,2,0,6,0,9,3,6,3,2,0,6,0,0,0,0,4,5
S2_spot0114,0,2,1,5,4,0,2,8,8,1,9,1,5,1,11,1,5,0,2,0,2,0,13,0,1,0,8,2,0,1,5,1,0,2,1,0,0,1,1,1,10,2,1,1,2,0,0,2,0,1,2,0,0,2,2,0,2,2,0,4,0,3,3,1,0,0,0,0,1,0,3,0,1,0,0,1,1,2,0,0,2,6,0,8,5,1,0,0,0,0,2,0,0,0,0,0,7,3,1,1,0,15,2,0,0,1,6,0,0,0,0,5,0,14,0,1,0,4,1,0,2,7,6,0,13,0,1,1,0,4,0,0,0,1,0,4,1,3,0,0,2,3,10,1,0,0,5,1,0,0,10,0,0,2,1,4,0,1,1,2,2,2,4,0,0,2,0,0,0,1,1,0,8,2,4,0,0,3,6,1,0,0,0,3,0,9,0,0,5,0,0,3,2,4,4,1,0,0,0,4
S2_spot0115,1,0,0,0,0,2,0,0,5,3,7,2,0,0,0,2,3,0,2,5,1,2,0,0,2,0,5,0,3,0,4,1,1,0,1,0,2,3,1,2,0,0,0,0,0,0,0,1,7,0,2,1,0,0,0,2,0,5,0,9,3,0,0,2,1,0,0,1,0,2,0,0,1,0,0,2,0,0,6,6,0,2,2,0,2,0,0,0,0,0,0,8,0,2,4,1,1,1,1,0,4,4,4,4,4,3,0,3,2,17,3,5,1,4,1,0,0,1,0,2,2,2,2,4,3,0,0,0,0,1,0,0,2,0,0,4,1,2,0,0,0,3,2,2,1,2,0,0,0,1,11,0,6,0,0,2,0,0,3,0,5,4,5,6,0,0,0,0,1,0,0,7,10,0,0,0,0,2,0,0,4,0,0,0,1,0,0,2,0,1,2,1,0,0,0,0,0,1,0,4
S2_spot0116,4,1,0,1,2,2,4,0,0,0,4,0,0,2,0,0,0,0,3,4,0,0,0,0,0,3,8,0,3,0,0,0,0,2,0,4,1,0,0,0,6,1,1,0,2,0,0,3,4,2,0,0,3,0,1,1,5,2,1,0,3,0,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,2,4,5,1,0,0,0,3,3,0,3,6,0,3,0,0,0,1,2,0,4,0,0,2,3,1,0,0,7,1,2,0,2,0,4,0,0,0,3,2,0,0,1,4,1,0,1,0,0,1,0,4,0,0,0,1,0,0,5,8,0,1,11,0,1,1,0,0,0,8,0,5,2,2,0,1,0,3,0,3,1,3,1,0,0,2,0,0,0,0,7,5,0,1,0,0,0,2,1,0,1,0,3,6,0,0,4,1,1,0,0,2,3,6,1,0,0,1,3
S2_spot0117,0,5,0,2,2,1,10,1,3,0,7,0,1,0,4,3,1,3,2,0,0,1,0,1,1,1,4,0,2,0,2,2,3,0,0,4,1,2,1,0,6,1,1,2,1,0,0,0,0,3,3,2,2,5,2,1,1,0,0,6,2,0,2,3,2,0,0,0,0,1,2,1,0,1,3,1,1,2,4,2,2,1,0,3,0,0,5,1,0,3,0,1,1,0,3,0,6,1,2,0,0,3,3,0,1,2,0,0,1,5,4,0,1,0,0,0,0,6,8,0,1,1,0,0,7,0,0,2,0,1,0,0,1,1,0,0,0,3,1,1,7,0,3,0,1,1,0,0,0,2,0,0,1,1,3,1,0,4,10,0,0,1,6,4,0,2,1,2,0,1,0,3,6,1,0,2,1,0,0,0,0,0,2,0,2,6,0,4,0,2,3,1,2,2,2,0,0,0,3,1
S2_spot0118,2,1,2,1,1,0,0,5,2,2,0,1,0,1,0,2,0,0,1,1,4,1,4,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,3,3,4,1,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,3,0,3,0,7,0,1,2,0,0,3,0,2,0,3,2,0,0,1,0,0,2,1,1,0,3,0,6,3,0,0,4,1,0,0,5,2,0,1,1,0,0,2,1,0,2,4,0,0,0,2,0,0,0,0,2,0,5,3,5,0,2,0,0,1,0,0,0,10,2,2,0,1,0,0,0,8,0,0,0,1,3,1,0,0,1,1,1,1,6,0,2,0,0,0,0,2,0,0,1,0,3,3,2,2,0,0,0,0,1,5,2,3,0,0,1,2,0
S2_spot0119,0,1,0,0,1,1,13,1,2,2,7,0,0,0,4,0,0,0,1,1,2,3,0,0,0,0,2,1,2,0,1,2,0,1,0,0,0,0,0,0,9,3,0,0,1,0,0,0,0,1,2,3,0,4,1,1,1,2,0,11,3,0,5,0,0,1,2,0,4,0,4,1,0,2,3,0,0,0,0,4,0,1,5,2,1,0,0,1,0,2,4,1,3,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,3,0,5,2,7,1,0,0,1,0,0,1,1,1,0,4,0,1,5,3,0,1,1,0,0,0,0,0,4,0,3,1,0,3,0,0,1,4,2,3,3,12,0,1,1,2,0,0,8,0,0,2,1,0,0,3,0,1,0,2,0,1,9,4,4,0,0,1,0,2,1,4,2,4,4,2,3,1,1,0,0,0,0,6,3,0,0,1,0,2,0
S2_spot0120,0,1,6,0,1,1,13,5,0,0,6,3,2,1,5,2,2,2,3,1,1,2,7,1,0,0,4,2,1,0,0,1,0,1,2,0,0,0,0,2,11,0,0,0,2,2,1,0,3,0,0,0,2,0,0,2,0,4,0,0,2,0,2,6,2,0,1,0,2,0,3,0,0,3,1,0,0,0,5,0,3,2,4,3,6,2,4,1,0,4,1,0,4,0,6,2,5,0,0,0,1,6,4,3,0,0,1,2,4,7,0,2,0,3,2,0,0,4,0,3,1,0,2,1,2,0,3,1,1,0,0,1,0,0,0,3,0,0,0,1,2,0,1,6,5,0,0,1,0,1,0,0,0,0,0,0,0,8,6,0,2,0,5,0,4,1,2,4,0,1,0,15,0,4,1,0,1,0,0,0,0,2,1,3,1,3,1,4,0,3,3,1,0,2,5,0,1,3,1,0
S2_spot0121,3,2,0,3,0,0,9,4,0,1,6,0,1,0,3,0,1,0,0,0,0,2,0,1,0,2,4,2,5,0,2,0,0,3,0,3,1,0,4,3,8,1,0,0,0,0,1,0,0,0,3,0,3,3,0,4,0,4,1,4,4,1,3,2,1,0,1,0,3,1,0,1,0,2,0,3,2,0,6,0,0,1,4,0,0,4,6,0,3,0,0,3,1,1,2,0,0,0,1,0,0,12,2,1,0,0,0,0,1,8,0,3,0,4,0,0,1,1,6,0,3,3,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,2,0,0,0,0,0,0,8,0,0,6,0,0,1,8,12,1,1,0,7,0,0,2,1,0,1,0,0,0,7,3,4,0,0,0,0,0,3,0,0,6,2,0,1,0,0,0,1,0,3,1,2,0,0,2,4,0
S2_spot0122,0,0,1,0,4,0,11,4,2,3,7,3,3,0,3,3,2,5,3,2,0,0,0,0,1,0,0,0,0,1,2,2,1,0,0,2,0,0,2,3,10,1,0,0,0,0,0,0,0,3,2,0,5,0,0,1,0,3,0,0,2,0,6,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,0,0,0,5,1,2,11,0,0,1,2,3,1,0,3,1,6,0,1,1,1,6,3,2,1,2,3,2,4,8,2,4,0,0,0,1,2,2,3,0,0,0,2,1,0,1,0,2,2,0,0,0,0,0,6,3,1,2,0,0,2,4,2,1,4,0,1,0,0,1,8,0,0,4,3,1,0,6,14,2,0,2,7,2,0,2,0,4,2,3,3,9,0,0,0,0,2,0,2,0,3,1,3,5,0,2,0,1,0,0,5,3,3,0,0,0,0,0,0,0
S2_spot0123,1,0,0,1,2,0,7,5,5,3,0,0,2,1,0,1,0,9,1,0,0,3,0,0,0,0,5,0,0,0,0,0,2,0,0,1,3,3,0,1,0,0,0,0,0,2,0,0,3,0,0,2,3,0,1,0,1,0,0,10,3,0,1,2,0,0,0,0,0,3,8,0,2,0,0,2,2,0,5,11,2,0,9,5,1,0,0,2,3,0,0,0,0,2,1,0,2,1,1,1,3,5,0,5,3,4,0,6,0,9,0,0,0,0,3,2,0,3,0,0,0,1,3,0,6,0,2,1,2,0,1,2,0,0,11,4,0,4,0,5,2,2,2,6,0,0,3,0,2,1,11,0,2,0,1,0,0,4,4,2,2,3,1,0,1,0,1,0,0,1,0,5,0,8,0,0,0,0,0,2,0,4,2,4,2,7,0,2,2,1,0,1,2,1,4,0,1,1,0,2
S2_spot0124,0,1,0,0,6,1,4,6,0,3,0,6,0,2,5,2,3,7,0,5,0,0,0,2,2,0,7,1,0,0,0,4,5,0,1,4,0,3,3,0,0,3,0,1,6,1,0,0,1,0,0,0,2,0,2,1,2,4,0,0,3,3,0,1,2,0,1,0,2,2,0,0,1,1,3,0,2,0,3,9,3,0,7,0,1,6,7,2,0,0,3,3,4,0,3,0,0,0,0,0,2,6,3,0,2,1,0,3,1,0,1,2,0,2,0,2,0,3,2,0,2,2,1,0,3,0,0,0,0,2,1,1,0,0,9,4,2,2,0,4,4,0,0,0,0,0,2,0,1,0,4,0,0,2,1,1,2,0,0,0,2,2,0,5,1,0,0,0,2,0,1,6,0,0,0,0,0,0,0,0,6,2,0,1,2,5,0,0,1,0,0,0,1,5,0,0,1,0,0,1
S2_spot0125,0,2,2,0,1,0,1,1,2,1,7,0,0,0,0,2,0,9,2,1,1,1,5,0,1,0,7,3,2,2,2,3,4,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,3,0,3,0,0,0,2,0,0,1,1,0,0,0,3,0,0,0,0,5,3,2,3,3,1,2,0,3,0,2,1,0,1,3,1,0,0,5,0,1,3,0,1,0,0,1,8,6,1,3,0,1,0,0,1,1,1,4,3,0,0,0,0,1,10,0,3,4,0,0,0,0,2,2,0,2,0,4,0,1,0,3,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,3,0,0,3,0,1,0,0,0,0,0,6,6,0,1,1,0,0,6,0,0,1,0,0,2,3,0,0,0,3,1,1,0,4,0,0,0,1,0,0
S2_spot0126,0,1,0,0,0,0,5,0,5,0,10,0,0,0,6,0,0,5,1,3,0,0,4,1,1,0,6,0,0,0,0,1,0,0,0,6,0,0,0,0,6,0,0,0,2,2,1,0,1,0,3,0,1,0,0,1,0,0,0,7,4,0,6,2,1,0,0,3,1,0,0,0,1,2,1,1,0,0,0,2,1,2,0,1,2,0,0,2,0,0,0,1,3,2,0,0,0,0,3,0,0,12,2,0,0,0,3,0,2,3,0,2,0,3,0,1,0,0,1,3,0,1,2,0,7,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,3,0,1,0,0,1,0,0,0,8,0,1,2,1,0,0,3,4,1,1,0,1,9,0,0,2,0,2,0,0,6,0,2,0,0,1,0,0,0,4,0,1,1,0,2,0,2,3,0,0,0,0,3,4,1,0,0,1,0
S2_spot0127,0,1,1,1,2,0,1,0,0,2,6,0,4,0,4,0,2,5,1,0,0,0,3,0,2,1,0,2,0,1,0,2,0,0,0,4,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2,1,0,1,2,1,3,1,2,0,1,0,0,0,0,1,1,1,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,5,0,5,2,12,0,0,0,1,1,2,0,3,2,0,6,0,0,1,0,1,3,0,1,0,2,2,0,0,0,3,2,2,1,0,0,0,2,0,1,2,0,2,3,3,1,0,1,0,0,0,1,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,0,0,1,0,3,0,0,3,3,2,0,0,0,4,5
S2_spot0128,1,0,0,2,3,0,3,0,0,0,0,0,6,0,16,0,0,13,0,1,0,3,0,0,0,2,0,0,0,0,2,1,0,1,0,1,0,3,1,0,0,1,0,1,1,0,2,3,1,3,2,1,2,1,2,0,0,4,0,8,0,1,5,2,0,0,0,2,1,0,2,1,1,3,2,0,2,1,2,7,2,3,0,0,2,0,0,0,0,0,5,1,2,5,13,0,2,2,0,0,0,9,0,1,0,0,4,0,2,2,2,2,0,6,0,0,0,2,2,1,0,0,3,0,4,1,0,1,1,2,0,1,2,0,3,3,2,3,0,3,3,4,0,2,0,1,2,0,1,0,7,6,0,0,2,1,0,6,2,2,1,1,2,0,1,0,0,1,0,0,4,9,3,3,2,2,0,2,1,0,0,0,2,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,2,1
S2_spot0129,1,0,0,1,1,0,0,1,4,1,9,2,4,0,7,1,2,8,1,1,0,1,1,0,0,1,9,0,0,0,3,0,0,0,0,0,1,1,1,1,12,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3,0,2,1,1,4,1,5,2,0,0,0,1,0,0,2,0,0,7,0,0,1,0,0,2,1,2,2,2,0,0,4,3,1,0,0,0,3,0,5,1,1,0,0,0,0,0,0,1,1,0,2,3,1,1,2,0,2,7,1,0,0,1,1,4,1,1,1,1,6,0,1,1,2,0,0,0,0,0,1,0,0,2,0,4,0,0,0,3,1,0,3,1,0,1,10,2,0,0,0,0,0,2,4,0,0,0,0,0,2,1,1,1,0,1,0,10,0,3,0,3,0,3,3,0,0,0,0,0,1,2,0,1,5,3,0,0,2,6,2,0,0,0,2,3
S2_spot0130,1,0,0,3,0,0,5,0,1,2,0,0,2,0,13,0,0,11,3,0,2,3,2,0,0,2,7,0,2,0,0,2,2,0,0,0,0,1,1,1,10,0,0,1,1,0,0,0,2,3,0,1,3,2,0,0,2,3,1,3,1,3,1,2,2,0,2,0,2,1,0,1,3,2,0,0,3,0,2,6,2,0,3,3,1,0,0,0,0,0,3,0,0,1,2,1,1,1,0,1,1,17,0,1,1,0,0,0,0,9,1,7,2,6,0,0,2,0,2,1,0,2,2,2,6,2,2,0,0,5,0,0,1,2,4,4,3,0,0,0,4,6,5,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,5,2,2,2,0,0,0,1,1,3,1,0,6,0,0,0,0,0,1,0,5,2,2,4,0,3,0,7,1,2,0,4,5,0,0,0,0,0,0,0,1,2
S2_spot0131,1,0,2,1,7,0,5,8,0,2,8,0,2,0,0,0,2,6,0,2,0,0,1,0,0,0,5,2,2,1,0,0,1,3,4,7,2,0,0,1,0,2,1,0,1,0,0,0,1,0,3,5,4,0,0,2,6,0,0,9,1,2,2,0,0,0,2,0,3,0,0,0,1,0,1,1,0,1,0,6,2,1,0,8,2,0,5,2,2,0,5,6,5,3,5,1,3,0,0,1,4,3,0,3,0,3,0,0,2,10,0,0,1,4,0,0,0,3,2,5,0,1,0,4,1,3,3,1,2,0,0,0,3,1,0,5,0,1,0,5,7,3,3,3,0,1,1,3,2,0,12,1,0,2,3,3,1,2,6,3,4,0,3,0,1,3,0,0,1,0,1,7,8,6,3,2,1,0,2,1,2,3,0,1,0,0,2,4,1,4,2,0,3,0,1,0,0,2,4,2
S2_spot0132,1,0,1,0,7,1,3,3,6,0,7,0,0,0,0,0,3,8,1,4,0,0,0,0,3,0,0,1,0,0,1,2,3,0,0,6,0,3,2,0,10,0,0,1,3,0,0,0,0,3,1,1,3,1,2,0,3,3,0,8,0,0,0,2,1,0,0,0,0,2,3,1,2,0,0,0,1,0,0,0,0,2,8,0,0,2,0,1,3,1,2,5,0,0,0,2,0,0,0,0,4,0,1,1,1,2,2,6,2,16,0,2,2,0,1,0,0,1,3,2,3,2,0,3,3,3,3,0,4,6,0,0,5,0,11,3,0,2,0,6,7,1,2,0,1,1,2,0,1,3,13,1,1,1,4,2,0,0,6,1,3,3,2,0,0,2,1,0,5,0,3,0,4,4,3,0,0,1,3,0,0,0,0,0,0,6,1,0,0,0,1,1,3,2,4,0,0,0,0,4
S2_spot0133,4,0,4,2,4,0,0,0,0,3,5,3,1,0,0,5,1,0,1,0,1,0,1,0,0,1,0,1,2,2,2,0,3,0,0,3,0,0,2,3,0,0,0,2,3,0,0,0,6,2,0,1,1,0,0,3,1,3,1,5,0,5,5,0,1,0,0,1,4,0,2,0,4,0,5,0,0,1,7,3,2,3,4,0,4,1,0,1,1,3,5,0,4,2,7,0,0,1,2,0,0,8,4,0,0,0,0,6,0,6,0,3,0,7,2,3,0,0,8,0,0,3,4,0,10,1,0,0,0,2,0,0,2,1,0,3,0,3,0,0,4,7,0,4,0,1,2,0,3,0,19,0,4,4,2,1,0,10,0,0,0,0,6,2,3,1,5,0,2,3,1,0,7,0,5,0,0,1,2,1,4,0,1,3,1,5,0,5,2,0,9,0,6,3,1,0,0,2,0,4
S2_spot0134,3,0,1,3,3,0,8,6,2,0,13,0,2,2,10,5,3,6,2,3,0,0,4,0,3,1,1,0,2,0,0,1,0,0,1,0,0,4,1,0,7,1,0,0,1,1,1,0,2,1,3,0,3,0,0,0,0,0,0,8,3,0,3,7,0,1,0,0,3,0,0,0,1,0,2,0,0,0,6,0,0,0,4,1,1,3,5,1,0,1,1,3,3,0,0,2,0,0,0,4,5,0,4,2,0,0,3,4,0,9,0,0,0,0,1,2,1,3,5,2,0,1,1,0,0,0,1,2,2,0,0,1,2,0,2,0,3,1,0,2,1,0,2,0,0,2,2,4,2,0,12,0,1,3,1,2,1,6,10,1,2,1,0,0,0,1,1,1,1,0,1,8,7,2,1,0,0,0,0,0,2,0,3,2,2,6,0,3,0,0,0,0,0,1,0,0,0,0,5,4
S2_spot0135,2,2,0,0,3,2,13,3,1,0,13,5,0,0,5,0,3,6,1,2,4,3,2,0,0,2,0,2,0,2,3,0,0,1,2,3,1,0,6,5,0,0,0,0,0,0,0,1,4,3,0,4,0,1,0,1,1,3,0,8,0,4,0,0,1,0,1,1,0,0,0,1,0,2,0,3,0,0,0,3,0,3,0,5,4,0,8,0,4,1,0,5,1,1,7,1,5,0,0,2,0,3,0,1,1,1,0,0,0,11,0,5,0,9,1,0,0,7,0,3,0,1,3,2,0,1,4,1,3,4,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,0,1,1,11,2,0,1,5,2,0,9,16,2,4,1,5,3,0,2,3,7,0,0,1,0,13,3,0,0,2,3,2,0,0,4,0,3,0,5,0,2,0,3,6,3,9,0,6,0,0,2,2,0
S2_spot0136,2,0,1,1,2,2,0,0,2,3,0,4,4,0,2,0,2,3,0,0,0,0,4,0,1,2,4,0,2,0,3,0,1,0,1,0,0,0,3,2,0,2,0,0,3,1,1,0,5,3,1,1,0,3,0,0,1,1,0,0,0,0,0,3,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,4,4,1,1,4,0,2,0,3,1,2,1,1,0,6,0,3,0,1,0,0,8,5,4,2,3,1,0,2,2,5,0,0,1,2,2,7,0,4,7,3,2,2,1,2,1,5,0,1,1,0,0,5,3,0,2,1,1,3,2,1,1,16,0,2,0,2,2,2,3,0,0,2,0,0,0,0,1,2,0,0,1,1,6,0,0,3,0,0,1,0,0,1,2,0,0,1,0,2,0,2,2,2,3,3,3,0,0,0,1,2,3
S2_spot0137,1,0,0,1,0,0,6,2,2,1,5,1,0,0,0,4,0,7,0,1,0,0,1,1,0,0,2,0,3,0,0,3,2,1,0,0,1,0,0,0,8,0,0,0,1,0,1,0,2,0,0,0,0,4,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,3,0,3,0,3,5,0,0,1,1,2,0,0,2,0,2,0,0,0,2,1,0,1,0,1,0,0,3,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,1,0,5,0,0,0,3,1,2,1,0,3,0,0,0,0,2,2,0,0,0,1,1,0,0,2,4,0,0,0,0,0,10,2,1,2,0,2,1,4,5,1,3,0,5,3,0,0,3,0,0,0,1,0,6,1,0,0,0,0,0,0,3,1,2,2,3,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0
S2_spot0138,0,2,5,0,0,0,5,4,3,0,9,0,0,0,4,1,0,5,2,0,2,0,0,0,3,0,7,3,0,0,0,1,1,0,0,0,1,0,4,3,6,1,0,0,0,0,0,4,0,1,1,0,3,3,1,0,5,0,1,3,1,3,0,1,0,0,1,0,2,0,3,0,0,0,0,0,1,1,2,6,5,3,0,0,0,2,8,0,1,0,0,1,0,0,4,0,2,1,0,0,0,0,4,0,0,1,1,2,2,7,1,1,1,10,2,3,0,1,0,0,0,0,0,0,6,1,0,0,3,0,0,0,1,0,5,1,0,0,0,2,0,5,0,5,1,1,3,0,0,1,10,0,1,4,0,1,0,4,5,1,0,0,0,0,1,0,5,2,1,1,2,0,8,0,0,1,1,1,3,1,0,0,0,0,0,4,2,3,2,0,4,0,5,3,0,2,0,1,5,2
S2_spot0139,5,1,0,0,3,0,2,0,1,2,0,0,3,1,7,0,1,0,0,4,0,0,3,0,1,0,0,0,2,0,3,0,2,3,0,4,1,1,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,2,2,2,0,0,4,0,2,0,2,0,0,2,0,0,2,1,0,1,2,0,0,0,2,1,8,4,0,0,2,2,0,1,0,2,0,0,1,3,0,5,0,2,0,2,0,0,0,2,2,2,1,1,5,3,14,0,1,0,3,0,0,2,3,0,0,1,0,2,2,3,0,6,1,0,2,2,1,4,0,0,4,0,0,0,0,0,4,1,3,2,0,0,1,0,0,7,0,0,2,2,0,0,1,5,2,0,0,0,1,0,1,0,0,2,0,3,0,3,3,0,0,1,1,0,0,1,0,0,1,0,0,0,3,3,0,1,0,1,0,0,3,0,0,7,0
