"geneSymbol","GSE_A_S01","GSE_A_S02","GSE_A_S03","GSE_A_S04","GSE_A_S05","GSE_A_S06","GSE_A_S07","GSE_A_S08"
"LOC127890004",3.316,8.684,7.021,6.452,8.069,6.373,7.458,8.248
"LOC127818533",6.349,7.263,7.233,8.242,7.532,9.412,8.322,8.061
"LRRC37A14P",7.392,9.108,5.694,6.116,5.426,7.619,10.17,5.084
"CTAGE10P",8.158,6.923,8.514,7.603,6.708,9.962,8.597,8.354
"LOC127402137",7.359,7.733,5.295,3.063,5.198,6.852,7.84,6.592
"LOC129931245",7.28,8.767,7.49,6.118,9.891,5.966,8.672,7.638
"LOC127269782",7.139,6.482,5.786,6.609,7.43,5.572,8.613,8.802
"LOC127273124",7.244,8.54,6.129,8.567,9.554,8.243,9.361,5.68
"C16orf89",7.312,5.823,6.631,6.001,7.814,5.838,7.901,8.496
"LOC124902773",4.002,7.641,6.847,7.632,6.865,6.499,6.293,9.942
"MAFD2",5.792,5.643,5.7,6.271,5.694,7.492,6.467,7.753
"LOC105374115",7.863,6.857,4.937,6.048,4.72,5.78,8.414,8.619
"LOC124902623",9.145,4.637,7.038,8.532,5.476,8.338,5.694,6.338
"CACNA1D",9.568,7.64,10.759,6.312,4.659,7.536,7.024,6.241
"AIDAP1",7.62,7.152,6.475,7.492,8.478,6.105,7.623,9.279
"LOC129994955",7.529,6.912,8.081,5.615,6.854,9.219,8.61,9.185
"H4C9",8.29,7.88,7.472,6.447,9.695,8.975,8.194,8.362
"GOT2P7",6.715,7.702,8.191,7.408,6.701,9.58,6.443,6.258
"LOC124901206",6.443,6.01,5.909,7.977,8.434,5.862,5.917,5.439
"RHOG2P",7.218,7.639,7.987,7.556,7.2,9.328,8.663,6.251
"LOC127824835",7.298,6.199,8.154,6.682,6.565,6.772,9.302,7.92
"LOC130007097",7.331,5.395,7.636,6.046,11.273,7.871,6.114,6.427
"LOC127830553",6.341,7.913,5.304,2.838,5.372,7.205,7.643,8.104
"C2CD4D-AS1",7.017,6.496,7.951,8.15,8.613,7.743,7.393,9.494
"LOC130060271",6.764,6.363,6.623,5.12,7.127,5.615,7.119,7.334
"LOC129992292",4.576,5.678,5.591,7.444,5.435,7.201,7.064,8.857
"LOC107988042",4.93,6.571,6.598,8.922,6.319,6.993,6.43,9.774
"LOC100130298",8.387,7.619,6.46,5.156,7.148,5.423,6.008,4.979
"LOC127897141",7.415,6.24,7.962,5.499,6.439,7.384,6.471,8.672
"LOC127399688",4.201,4.063,8.235,5.477,4.813,7.068,5.663,7.697
"TMEM60",7.656,8.707,8.248,7.903,7.49,7.784,5.138,3.877
"LOC105372592",8.103,6.663,8.096,10.4,7.879,5.591,7.619,8.792
"LOC127895604",4.929,6.909,6.016,8.221,6.268,7.732,5.634,6.904
"LOC129388753",4.579,6.247,4.813,8.025,5.503,6.008,6.909,5.989
"ANKRD13D",5.408,7.624,5.009,5.907,6.286,8.359,7.939,7.234
"LOC124906928",7.022,9.542,7.957,7.118,6.428,9.608,8.011,6.259
"MESTP1",6.991,6.088,6.442,8.675,10.557,9.029,7.793,7.252
"RNU6-300P",5.966,6.377,5.365,6.902,7.149,5.827,5.687,6.805
"LOC127885249",8.786,9.108,7.358,4.698,8.18,8.24,7.001,6.758
"LOC121725024",6.31,7.148,5.973,7.296,8.903,7.023,5.631,4.159
"HNRNPA1P42",8.267,6.708,7.594,7.045,5.184,9.371,6.772,5.876
"LOC130009637",5.268,8.868,6.067,7.497,7.302,6.617,5.609,7.957
"LOC127819621",8.963,7.368,6.575,5.848,8.712,7.384,6.465,6.889
"LOC127829465",7.558,6.88,9.5,5.956,7.496,6.816,8.166,10.25
"LOC130066292",7.233,7.228,6.73,6.669,6.942,7.983,9.309,9.93
"EIF1P2",7.893,6.803,10.281,8.16,6.846,5.906,8.284,8.01
"LOC130002228",4.259,7.189,8.087,8.719,8.951,11.166,5.482,9.068
"LOC130006187",6.919,8.492,8.488,8.522,6.976,8.511,8.311,6.375
"LOC127397179",7.568,6.601,7.942,6.467,5.307,8.266,9.254,4.909
"LOC127402875",8.192,8.511,8.261,5.638,7.74,7.857,6.889,4.794
"ZACN",5.072,7.958,9.065,6.255,5.501,5.188,3.468,5.938
"RN7SL368P",5.125,7.763,7.241,6.074,5.461,4.308,6.229,8.38
"LOC127819579",10.008,7.757,8.361,6.008,7.13,6.226,6.322,6.62
"LOC105370058",8.195,8.07,7.2,7.098,8.176,6.4,6.664,7.34
"HPCX2",7.544,7.316,6.15,8.743,7.73,7.032,6.389,6.371
"LOC130063753",5.437,6.187,5.665,6.949,8.539,8.138,6.735,5.824
"LOC127818169",8.989,6.888,6.962,9.49,7.467,6.598,8.743,7.914
"LOC127457817",7.081,3.768,5.568,6.096,7.177,9.511,5.749,5.39
"PKP2P1",7.872,7.522,6.736,8.619,6.277,7.943,7.938,6.576
"LOC127408814",4.194,5.011,9.217,9.276,8.833,5.774,7.948,4.194
"LOC127457437",6.771,5.776,6.071,8.104,6.47,6.085,7.761,7.247
"LOC127817424",6.575,6.011,6.708,8.763,7.507,7.724,8.154,6.74
"LOC126859874",7.938,8.731,8.039,7.646,8.476,7.233,7.384,8.953
"LOC127891723",8.586,9.601,4.403,6.569,6.373,10.003,7.298,5.826
"LOC129935615",7.334,4.641,4.092,5.732,5.548,6.54,6.617,5.132
"LOC127267749",6.623,7.979,7.17,5.794,5.109,7.934,5.93,7.065
"LOC129994782",8.416,4.697,4.13,9.048,5.864,8.516,9.433,6.669
"LOC129931115",6.87,6.675,6.096,6.696,5.335,6.62,6.34,8.108
"SLC22A20P",5.968,5.787,4.289,7.434,7.342,4.484,5.573,6.909
"RNU6-746P",4.48,8.563,8.996,5.798,5.759,8.523,4.919,6.178
"LOC127399571",7.96,4.018,6.988,9.465,6.7,6.657,7.872,8.614
"MIR4436A",7.084,6.131,8.629,9.488,7.959,6.027,9.028,9.481
"LOC110599582",6.978,7.428,6.416,7.9,5.468,6.647,6.802,6.204
"LOC127276012",6.454,6.603,6.161,6.241,7.685,8.016,8.159,7.667
"LOC129932615",8.333,3.996,7.151,4.834,7.636,6.268,9.465,7.855
"NPM1P47",6.115,7.445,8.742,8.526,6.255,3.723,9.376,7.645
"LOC130066028",7.869,7.087,6.849,8.754,7.779,7.405,5.295,6.69
"LOC129930374",2.603,8.291,5.573,6.842,7.968,5.769,5.093,5.657
"LOC127891654",8.768,6.931,8.119,7.646,8.196,6.202,5.118,6.69
"LOC127401688",6.003,8.693,7.49,7.239,6.355,6.096,8.783,7.677
"KIAA1671",6.839,6.481,7.407,8.11,4.779,5.405,8.958,8.527
"TRR-TCT3-1",8.643,8.228,9.536,7.93,9.337,6.017,6.765,10.793
"CCNB3P1",5.817,4.692,7.962,8.6,8.801,7.244,7.634,6.698
"TMEM209",7.826,6.73,5.811,6.796,7.038,7.8,6.881,7.411
"LOC127891415",7.661,4.802,5.733,7.138,6.373,5.768,7.533,7.715
"LOC127891943",6.461,8.34,7.693,6.362,6.349,9.645,3.893,5.01
"LOC127403023",5.787,9.033,7.232,6.732,6.383,5.094,6.35,7.524
"RPL27AP4",6.623,4.193,5.587,8.885,9.067,6.612,4.739,8.401
"LOC130056395",7.689,7.112,8.494,4.45,6.298,6.695,6.268,6.833
"LOC127273533",6.364,8.837,8.734,6.631,4.781,8.333,8.041,6.776
"LOC129390547",8.613,6.629,8.709,9.613,6.157,8.554,7.561,6.196
"MIR887",7.791,10.672,6.392,6.865,7.196,5.428,7.14,7.511
"PTENP1-AS",9.379,6.409,7.508,7.24,6.284,9.504,7.842,7.149
"LOC130009010",7.775,8.095,6.302,4.435,5.305,5.786,6.438,6.089
"LOC125177522",5.056,5.37,6.761,6.724,8.087,6.446,3.843,8.576
"LOC127828614",7.947,6.787,3.003,6.724,8.22,4.839,6.062,7.096
"LOC129390948",8.294,5.413,9.043,5.321,4.814,7.432,8.904,9.524
"LOC129661075",8.214,6.961,5.285,6.934,9.376,9.25,8.201,7.346
"LOC130000311",7.326,8.839,7.865,9.21,6.259,10.925,6.03,6.688
"LOC130055793",6.9,7.657,4.936,10.285,8.648,7.817,8.1,7.52
"LOC132205966",7.344,5.96,6.754,7.664,6.375,9.513,6.876,6.751
"LOC129998053",9.317,7.309,6.362,3.611,9.493,5.132,5.811,5.709
"LOC129930531",6.353,5.554,5.894,7.329,6.597,8.869,9.17,5.539
"LOC130059262",8.06,7.196,8.572,5.902,6.248,7.045,6.853,7.098
"OLA1P3",3.914,7.821,6.159,5.342,9.285,5.853,6.35,3.994
"LOC124902071",6.69,6.719,8.864,7.062,5.605,6.613,7.052,5.789
"LOC130006879",6.439,8.466,5.532,6.089,6.49,9.876,4.209,9.377
"LOC124900566",6.054,7.328,8.241,5.942,4.425,9.431,6.839,7.554
"NDRG4",5.457,7.203,6.318,7.215,7.86,8.109,7.979,6.734
"LOC127405794",6.604,6.03,5.557,5.137,7.438,6.927,8.897,9.176
"LOC127271078",7.393,6.929,6.162,6.723,7.435,6.883,6.476,5.904
"LOC129660293",5.364,7.644,9.246,8.015,9.666,5.979,5.079,6.834
"LOC127889643",7.529,8.481,7.583,8.74,7.415,7.606,6,7.652
"LOC127457749",8.291,6.9,6.386,3.982,6.453,5.681,6.237,7.632
"LOC124906113",6.312,7.958,6.708,6.372,7.868,9.469,5.358,7.118
"LOC127273693",5.726,7.978,8.15,4.244,5.283,6.049,7.927,8.063
"LOC127405706",6.134,7.765,6.599,5.534,7.725,7.4,9.251,7.212
"PATE3",6.416,7.421,8.141,4.426,7.056,7.216,7.41,5.677
"RAB11AP1",8.11,10.422,4.716,5.053,8.581,6.988,6.159,7.215
"LOC129663721",7.071,7.271,8.787,7.61,7.844,7.198,5.56,8.189
"LOC127458206",5.236,7.469,6.34,9.196,7.463,4.779,5.869,5.678
"LOC130006227",7.655,6.764,8.78,4.899,6.461,5.675,7.181,7.278
"LOC127898331",7.486,4.439,7.12,9.837,6.749,5.938,6.833,6.95
"RNU6ATAC11P",7.574,5.122,5.189,7.123,7.674,8.038,6.95,6.958
"MTCO3P8",6.418,5.801,7.581,4.204,6.462,9.656,7.231,8.22
"LOC116309137",6.388,7.677,8.433,8.788,8.54,6.618,6.039,5.917
"LOC130059384",5.944,7.021,6.525,7.032,7.784,8.295,4.017,5.239
"LOC130004633",6.139,6.785,8.052,10.147,8.196,6.659,7.741,4.582
"LOC127400085",5.925,6.71,7.29,6.985,10.352,9.703,4.951,6.956
"LOC129997622",4.336,5.665,6.275,6.232,7.278,6.594,9.633,8.208
"LOC124901601",9.139,8.852,6.116,7.455,6.856,5.718,7.148,6.024
"LOC129937390",8.414,7.344,8.519,6.693,6.15,7.105,6.477,6.335
"LOC130008239",6.456,7.399,7.529,7.747,4.55,7.669,7.286,6.79
"MTCO2P23",6.989,6.001,6.764,8.068,6.309,7.512,8.026,8.609
"LOC130007966",9.154,6.596,6.941,7.312,3.112,7.652,7.825,7.633
"LOC127272497",6.259,8.465,7.178,7.143,7.342,7.743,8.14,7.072
"LOC130068554",6.452,9.511,7.159,4.384,7.371,4.947,5.859,5.208
"LOC129994573",5.271,5.606,7.288,7.053,5.96,4.736,4.453,5.086
"SPDYE12",6.285,6.595,5.261,6.7,5.688,6.282,9.095,7.426
"LOC130007437",6.847,6.628,4.41,5.524,6.479,6.507,7.32,7.254
"LOC130058078",6.826,5.488,4.681,7.232,6.093,5.267,7.755,6.81
"LOC124903503",7.207,5.999,7.737,5.528,7.321,8.174,6.974,7.177
"LOC129935262",6.577,7.803,4.039,8.108,8.769,7.538,4.596,7.272
"LOC121832839",9.47,6.937,6.353,5.783,7.478,6.799,8.491,7.381
"LOC125177510",6.042,6.911,5.927,5.788,9.382,7.886,8.564,5.23
"LOC121725051",7.123,7.808,7.095,7.025,7.115,5.016,8.357,7.098
"LOC112267890",8.948,6.124,4.647,5.69,7.925,9,7.562,4.54
"OR4C6",7.549,5.99,8.234,7.211,6.781,7.605,9.294,7.098
"LOC127883264",8.516,9.79,5.336,7.013,6.076,11.062,7.629,6.197
"LOC112872298",7.583,5.719,7.81,8.459,6.422,8.973,5.998,5.847
"TEX44",5.709,9.125,9.984,6.85,7.095,5.271,6.009,8.671
"DAAM2",8.185,5.642,8.11,5.858,6.071,7.896,7.375,7.92
"LINC01479",6.484,8.229,5.635,6.244,5.21,7.95,6.74,5.863
"LOC127408460",8.195,8.48,8.113,9.749,7.913,7.573,10.769,6.52
"LOC127820832",7.142,6.285,7.547,6.78,4.54,7.57,5.522,7.2
"LOC127892946",5.157,7.34,8.313,5.19,8.749,7.291,9.207,5.034
"LOC127884231",8.413,4.911,9.163,7.132,5.768,7.228,5.315,7.737
"LOC124903843",6.293,7.95,7.039,7.229,7.704,7.473,6.661,7.899
"RPL7P19",8.073,8.051,6.562,8.349,6.62,8.387,7.165,5.255
"LOC127827114",5.844,2.673,5.213,8.629,9.5,8.115,7.143,8.756
"LOC124908702",7.501,7.554,7.494,6.114,9.441,6.986,6.617,8.864
"TSR1",6.029,5.291,10.319,8.923,7.436,6.317,7.381,5.747
"LINC01727",8.22,6.94,9.533,6.352,7.887,6.491,6.072,5.18
"LOC130004001",6.726,5.884,5.882,7.289,7.274,6.956,5.493,6.427
"LOC132089607",6.947,6.079,8.06,7.545,6.472,6.911,8.913,7.967
"GOLGA7",6.719,7.146,6.277,7.009,6.117,8.082,7.314,8.164
"LOC129931153",5.392,5.96,5.615,6.731,6.168,6.379,6.465,5.809
"LOC121832838",8.578,8.162,6.715,6.256,7.058,8.832,5.781,5.648
"LINC02915",3.446,7.498,8.537,8.043,8.973,6.88,7.182,9.958
"LOC130004364",4.533,5.916,5.725,6.203,6.21,8.308,7.704,7.336
"LINGO1",5.577,8.611,6.827,8.876,7.449,6.247,3.959,8.385
"LOC129997690",7.938,5.803,7.866,8.658,6.553,3.735,6.102,5.665
"LOC124900312",7.329,8.086,6.554,8.582,5.578,7.586,7.56,6.626
"LOC127830104",5.837,9.193,8.123,6.329,7.963,7.277,5.905,7.224
"LOC127407149",9.392,5.812,7.886,8.734,6.772,8.018,7.737,9.953
"LOC127890772",8.104,7.183,6.159,7.825,5.909,8.229,8.029,5.168
"LOC129388889",9.413,5.543,4.846,6.341,5.827,6.797,3.128,5.271
"LOC127822735",6.089,6.704,9.966,6.947,10.465,12.032,6.741,7.739
"LOC127896909",8.037,5.439,6.749,6.09,8.351,7.44,4.819,8.213
"LOC342784",7.771,7.324,7.097,6.107,6.393,6.362,4.296,6.065
"LOC127894946",3.884,4.435,10.523,8.742,5.412,7.752,8.186,7.028
"LOC127825072",6.619,7.082,6.455,7.146,5.68,5.125,7.943,6.862
"LOC130066895",5.073,7.841,5.405,7.215,7.118,6.945,7.527,9.226
"RPL31P5",7.991,7.823,6.676,7.265,7.689,7.239,7.962,9.774
"LOC108178987",8.989,6.332,8.035,3.22,6.756,7.997,7.64,5.279
"RAPGEF3",4.903,7.033,3.94,6.15,3.5,6.008,7.191,7.504
"LOC129935567",8.116,7.321,7.08,7.609,7.431,8.498,7.706,4.065
"LOC124905368",5.934,4.572,7.344,7.285,6.592,7.609,9.092,7.723
"LOC124625839",7.234,2.66,5.262,8.426,8.725,5.825,6.111,8.862
"LOC129661632",4.865,4.988,6.384,6.1,5.668,7.84,6.533,7.569
"LOC127268093",5.669,7.049,6.108,7.611,8.601,6.192,6.4,7.8
"LOC125146439",6.657,7.747,3.774,6.622,8.871,7.121,8.174,6.72
"LOC127405234",3.668,6.694,6.922,8.695,5.166,6.177,7.634,7.018
"LOC127815376",6.15,7.203,7.634,8.656,7.835,6.161,6.556,5.759
"LOC127401518",8.003,6.346,7.759,5.187,7.636,9.088,5.457,6.359
"SPTBN2",4.092,6.73,6.069,5.7,8.398,9.126,7.892,9.156
"LOC110120896",6.242,5.686,5.575,6.601,9.865,8.137,6.072,7.811
"HMGN1P38",9.228,6.602,11.276,5.063,8.385,5.541,6.206,5.875
"LOC127829378",7.254,4.966,7.791,7.428,2.752,6.745,9.486,7.435
"LOC130068022",8.674,6.878,8.495,7.894,6.026,7.019,8.785,8.171
"HEATR3-AS1",5.191,7.768,7.398,8.393,5.747,7.114,7.368,4.209
"LOC127276280",8.522,8.362,7.359,5.969,6.677,4.477,8.734,5.651
"LOC100130612",7.97,8.528,5.688,8.663,6.222,7.121,5.861,5.624
"LOC127825107",6.83,7.356,5.085,5.958,8.2,6.6,6.598,7.784
"LOC130002523",5.304,7.528,6.695,7.391,6.098,7.889,6.784,4.812
"LINC02751",7.459,5.985,9.409,8.186,5.654,7.167,9.907,6.45
"LOC130008835",6.012,6.167,5.596,7.237,6.041,6.176,7.363,8.074
"LOC130056032",6.137,9.561,6.023,8.515,6.893,5.032,6.199,5.348
"LOC113174991",6.724,5.58,4.507,4.592,7.647,5.273,8.914,6.251
"SNORD116-7",10.022,6.218,5.725,7.773,7.879,5.271,4.906,6.641
"RNU6-940P",7.12,6.212,5.95,7.537,10.139,7.184,8.978,7.439
"FAM180A",7.966,6.05,7.764,8.277,6.62,4.821,6.128,3.566
"LOC127829521",7.947,5.986,6.737,6.726,6.419,6.81,6.973,5.22
"LOC129932145",8.052,6.971,7.346,8.772,10.8,5.92,6.973,7.679
"LOC127405689",10.216,8.307,7.627,6.957,6.307,8.229,8.949,4.856
"LOC126862045",9.08,10.513,6.876,7.829,5.947,6.38,7.994,6.827
"LOC105378660",4.932,7.691,7.043,7.003,7.443,5.517,5.862,7.159
"LOC124905491",4.429,6.174,8.786,6.108,7.3,7.873,7.426,7.806
"SMC2-DT",6.69,6.453,6.28,6.911,6.668,7.751,7.351,7.644
"LOC127892217",6.588,8.256,7.118,9.327,8.545,8.46,5.491,7.248
"FHP1",6.888,10.396,6.49,9.447,8.006,6.361,4.631,8.953
"LOC129660837",4.66,7.727,8.921,5.143,7.335,5.579,8.041,7.13
"LOC112543454",8.011,10.276,7.207,6.871,8.773,6.956,6.542,7.924
"LOC128966694",5.46,9.037,3.355,7.004,7.971,5.828,9.38,6.742
"RNU7-86P",6.676,7.68,4.534,9.027,8.92,6.962,5.36,8.198
"LOC132088733",7.427,8.768,5.439,6.788,8.724,7.656,6.592,6.429
"LOC127407172",8.401,5.698,7.268,8.212,7.816,6.066,9.042,8.427
"LOC129996759",6.338,8.916,6.515,7.211,5.083,4.932,6.983,7.5
"MOSMO",6.981,8.688,6.582,5.77,7.882,6.196,6.041,8.304
"LOC127888500",5.821,6.348,8.109,5.335,6.186,7.794,5.845,8.211
"LOC105375470",5.756,6.586,7.855,6.17,6.748,6.474,6.204,6.212
"LOC127825357",7.195,4.414,8.722,6.114,6.982,6.21,7.211,6.461
"LOC127400954",5.84,5.383,5.548,8.044,6.014,9.664,8.081,6.526
"ALPI",6.29,7.272,5.869,6.461,9.329,6.339,10.118,9.335
"LOC105378848",5.19,8.339,9.528,9.055,4.508,8.46,7.91,7.008
"LOC129660698",5.628,6.002,5.776,6.32,5.393,5.902,5.961,7.004
"LOC127268235",5.002,7.79,8.637,7.122,5.277,7.245,4.445,9.668
"LOC127820434",7.155,7.444,5.423,7.375,7.786,5.788,7.196,6.297
"LOC127817928",5.954,6.644,6.123,8.736,7.88,8.479,6.484,7.464
"LOC130005204",5.908,5.732,6.538,4.851,6.308,6.681,7.078,7.068
"LOC129934281",7.082,7.048,6.456,5.481,6.83,7.61,7.48,6.116
"LOC130055353",8.775,8.151,8.075,7.318,8.214,4.4,6.98,6.042
"LOC127820320",8.358,6.441,6.193,7.815,5.178,6.832,7.845,6.087
"LOC127400523",5.543,8.341,8.308,7.764,5.953,7.36,8.207,7.521
"ZDBF2",8.17,6.235,4.891,8.26,5.81,5.951,5.142,8.569
"LOC129661897",4.312,4.27,5.24,7.699,8.484,4.332,7.635,6.521
"LOC127897358",5.422,4.047,6.85,5.21,7.482,6.333,5.466,6.498
"LOC126861947",7.941,8.237,9.022,9.465,4.586,8.058,5.41,5.378
"ST13P1",8.955,6.431,8.559,6.021,6.322,8.184,6.12,7.745
"LOC127826285",6.629,8.82,6.273,6.63,6.468,7.578,7.187,7.155
"LOC127824600",5.043,6.188,7.475,8.909,8.087,8.702,8.364,6.969
"BICDL3P",6.677,6.976,6.211,7.724,8.113,9.006,6.712,7.146
"USP17L4",6.253,6.562,9.724,6.284,5.466,5.814,5.262,6.449
"LOC127815338",4.003,6.772,6.401,7.477,6.968,7.497,9.162,6.206
"LOC129998176",4.621,7.314,5.846,7.702,4.949,6.367,6.649,7.485
"LOC127401788",7.266,4.596,6.458,6.782,8.932,6.504,6.209,8.502
"LOC129938122",4.997,6.385,8.113,7.624,5.651,7.148,8.491,7.969
"LOC129388521",8.964,5.201,6.757,5.146,5.847,6.848,8.169,8.792
"LINC03065",5.899,7.304,6.129,7.925,5.058,6.023,6.621,7.578
"LOC132089710",6.276,6.055,7.689,6.531,4.982,8.619,4.483,5.675
"LOC127827723",9.994,8.83,8.129,5.837,10.174,8.744,5.49,8.03
"LOC129994903",9.352,6.819,5.407,5.63,6.881,6.143,7.374,7.634
"LOC127829532",5.679,9.079,8.238,7.93,9.55,7.825,4.464,7.962
"LOC130004756",8.053,6.387,7.252,8.239,6.384,7.193,6.637,8.558
"MYL6B-AS1",4.662,6.544,7.559,4.347,7.077,7.229,4.346,8.78
"LOC124906500",5.105,6.844,5.208,8.539,5.688,7.902,7.189,6.361
"LOC127271086",5.62,9.596,13.051,5.686,6.52,7.368,4.209,6.72
"LOC127816139",7.574,6.875,7.336,5.837,7.054,6.35,6.234,6.665
"LOC126860923",8.912,7.319,7.386,6.029,8.267,7.313,8.687,5.948
"LOC127400067",8.739,5.018,8.669,6.163,7.564,8.071,6.85,7.518
"LOC127398449",8.056,6.975,7.501,6.839,7.362,4.71,6.644,6.355
"LOC127824683",5.473,8.087,4.308,6.472,5.921,3.858,7.745,7.906
"LOC129997382",5.125,6.681,5.537,8.854,5.255,6.675,6.597,6.372
"NDUFA8",8.137,7.415,7.259,6.259,6.756,6.981,7.015,7.154
"PGM5P4",8.784,6.413,7.234,3.699,8.871,4.327,6.867,5.531
"LOC127895700",6.223,7.36,6.804,6.178,8.813,4.812,9.109,7.522
"LOC111562376",9.479,6.35,7.099,7.74,7.731,5.137,5.19,4.715
"LOC105371623",5.523,7.602,7.377,8.265,7.298,6.229,6.661,6.06
"RBMS3-AS1",7.339,8.466,7.854,8.533,6.36,7.171,6.498,7.101
"LOC130067777",5.694,5.176,5.038,7.632,6.993,6.419,6.956,5.948
"LOC126806747",7.797,7.112,7.019,4.509,11.27,6.852,5.582,6.699
"LOC116158523",9.273,8.121,8.086,9.191,10.799,6.795,6.993,4.792
"LOC124904974",7.37,6.354,5.565,6.082,7.24,5.725,7.385,6.194
"LOC130003536",8.439,9.164,9.193,7.149,6.084,6.54,7.556,5.766
"TRBV30",8.448,9.662,6.082,8.031,8.037,8.623,6.027,8.42
"LOC130058835",6.361,6.795,9.788,7.823,8.884,6.75,4.155,7.23
"LOC127409316",8.679,6.568,5.635,6.485,6.447,8.441,4.252,5.469
"MIR4453HG",9.301,7.471,7.846,6.234,5.219,5.412,6.113,8.751
"LOC129934771",5.087,8.12,7.824,7.801,4.94,8.453,6.227,7.228
"LOC105377502",6.758,6.388,5.332,6.307,7.232,5.874,6.528,6.071
"LOC107985131",5.978,7.077,7.603,7.797,6.734,4.748,6.743,5.79
"DAZ2",7.318,6.651,6.185,9.21,6.179,8.066,5.066,7.449
"LOC105375343",9.911,5.852,9.271,5.543,6.578,3.934,9.305,7.952
"LOC124903472",5.011,8.6,4.548,8.922,7.416,7.354,6.663,6.398
"RNU1-67P",5.85,6.956,6.114,6.083,6.407,6.434,4.657,6.502
"LOC127397836",9.236,8.734,6.284,9.287,6.583,7.608,8.612,8.63
"LOC127887575",7.471,5.66,6.43,8.015,6.119,8.536,6.347,5.282
"LOC127889974",5.259,9.328,7.34,6.297,6.971,7.194,5.552,9.376
"LOC130057066",6.844,7.151,7.837,6.516,5.127,8.232,6.339,8.893
"LOC130059888",7.48,7.978,6.172,6.107,6.942,8.257,5.977,5.529
"LOC130060079",7.545,7.797,6.322,9.278,4.696,7.02,5.601,8.744
"LOC127892594",7.294,8.275,1.787,6.991,8.728,6.084,7.321,8.159
"LOC130009330",7.772,7.144,7.511,10.033,7.005,7.283,6.677,8.317
"LOC132090407",6.835,4.404,6.011,8.391,6.32,6.037,7.025,5.868
"LOC127817185",5.928,6.329,8.95,8.574,5.589,6.995,7.696,6.03
"LOC127459061",5.849,6.728,7.825,5.683,5.323,6.059,6.923,6.565
"LOC124900299",8.385,8.384,5.625,5.849,6.233,7.118,7.45,5.422
"LOC129995971",4.942,9.031,9,5.936,7.631,8.502,6.662,6.863
"IGHV2-70",4.352,6.967,6.789,8.647,3.556,7.53,3.889,8.558
"LOC123256952",7.849,6.092,3.694,7.267,8.997,6.378,5.8,10.362
"LOC130055999",6.9,6.275,7.36,7.283,4.962,4.289,8.516,5.648
"LOC126860384",6.805,7.822,6.656,6.975,5.549,8.953,6.449,8.138
"LOC127401822",6.488,6.938,7.462,5.517,5.819,5.817,5.47,7.955
"LOC127457602",6.809,8.58,6.577,4.283,7.337,8.545,7.198,7.565
"LOC124907198",4.747,11.717,5.657,6.032,7.619,5.899,8.228,3.927
"LOC129999179",8.532,6.39,7.874,7.366,7.234,9.078,8.785,8.774
"LOC130004028",7.189,8.1,8.036,7.388,4.809,7.312,6.56,6.282
"LOC130056540",8.135,6.811,7.147,6.933,8.401,8.385,5.279,8.23
"LOC129935412",9.127,6.279,7.874,8.967,3.522,7.577,7.66,5.676
"LOC130057216",8.449,7.965,10.46,6.01,9.207,5.468,7.307,7.269
"LOC126806105",5.684,6.221,6.671,5.882,8.926,5.2,9.618,7.95
"RNU6-24P",4.719,6.482,6.121,7.861,6.667,5.938,5.626,8.708
"LOC127269472",8.68,5.714,8.094,7.113,5.75,7.468,6.465,6.606
"LOC127893878",7.25,7.839,8.277,5.63,7.012,8.436,7.005,3.657
"LOC127814880",6.337,6.998,5.898,7.067,5.661,6.471,7.168,5.328
"LOC127816152",10.145,5.384,6.445,6.362,5.678,9.483,5.275,7.427
"CCNQP3",7.701,8.317,8.608,6.168,6.561,7.27,8.546,8.201
"LOC127458912",7.314,3.488,5.27,7.988,5.552,5.697,9.598,7.86
"LOC130007592",7.634,8.268,6.542,5.107,4.333,6.491,6.556,5.601
"LOC127403897",6.458,9.5,7.843,8.052,8.234,7.196,3.54,5.757
"LOC132088617",8.483,6.667,6.415,6.395,8.161,6.056,5.001,6.713
"LOC127273003",7.213,3.989,7.759,7.167,6.212,7.932,6.916,4.857
"CYLD",8.667,7.338,7.715,9.189,6.745,8.369,6.823,6.147
"LOC130065006",5.665,4.958,7.636,4.798,6.877,6.948,8.624,5.852
"LOC124908213",7.265,3.377,6.472,6.239,8.775,9.936,5.853,9.241
"OR7E129P",5.96,4.477,7.953,8.412,5.703,10.731,7.972,6.607
"LOC130008856",3.18,6.525,6.687,7.619,4.505,5.925,6.342,8.495
"LOC127403644",7.323,6.562,5.448,6.782,7.018,7.986,8.85,7.047
"LOC125177467",2.372,5.656,5.914,8.372,7.088,6.602,8.267,9.43
"TRPA1",5.892,5.457,8.458,5.47,7.323,5.831,7.897,5.048
"LOC127457091",7.207,5.728,6.183,8.573,6.981,7.192,7.364,6.479
"LOC127817781",6.952,5.778,7.07,8.619,8.463,6.184,3.136,6.702
"LOC127267579",8.641,6.408,5.871,7.632,5.283,7.478,6.317,8.402
"LOC127819577",8.693,5.515,8.284,5.716,8.853,9.146,10.053,8.742
"LOC132089904",5.908,5.194,9.51,7.822,7.76,3.789,6.373,6.601
"LOC127458327",8.224,8.821,8.036,7.232,6.7,7.805,5.903,8.036
"SMAR",8.866,5.828,7.788,8.48,8.359,7.403,5.601,7.436
