# synthetic, for demo only -- 5 cell types x 110 cells x 160 genes, seed=572
cell_id,cell_type,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100,G101,G102,G103,G104,G105,G106,G107,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G121,G122,G123,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G135,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159
C0415,NK,23,3,9,1,5,15,3,13,13,6,15,5,2,3,8,2,6,1,3,4,12,7,2,11,8,2,4,20,1,3,20,18,2,8,13,1,18,3,6,13,2,8,0,16,3,6,8,9,14,17,21,13,3,6,15,8,5,13,3,1,9,2,7,15,0,2,3,11,8,1,5,11,20,6,7,7,2,10,4,1,5,15,6,6,1,9,12,17,10,4,4,5,1,10,8,3,8,5,4,6,28,8,14,5,11,15,20,6,3,2,1,5,8,9,18,23,22,25,4,9,5,5,21,9,9,15,11,7,4,5,7,5,8,1,4,5,3,20,4,1,6,20,4,4,8,5,16,19,0,8,5,6,4,12,5,1,4,7,12,9
C0416,NK,2,0,4,0,2,1,4,4,2,2,5,0,2,1,0,0,1,0,0,0,3,0,1,3,2,0,5,3,1,0,6,2,3,3,5,1,4,5,4,2,0,1,0,2,4,1,3,1,2,2,6,4,1,1,5,0,2,2,0,1,2,1,4,0,2,0,1,0,2,0,2,1,4,6,4,1,2,1,1,2,2,2,4,1,2,1,5,5,2,4,3,0,1,2,1,2,3,2,1,3,10,5,1,3,2,6,12,1,2,2,0,3,2,1,4,10,8,6,3,3,1,3,5,2,2,6,2,3,2,2,1,5,7,0,6,2,3,8,5,1,2,7,0,1,1,0,11,6,2,3,0,2,1,3,1,0,1,3,3,2
C0417,NK,6,1,1,1,0,3,1,1,2,0,2,0,0,3,1,0,3,1,1,2,2,1,0,2,1,0,1,9,0,0,7,7,1,0,1,0,1,1,0,1,1,3,0,6,1,0,1,2,2,2,5,1,0,2,7,1,2,0,1,0,3,0,2,7,0,2,2,0,2,0,0,7,1,2,1,1,0,1,1,1,3,3,0,0,1,1,2,3,1,3,3,1,1,2,3,0,1,2,1,2,5,2,2,1,0,3,3,2,0,0,0,0,5,1,1,6,3,2,2,0,0,1,6,3,6,2,4,4,1,3,1,2,2,0,2,0,1,1,0,1,4,2,1,1,2,0,3,2,0,1,5,0,0,3,2,0,0,0,1,0
C0418,NK,6,0,4,0,1,1,1,1,6,2,3,1,1,5,1,2,1,2,0,0,7,0,1,1,3,1,1,11,1,2,4,4,3,3,4,1,1,1,3,4,0,4,0,3,0,1,3,4,5,5,9,3,2,1,2,1,3,5,2,1,3,0,6,5,1,1,0,5,2,0,1,4,3,2,0,2,2,3,1,1,1,5,2,1,1,2,5,3,2,1,0,1,0,4,3,4,5,5,0,5,7,3,2,2,1,6,11,3,3,2,0,0,2,2,9,8,5,8,4,8,2,1,5,1,3,6,3,4,1,2,0,4,5,0,5,0,2,6,2,3,1,4,1,2,2,0,7,5,1,2,2,1,0,2,2,0,1,3,5,6
C0419,NK,15,2,7,0,9,7,4,5,14,5,7,2,3,11,2,2,7,1,0,3,11,8,2,2,2,5,4,13,3,1,20,9,1,8,9,5,13,5,6,12,0,8,2,7,9,0,5,9,9,13,19,4,7,5,16,4,6,10,5,2,12,1,10,10,4,4,2,5,5,3,3,20,19,3,5,3,3,6,9,4,3,11,8,2,1,6,7,17,3,8,3,2,1,8,3,4,7,7,7,3,29,7,12,4,11,13,15,17,1,1,2,4,3,6,20,14,25,27,6,5,6,1,18,4,10,11,6,7,3,5,5,7,7,0,7,5,6,11,7,1,2,14,3,2,6,5,19,12,3,4,5,9,8,14,2,1,3,11,9,8
C0420,NK,4,3,1,0,0,1,0,0,4,0,1,0,1,2,2,1,1,1,1,4,2,1,1,4,0,0,1,5,0,2,6,3,1,4,3,0,1,2,1,3,0,1,1,2,1,2,4,1,4,2,5,3,1,2,4,1,2,4,1,0,3,0,3,3,0,2,1,1,1,0,2,4,3,0,2,1,2,0,3,0,0,6,0,0,1,4,2,7,5,3,5,2,0,2,4,0,1,1,2,1,4,2,0,0,1,3,8,3,2,1,1,3,3,4,6,2,7,6,2,5,0,0,12,3,1,1,5,1,1,2,0,0,1,0,1,1,2,4,1,0,1,7,1,3,0,0,2,1,1,2,1,1,0,5,2,0,2,0,2,2
C0421,NK,13,1,2,0,2,12,2,7,8,5,10,1,5,6,2,2,7,1,0,7,11,1,3,2,8,2,3,9,2,2,14,7,4,4,8,3,6,2,4,8,1,5,3,9,11,3,12,10,1,14,13,14,5,4,10,1,3,10,5,0,7,2,2,11,5,1,1,2,4,0,1,9,7,3,6,4,4,3,7,2,4,14,8,4,2,2,10,5,8,3,3,3,0,5,3,3,9,6,3,6,23,7,10,1,5,13,14,7,1,2,0,2,7,4,7,20,23,16,6,7,3,2,19,7,8,7,6,8,1,12,2,5,13,0,7,2,2,14,3,1,3,9,1,3,4,4,18,16,3,7,2,10,4,15,2,0,2,7,8,2
C0422,NK,3,3,2,0,0,4,2,2,2,2,1,1,1,1,1,0,2,0,1,1,1,2,0,3,1,0,0,2,2,0,1,7,0,2,3,0,2,3,1,2,0,0,0,1,1,1,3,1,2,1,3,2,0,0,4,0,1,3,2,0,3,1,1,4,2,0,0,0,2,1,0,1,2,1,1,0,0,0,0,0,1,2,0,0,2,1,4,3,2,0,3,0,1,3,2,1,0,2,1,1,12,1,3,1,1,5,4,3,0,0,1,0,1,4,1,7,8,2,2,1,0,3,4,0,4,1,5,2,1,1,3,1,0,0,0,0,0,2,2,0,1,3,2,2,0,1,5,2,1,1,0,1,1,3,1,0,2,2,2,2
C0423,NK,12,3,6,1,4,9,3,6,8,1,4,0,0,4,8,2,5,4,0,3,6,3,1,2,12,2,3,6,1,1,10,10,4,4,8,2,7,3,5,3,0,10,0,10,1,3,1,1,10,8,16,4,3,5,8,2,4,8,5,1,3,1,4,7,0,0,4,3,5,1,1,8,15,1,10,1,2,6,3,0,2,9,3,3,3,3,14,16,6,5,7,1,0,6,4,8,5,3,3,6,19,13,6,2,0,14,17,6,0,2,1,2,3,9,11,18,16,14,4,11,5,3,7,9,5,5,7,7,0,11,4,3,5,0,9,3,3,13,8,1,3,14,0,3,1,4,8,10,3,3,9,5,4,11,1,1,6,4,4,2
C0424,NK,5,2,4,1,6,2,2,1,12,4,4,0,3,2,2,2,2,3,0,3,4,1,0,6,2,4,0,8,2,0,8,6,3,1,6,1,6,1,6,4,0,0,0,5,3,0,4,3,8,4,8,4,0,4,2,0,1,3,2,0,5,1,3,6,1,0,0,1,0,0,0,8,3,0,3,1,3,4,3,0,4,6,3,2,1,1,7,10,4,4,1,0,0,2,4,2,5,3,0,4,9,6,4,0,1,6,9,3,1,0,0,5,4,4,8,8,8,12,1,7,4,3,8,2,9,5,1,5,0,1,1,2,4,2,3,0,5,5,5,0,4,6,0,0,1,1,9,3,3,3,1,3,0,4,1,1,0,5,3,1
C0425,NK,9,4,4,2,5,7,4,6,11,5,8,0,4,4,9,2,7,2,3,5,9,0,2,4,6,3,4,15,3,3,11,15,2,4,16,3,11,5,9,7,3,4,3,12,6,2,4,9,9,9,20,7,3,5,11,2,10,12,8,2,6,1,17,10,3,3,1,9,4,0,1,12,17,4,4,4,9,7,2,1,1,9,5,4,6,1,11,18,8,6,8,2,1,13,5,2,13,5,3,15,25,7,13,3,5,6,22,8,2,0,3,6,4,6,17,11,28,17,13,12,4,4,13,6,14,11,9,8,5,5,7,5,5,5,9,4,5,9,5,1,5,15,1,3,4,8,17,12,2,3,5,5,1,14,3,3,3,5,10,5
C0426,NK,3,0,2,0,2,5,4,6,4,3,3,0,3,2,2,1,0,2,0,1,1,1,1,3,4,0,1,2,1,1,4,3,2,1,1,4,3,0,2,1,2,3,0,3,4,1,4,0,3,3,6,3,2,1,3,1,3,7,1,0,2,1,2,4,0,0,1,2,3,0,3,2,5,0,2,2,3,2,4,0,1,6,0,0,0,1,1,1,1,3,2,1,1,2,0,2,5,5,0,1,7,4,3,1,2,7,7,3,0,0,1,3,0,1,5,4,6,4,4,4,2,2,4,4,3,6,1,2,0,3,0,2,2,0,2,2,1,3,3,1,2,4,0,2,1,5,8,2,1,3,3,1,1,1,2,1,0,5,2,0
C0427,NK,5,1,5,1,4,4,5,2,6,0,5,0,3,1,2,0,1,0,4,0,5,0,1,2,2,0,0,5,0,1,9,3,1,2,6,2,3,3,2,12,2,2,1,3,3,1,4,3,5,1,6,3,1,4,5,2,4,3,3,0,3,1,2,1,0,1,1,1,5,0,0,3,6,2,3,0,3,1,1,0,2,7,3,3,1,6,1,5,4,3,1,1,0,2,1,0,9,0,1,2,13,0,2,2,2,7,4,1,1,1,0,3,0,3,3,5,9,8,4,4,1,0,4,6,3,6,6,1,1,3,2,3,8,1,1,2,1,4,3,2,1,9,0,0,1,5,3,6,1,5,2,1,0,3,2,1,1,1,2,1
C0428,NK,7,0,2,0,2,4,4,2,9,1,5,0,4,0,1,2,2,1,1,3,2,1,1,4,3,0,2,4,1,1,8,8,2,0,6,0,3,3,2,8,1,5,1,10,1,2,4,3,6,9,5,3,1,3,7,0,4,9,3,1,3,1,2,4,1,1,0,5,2,1,3,5,9,1,1,1,3,2,2,3,4,7,8,2,1,1,6,10,5,3,3,2,2,1,1,3,5,3,0,2,14,5,6,1,0,7,15,5,2,0,1,2,4,5,13,11,10,9,0,8,1,1,6,5,4,1,5,4,1,6,4,2,2,0,6,1,1,7,6,2,2,5,2,2,4,8,12,10,4,7,3,3,1,2,3,0,0,2,6,3
C0429,NK,18,3,12,2,6,4,7,5,12,5,10,0,7,10,10,1,8,3,3,10,8,1,5,13,7,2,8,11,2,2,20,10,4,8,10,5,12,5,8,17,2,8,1,12,6,3,8,9,12,11,24,6,3,4,17,3,8,24,3,0,7,1,14,18,6,1,5,4,7,1,4,11,15,7,7,5,3,9,2,3,3,10,3,8,4,6,18,16,5,7,8,4,0,6,8,7,17,9,7,13,32,5,10,2,10,12,21,12,0,2,2,9,7,3,17,17,26,17,9,10,5,1,24,10,6,13,5,5,2,11,3,7,6,0,8,5,5,12,7,1,2,11,0,6,4,8,22,15,4,9,5,5,3,10,2,0,5,5,7,3
C0430,NK,3,3,1,1,1,1,2,2,4,4,1,0,0,1,2,0,4,1,0,0,0,1,0,1,0,0,1,1,1,1,3,0,0,1,3,2,4,1,2,2,2,2,0,2,0,0,2,1,3,3,5,2,0,1,3,0,2,1,2,0,4,0,2,2,0,1,1,2,0,0,1,2,8,1,1,0,1,0,2,1,1,3,2,0,0,0,3,2,2,4,1,1,0,2,2,1,2,0,0,2,4,1,0,1,2,5,4,1,1,0,0,0,1,0,3,6,5,5,1,1,3,0,6,2,3,0,1,2,1,2,2,2,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,5,1,3,1,2,0,1,0,1,2,0,2,2
C0431,NK,4,0,3,0,1,1,3,2,7,1,3,0,1,2,2,0,1,0,3,1,6,1,1,1,2,0,0,6,1,1,4,6,1,2,4,1,3,1,4,3,0,0,0,9,1,0,3,5,2,4,5,6,2,4,3,1,2,3,4,0,3,0,1,4,1,0,1,0,3,0,0,2,3,0,2,3,1,4,2,0,0,4,4,2,3,1,8,4,1,0,1,1,0,4,4,4,3,2,1,3,12,4,3,0,4,3,5,3,1,0,1,3,1,5,6,7,11,7,4,2,2,0,3,6,3,4,2,1,0,3,3,2,2,0,4,0,2,5,2,0,1,2,0,1,2,2,1,6,1,0,3,1,4,3,1,0,4,2,5,2
C0432,NK,7,2,2,1,2,1,2,3,6,1,5,1,2,2,2,0,4,2,0,5,5,1,1,6,5,0,0,6,0,0,13,4,1,3,5,1,6,1,2,3,3,3,0,3,3,0,2,1,2,5,18,3,0,1,3,0,7,4,1,1,4,0,4,5,1,0,1,0,3,0,3,3,10,3,1,1,1,4,1,0,0,8,3,3,1,4,5,5,4,5,4,1,1,5,4,3,5,2,3,0,7,2,4,4,1,1,12,2,1,1,0,4,4,0,7,11,13,10,5,0,1,1,4,2,4,7,8,3,2,2,5,2,5,1,6,0,1,11,3,1,2,7,0,4,2,6,9,4,0,0,3,6,2,5,2,1,0,5,6,3
C0433,NK,1,1,1,0,0,3,0,0,0,0,1,0,1,2,6,0,1,0,0,0,0,0,1,0,0,0,0,2,2,2,1,4,0,1,3,0,3,0,2,0,0,2,0,1,1,1,0,0,1,1,3,0,0,1,2,0,1,0,1,0,0,0,2,2,0,1,0,0,2,0,1,3,1,1,0,2,0,1,1,0,1,0,1,1,0,2,1,2,0,1,0,1,1,1,1,1,0,0,0,2,2,2,3,1,1,3,4,1,0,1,0,0,1,0,3,0,4,1,4,1,1,0,1,3,0,0,0,2,0,1,0,0,2,0,1,0,1,1,1,0,1,2,1,1,1,0,2,2,2,1,1,1,0,0,1,0,1,1,0,0
C0434,NK,4,2,2,0,1,1,0,5,5,3,0,0,3,0,2,1,1,2,0,3,3,1,1,2,2,4,6,8,3,1,9,9,3,3,8,1,6,1,1,5,0,2,0,3,1,2,4,0,9,8,6,2,3,2,4,2,3,4,1,1,1,0,4,3,0,1,0,0,2,0,0,6,4,2,2,1,3,2,0,0,2,4,1,3,3,1,6,6,2,3,3,0,0,1,2,2,2,3,1,4,9,5,1,0,2,6,8,2,2,0,0,1,0,6,7,8,10,7,0,2,1,0,5,4,1,2,1,3,0,6,2,1,2,0,5,0,3,6,0,1,3,2,3,1,2,2,3,7,0,2,0,0,0,4,1,0,0,1,2,1
C0435,NK,6,1,5,0,0,3,1,1,4,2,6,0,0,1,0,1,2,2,0,1,0,1,1,4,7,1,0,4,0,0,5,2,3,1,4,1,1,0,1,3,1,6,0,7,3,0,2,0,0,3,9,2,2,2,1,0,2,3,2,0,1,0,3,4,1,1,0,2,1,0,0,3,4,0,2,2,2,2,4,0,4,3,1,2,0,2,4,12,2,2,2,2,1,0,2,1,4,1,1,0,5,5,3,0,0,5,6,5,0,3,0,3,0,1,5,5,7,7,4,2,2,0,5,2,5,3,2,5,0,1,1,6,1,0,2,1,1,5,1,0,2,6,1,3,1,3,6,3,1,3,2,1,2,4,1,0,1,3,2,1
C0436,NK,2,1,1,1,2,4,1,1,2,2,4,0,0,3,1,1,1,2,1,2,6,2,1,2,3,0,2,6,0,1,3,5,4,0,11,0,5,0,1,5,0,2,1,3,4,2,1,1,2,5,7,4,2,2,6,1,4,3,3,2,4,1,2,10,4,1,0,1,4,0,1,5,7,4,7,0,1,0,2,0,0,5,1,1,2,2,4,6,3,2,1,0,0,4,4,4,6,1,1,1,8,7,1,2,3,6,8,5,0,1,1,4,0,3,5,7,11,6,6,3,2,0,6,3,2,2,3,3,0,7,0,1,5,2,5,1,3,5,1,0,0,5,0,3,3,1,11,8,1,4,2,3,0,3,0,0,0,3,4,1
C0437,NK,11,4,4,1,5,13,10,7,13,3,7,2,0,2,6,0,4,4,2,6,9,5,4,3,7,2,4,18,2,3,10,11,3,9,9,3,9,6,5,10,3,8,1,7,6,4,11,6,14,10,15,5,6,3,13,3,3,13,7,3,9,0,12,9,2,3,2,3,3,0,2,15,14,6,7,9,3,8,7,1,3,13,5,5,3,5,17,14,8,5,15,4,4,9,7,6,15,5,4,9,19,8,9,6,6,14,26,10,2,1,4,11,11,7,16,19,23,11,8,10,5,2,29,10,12,8,9,6,5,5,2,3,8,3,14,3,7,15,5,4,4,17,0,4,6,9,19,20,1,7,6,6,5,8,2,2,2,6,11,6
C0438,NK,1,1,1,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,2,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,2,0,0,3,1,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,1,0,0,1,2,2,2,2,2,1,0,2,0,2,3,0,0,1,5,1,1,2,2,3,1,3,0,0,0,0,2,0,4,2,1,2,0,0,1,0,3,0,2,3,1,2,0,2,0,4,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,2,0,1,3,0,0,0,2,0,0,2,0,1
C0439,NK,3,1,1,0,1,2,3,4,5,0,3,0,0,0,4,0,1,1,0,0,2,1,1,3,2,1,0,2,0,0,5,1,2,2,2,1,4,0,0,1,0,3,0,1,2,1,4,4,4,4,6,2,1,1,1,1,3,4,2,0,5,0,2,1,1,0,0,0,1,1,1,5,13,2,0,0,2,1,4,2,1,4,1,2,0,1,8,3,0,2,0,0,1,0,0,0,5,3,2,2,4,3,5,0,2,4,4,2,1,0,0,1,3,3,4,6,5,3,2,1,0,0,4,5,6,6,2,3,0,3,2,3,4,0,6,1,2,3,4,0,2,8,3,2,2,4,3,2,2,3,4,2,2,1,1,1,1,2,1,3
C0440,DC,9,7,7,2,3,9,5,6,12,2,11,0,6,2,4,6,5,0,1,0,6,3,2,4,6,1,6,6,3,1,8,20,5,2,9,4,7,3,3,11,1,1,2,10,4,4,6,7,7,9,11,5,2,5,3,4,0,10,5,2,5,0,5,8,2,3,2,3,3,1,3,10,13,2,3,4,5,5,6,1,2,9,4,3,4,3,12,9,4,4,5,2,1,5,2,1,7,1,1,1,13,1,5,1,4,6,8,3,0,0,1,1,4,3,8,4,6,8,3,1,2,0,13,5,6,6,5,8,3,6,3,7,14,2,15,0,5,18,11,2,2,21,6,6,8,3,18,14,3,7,5,3,4,13,5,3,8,1,10,7
C0441,DC,6,1,4,1,2,5,0,4,6,3,7,1,3,3,2,0,7,0,0,4,2,2,0,5,5,3,3,5,2,1,4,10,3,5,3,2,7,1,4,6,3,2,1,6,5,0,7,5,10,5,4,5,3,1,5,4,1,8,3,2,4,0,5,5,1,1,3,1,0,1,5,6,3,1,0,2,2,1,1,1,1,6,3,2,0,4,4,3,5,3,2,1,0,4,4,2,1,4,3,3,9,3,3,0,1,3,6,0,1,0,0,2,0,1,2,6,8,3,5,2,1,2,6,4,3,1,1,1,3,5,5,6,5,1,4,4,1,11,6,2,1,23,1,4,5,7,13,12,1,3,7,1,1,7,5,0,2,6,8,6
C0442,DC,5,5,6,3,2,10,3,4,15,4,6,0,4,6,3,2,7,1,0,5,14,3,3,10,5,3,4,9,1,3,12,11,4,8,7,1,6,2,10,7,1,5,2,6,4,3,6,4,12,4,12,6,3,5,10,5,5,7,4,1,8,0,5,6,3,1,1,4,1,0,2,5,13,1,1,0,3,5,7,0,2,12,3,4,1,4,9,14,3,8,4,2,0,6,7,5,4,6,1,2,12,3,2,2,4,10,9,6,3,3,1,3,3,2,8,4,5,9,1,7,2,1,7,0,3,1,4,3,4,12,7,9,11,1,17,2,2,15,6,2,7,20,5,5,11,3,24,17,2,2,2,14,5,10,8,3,8,6,10,6
C0443,DC,6,4,3,1,6,7,4,5,4,1,7,3,0,5,4,0,8,2,2,7,5,3,0,6,4,2,5,8,3,3,12,7,4,2,8,2,5,1,3,4,1,3,0,5,5,0,3,1,8,2,10,4,4,1,5,3,6,8,3,1,4,0,5,9,1,2,1,1,6,1,1,6,4,3,2,3,7,3,2,1,1,5,5,3,1,5,3,7,4,1,5,2,0,1,2,2,4,4,0,1,6,1,4,2,3,6,8,3,2,0,0,1,4,2,9,3,8,7,2,1,3,0,6,4,3,5,3,2,2,8,11,4,7,0,5,7,7,22,9,2,2,13,3,3,8,3,14,13,1,9,9,6,1,9,4,0,6,10,10,4
C0444,DC,4,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,2,1,0,2,1,2,1,1,0,0,4,2,1,0,3,1,1,0,1,0,0,0,1,3,2,0,0,1,1,0,0,1,0,0,2,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,2,4,2,0,0,0,0,1,0,1,2,1,0,0,0,1,2,1,0,1,2,0,4,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,0,1,1,4,1,0,0,1,1,1,2,1,1,0,0,4,0,0,3,1,0,0,2,0,1,1,0,5,2,0,1,0,0,0,4,1,0,1,0,1,1
C0445,DC,4,3,5,0,4,8,3,0,4,1,4,0,3,2,4,0,2,1,1,2,2,0,1,8,4,0,0,5,0,1,10,2,1,4,6,0,4,0,1,4,0,1,2,2,3,2,5,3,2,5,6,0,0,3,6,1,4,5,1,1,3,0,4,8,2,2,0,1,1,1,0,8,3,3,2,0,4,3,3,0,0,5,2,7,0,1,5,4,3,3,3,0,0,1,3,3,4,3,0,3,8,2,2,1,1,2,4,4,0,0,1,1,3,0,6,3,3,1,1,1,0,0,8,0,3,2,1,2,2,3,1,6,7,2,10,2,3,8,4,1,0,13,2,2,5,2,15,8,1,7,4,5,1,7,3,1,2,4,6,3
C0446,DC,4,4,7,1,2,0,5,3,0,2,4,1,3,1,4,0,1,0,0,1,3,2,0,1,2,0,1,3,0,1,2,1,3,1,3,2,3,3,1,1,0,5,1,4,2,1,0,1,5,5,6,1,1,1,3,2,2,0,1,0,1,1,2,3,0,1,1,3,0,0,2,3,4,1,1,5,0,3,2,1,1,0,0,4,1,1,3,3,1,0,3,0,0,4,3,1,2,0,1,0,6,0,1,2,1,3,2,0,0,2,1,0,2,0,1,2,4,1,1,4,0,1,1,3,1,0,0,1,1,5,2,5,6,1,3,6,3,10,3,3,0,10,0,2,1,2,7,8,3,3,1,1,1,8,1,0,2,3,3,1
C0447,DC,5,0,2,1,1,7,3,3,4,2,6,2,3,2,3,0,2,2,1,9,1,2,1,3,6,5,4,8,1,1,10,7,4,0,5,3,7,2,3,7,1,2,1,12,7,0,4,4,4,7,10,4,1,2,1,0,9,6,3,1,4,0,3,7,1,0,1,4,4,2,2,10,15,3,1,2,0,3,9,1,2,4,1,2,3,3,8,8,5,1,1,1,0,3,4,1,2,3,1,2,5,2,2,1,0,2,13,0,2,1,3,4,2,1,4,2,13,7,4,3,0,1,10,2,2,2,3,3,3,6,6,7,7,0,8,6,4,19,9,2,3,15,0,3,4,6,18,12,4,4,6,5,1,7,1,0,4,6,9,4
C0448,DC,13,4,7,3,3,5,5,9,10,2,3,0,1,6,5,2,1,1,0,2,5,1,2,5,5,2,1,10,5,0,14,5,3,2,5,2,4,0,1,7,2,3,0,15,3,0,5,8,4,4,10,7,1,1,9,3,5,7,4,3,2,2,4,11,0,0,1,2,1,0,1,8,8,2,1,2,5,6,6,2,3,8,3,0,3,7,7,10,5,1,10,2,0,6,1,3,2,2,2,0,6,1,1,1,1,7,5,4,0,0,0,0,3,5,7,6,16,12,2,6,0,1,1,5,1,1,2,2,1,6,4,2,9,2,13,4,7,16,9,2,1,17,1,3,10,7,16,10,3,3,6,7,7,7,4,0,2,3,7,5
C0449,DC,8,3,6,0,4,8,3,4,12,1,7,1,2,5,3,2,5,3,0,8,5,5,1,6,5,1,2,12,2,0,7,7,2,5,10,3,7,4,2,3,2,2,0,4,5,2,2,9,5,1,11,4,2,1,5,1,3,9,4,1,3,2,1,14,4,0,1,4,6,0,4,9,4,3,7,6,2,7,5,1,4,5,3,3,2,3,9,10,4,4,3,4,0,6,3,3,5,2,2,0,10,2,2,2,3,6,12,0,0,0,1,1,6,3,7,6,7,6,2,1,1,0,8,0,1,6,5,4,0,10,9,5,5,0,11,2,4,20,3,1,5,15,0,2,6,3,12,18,3,2,5,5,4,10,4,1,1,2,7,1
C0450,DC,9,2,3,0,1,2,3,0,12,1,6,0,4,3,1,3,6,3,0,0,6,2,0,5,2,2,5,6,2,0,10,3,3,1,6,1,15,3,2,4,2,6,0,4,4,2,5,1,4,10,12,6,1,3,7,1,1,1,4,1,2,1,3,7,0,5,0,1,3,0,3,12,3,2,0,1,1,3,0,0,0,6,5,3,1,1,6,9,2,1,3,2,1,4,4,5,2,1,2,0,5,5,7,0,0,1,7,0,0,1,0,0,4,5,4,1,7,4,0,1,0,0,2,2,2,5,4,1,2,4,5,5,7,1,6,3,5,6,3,6,5,14,0,4,5,1,7,9,3,2,3,5,2,16,2,1,0,9,2,0
C0451,DC,9,3,5,3,5,6,3,2,10,1,8,1,3,3,5,0,4,1,1,4,4,3,1,2,3,1,5,8,3,1,10,6,4,8,5,0,0,2,3,9,2,1,0,3,5,0,8,3,4,7,11,7,1,2,10,0,3,7,5,0,6,1,4,3,1,1,0,1,2,0,2,3,8,0,4,1,3,3,0,3,1,4,3,3,0,4,8,8,5,1,4,1,1,7,1,1,2,0,0,0,3,3,2,1,1,5,8,2,0,0,0,2,4,5,4,5,4,3,1,2,3,1,7,4,3,3,5,0,0,6,7,4,8,1,11,4,1,9,6,0,5,16,2,2,2,5,14,12,2,2,3,6,2,17,3,1,4,10,5,4
C0452,DC,7,1,1,0,0,2,2,2,4,1,6,0,0,0,0,0,2,0,3,0,1,2,0,4,0,0,1,4,0,1,5,2,2,0,2,0,2,0,3,3,0,4,0,0,1,0,1,2,1,1,3,1,0,3,2,1,2,7,2,1,1,0,2,3,2,0,0,0,2,0,0,1,4,2,1,1,1,1,2,1,0,2,0,0,2,0,6,7,1,1,2,1,0,3,1,1,1,2,0,0,1,1,0,1,0,1,4,2,0,0,0,1,0,2,0,1,3,5,0,0,0,0,3,0,0,1,1,1,1,5,1,0,4,0,5,0,1,3,0,0,2,7,1,0,1,2,2,6,0,0,2,4,1,3,1,0,2,3,5,0
C0453,DC,2,1,3,0,1,2,4,2,5,1,2,0,3,4,5,0,1,1,0,2,2,3,0,3,3,1,4,11,3,0,9,1,1,1,3,2,2,1,1,4,0,2,0,5,2,2,2,0,8,3,8,3,1,0,1,0,4,3,1,0,7,0,3,2,3,0,1,2,1,0,1,6,6,1,4,3,0,1,0,0,3,4,2,1,0,1,5,5,2,5,3,2,0,2,3,3,2,1,0,1,3,1,4,0,5,4,7,3,0,1,0,1,4,3,1,7,5,2,0,0,0,0,6,2,2,1,4,0,2,9,2,4,9,1,4,1,0,13,5,1,2,10,5,5,3,5,6,6,1,3,2,1,2,2,3,1,7,5,1,2
C0454,DC,10,1,3,0,1,7,1,3,4,2,8,1,5,4,5,2,4,2,0,4,7,2,1,5,3,0,6,7,0,1,5,6,4,4,7,1,3,3,2,3,2,4,1,7,4,2,8,3,3,6,3,5,3,2,6,2,2,10,3,4,2,1,4,8,2,3,2,1,1,0,1,5,8,2,6,1,1,8,2,2,5,10,2,1,2,1,7,5,2,8,3,0,0,4,2,1,3,0,0,2,8,1,2,0,1,4,8,3,1,0,1,2,3,3,3,3,7,3,2,2,0,1,6,6,3,2,2,1,2,3,6,8,5,1,10,2,5,12,8,2,2,9,1,4,7,6,16,13,2,7,8,10,6,12,2,2,5,3,5,7
C0455,DC,4,2,5,3,3,6,4,3,6,2,3,1,3,2,2,1,1,3,3,1,0,0,1,3,4,0,1,4,1,1,6,3,4,3,3,2,3,0,1,7,1,2,0,1,5,3,0,4,3,6,4,2,2,0,4,1,1,2,1,0,3,0,5,6,2,1,2,2,3,0,1,1,6,1,0,4,0,4,2,1,0,4,2,2,0,0,5,5,5,1,1,1,1,4,3,0,1,1,0,2,10,5,2,3,3,3,4,1,1,0,0,1,3,1,3,4,7,2,1,0,0,0,3,0,3,0,1,1,4,1,1,3,8,1,9,1,4,9,3,3,1,9,0,3,6,8,9,11,0,4,3,1,0,6,3,2,3,2,4,2
