# synthetic, for demo only -- generated by 580_novae_spatial_fm.py
cell_id,slide,x,y,domain_true,cell_type_true,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039
s2_c0064,slide2,9.857,3.109,D2,CT0,0,2,1,2,2,3,1,0,2,6,2,1,3,0,2,1,1,1,2,1,0,5,2,4,4,1,0,0,3,0,1,8,1,5,4,0,1,0,1,2
s2_c0065,slide2,10.802,2.451,D2,CT2,4,1,10,2,5,8,0,0,0,8,0,2,4,2,5,3,0,3,4,7,0,1,1,1,1,3,0,2,3,2,3,1,0,6,0,0,5,3,11,0
s2_c0066,slide2,11.986,3.16,D2,CT2,6,5,2,4,1,4,0,0,0,7,0,1,0,5,2,2,3,1,2,4,0,2,2,1,0,3,0,3,2,2,4,1,1,3,0,0,0,7,12,0
s2_c0067,slide2,13.047,2.661,D2,CT2,2,4,6,0,4,5,0,1,0,3,4,0,3,5,0,1,0,1,0,2,1,0,2,0,2,4,0,1,0,2,5,0,1,7,0,0,3,2,11,0
s2_c0068,slide2,14.167,2.983,D2,CT3,0,2,6,0,0,0,0,0,2,4,0,1,0,0,1,3,3,0,0,0,3,1,1,1,4,3,0,4,1,3,1,2,1,2,1,0,0,4,2,3
s2_c0069,slide2,15.111,2.945,D2,CT2,3,1,6,1,3,4,0,0,2,1,1,0,3,4,1,1,0,0,2,9,1,1,1,1,0,1,0,0,0,0,3,0,0,5,0,0,3,3,8,1
s2_c0070,slide2,15.702,3.173,D2,CT2,3,0,5,2,4,5,0,0,1,6,1,0,3,1,3,1,2,0,1,7,2,0,2,0,1,1,0,1,1,1,2,0,1,3,1,0,0,3,12,1
s2_c0071,slide2,16.793,3.173,D2,CT1,1,0,1,0,5,1,4,2,1,5,0,4,0,0,1,0,3,2,8,2,1,1,2,1,0,6,1,2,3,2,1,0,0,2,1,0,4,1,8,0
s2_c0072,slide2,0.298,3.936,D0,CT0,1,2,1,6,0,1,1,0,0,4,2,0,1,2,0,1,4,4,1,3,0,6,0,4,12,1,2,0,1,1,0,5,2,7,3,0,1,0,3,4
s2_c0073,slide2,1.004,4.277,D0,CT3,1,2,3,4,4,0,0,0,0,3,0,3,0,0,0,2,3,1,1,0,1,1,0,0,4,3,0,0,2,2,0,6,3,1,2,0,0,4,4,0
s2_c0074,slide2,2.184,4.042,D0,CT0,6,3,2,7,0,0,1,1,0,3,4,0,1,0,1,0,0,0,1,1,1,6,1,4,4,3,1,0,6,0,2,3,1,6,1,0,2,0,4,0
s2_c0075,slide2,2.767,3.962,D0,CT2,4,2,8,1,1,7,1,1,2,1,1,2,4,6,3,1,0,1,3,9,0,3,2,4,1,1,1,1,1,0,4,0,2,4,0,0,3,2,7,1
s2_c0076,slide2,4.37,4.103,D0,CT0,1,3,3,4,3,2,1,0,2,4,1,0,0,1,0,1,0,1,1,1,0,3,1,2,3,2,1,0,6,1,0,4,1,9,3,1,2,0,3,2
s2_c0077,slide2,5.155,3.918,D0,CT0,0,4,4,4,2,1,0,1,3,7,3,2,5,0,1,0,1,2,0,8,0,3,4,8,4,3,0,0,5,0,0,3,1,9,4,1,3,1,3,0
s2_c0078,slide2,6.015,4.023,D0,CT3,0,3,7,2,1,2,0,1,6,1,1,0,1,1,0,1,1,1,2,0,3,0,0,0,1,1,0,1,5,5,1,2,2,1,0,1,0,2,6,2
s2_c0079,slide2,7.051,3.684,D0,CT0,1,4,0,4,2,2,0,0,1,3,3,3,2,0,0,2,2,2,0,1,0,5,2,10,5,2,0,2,4,1,1,2,1,10,0,1,2,0,3,0
s2_c0080,slide2,7.984,4.102,D0,CT0,1,2,1,4,3,1,1,0,0,2,4,0,0,2,1,1,2,1,2,3,1,8,1,6,4,2,2,1,1,0,1,3,1,8,2,0,1,0,6,2
s2_c0081,slide2,8.942,4.147,D2,CT2,5,3,4,1,4,1,1,0,2,6,2,1,1,4,1,0,0,1,2,3,2,1,0,1,2,2,2,1,5,1,4,2,0,9,0,0,3,4,8,1
s2_c0082,slide2,9.919,4.087,D2,CT0,2,2,3,3,1,1,1,1,0,1,3,1,4,1,0,1,1,2,0,0,1,8,1,6,8,0,0,1,5,1,0,2,3,7,1,0,1,1,6,1
s2_c0083,slide2,10.814,3.722,D2,CT2,9,2,8,5,3,6,1,0,3,5,2,0,3,2,2,0,1,1,1,13,0,3,1,0,0,1,0,4,1,2,1,1,2,4,0,0,5,2,8,0
s2_c0084,slide2,11.643,3.877,D2,CT1,1,1,2,1,1,0,3,4,0,5,5,5,0,0,1,3,5,1,5,2,0,0,0,2,1,6,1,1,5,3,1,0,0,1,0,1,1,1,2,0
s2_c0085,slide2,12.927,3.864,D2,CT2,5,1,5,5,4,3,1,0,1,6,4,3,0,5,2,0,1,0,3,6,1,1,0,1,1,1,0,3,0,2,2,0,0,6,0,0,1,2,11,1
s2_c0086,slide2,13.854,3.85,D2,CT2,4,0,7,3,4,4,0,0,0,9,2,2,1,3,1,1,1,0,2,6,2,2,0,1,2,4,2,0,2,3,2,1,0,8,1,0,0,1,11,0
s2_c0087,slide2,15.058,4.053,D2,CT2,5,2,7,4,2,3,0,1,0,6,4,2,0,3,0,0,2,0,0,6,1,1,1,2,1,1,0,1,1,1,1,0,1,5,2,0,8,2,14,2
s2_c0088,slide2,16.265,4.15,D2,CT3,0,2,9,3,1,5,0,0,2,2,0,0,2,1,2,0,1,1,3,0,2,0,1,0,6,2,0,2,1,2,2,2,3,0,1,1,0,3,2,2
s2_c0089,slide2,16.992,3.97,D2,CT2,6,2,8,3,5,12,0,0,2,3,3,2,2,6,1,0,0,0,2,6,4,1,0,1,2,4,1,0,2,0,3,1,1,6,0,0,5,4,9,2
s2_c0090,slide2,0.137,5.009,D0,CT3,0,3,5,1,0,0,3,1,2,0,1,0,1,0,1,1,2,0,0,0,0,1,0,0,3,3,0,1,3,6,0,2,1,1,0,1,1,2,2,1
s2_c0091,slide2,1.293,5.011,D0,CT0,1,2,1,6,3,2,0,0,2,6,2,0,2,0,3,0,1,0,3,2,1,9,1,7,8,4,1,0,3,0,2,1,0,6,1,1,1,0,1,2
s2_c0092,slide2,1.894,4.795,D0,CT1,2,0,2,0,1,3,4,2,0,5,1,2,2,0,0,2,2,3,1,4,1,1,0,0,1,2,1,3,3,3,2,0,0,1,3,0,0,1,2,1
s2_c0093,slide2,2.882,5.218,D0,CT1,0,1,0,0,2,1,1,1,0,9,1,6,1,0,3,3,1,3,0,2,2,1,1,0,1,4,0,4,4,4,2,0,0,2,1,1,0,0,3,1
s2_c0094,slide2,4.335,5.191,D0,CT0,1,8,1,3,1,2,0,0,2,4,1,4,3,0,1,1,1,0,0,1,0,5,1,4,3,5,0,1,1,1,0,4,0,5,3,1,0,1,3,0
s2_c0095,slide2,5.117,4.818,D0,CT2,2,5,2,2,4,3,0,0,1,5,3,2,0,1,1,0,0,1,2,2,2,0,0,0,2,0,0,1,1,2,6,1,1,4,0,0,2,4,7,0
s2_c0096,slide2,5.965,5.298,D0,CT2,7,2,5,5,5,1,0,0,1,4,5,2,2,2,1,2,2,0,2,7,4,1,2,0,2,3,0,2,1,1,2,0,0,9,0,0,3,2,6,1
s2_c0097,slide2,7.114,5.106,D0,CT1,0,0,4,1,2,0,3,0,0,2,2,4,1,1,0,2,3,2,1,1,2,0,0,4,0,1,0,4,4,3,1,0,0,1,1,2,1,1,4,1
s2_c0098,slide2,8.28,4.952,D0,CT0,2,4,0,3,1,2,0,0,0,5,3,1,5,0,1,0,1,2,0,0,0,9,6,9,4,3,1,0,4,2,0,1,1,7,0,0,5,0,1,4
s2_c0099,slide2,9.043,5.058,D2,CT2,6,0,7,8,5,6,0,0,1,6,1,1,0,4,4,1,1,1,0,3,2,4,0,0,2,2,1,1,1,1,5,0,0,5,1,0,2,3,8,2
s2_c0100,slide2,10.048,4.94,D2,CT0,0,2,3,5,0,3,0,0,0,8,3,1,3,1,3,1,4,2,1,2,0,5,4,9,14,3,0,2,1,3,0,3,0,11,1,1,2,0,3,1
s2_c0101,slide2,11.083,4.789,D2,CT2,8,1,3,3,1,5,0,0,1,6,2,1,1,5,1,0,2,0,4,8,1,2,2,2,0,3,0,2,1,1,3,0,0,7,0,0,5,2,12,2
s2_c0102,slide2,12.23,5.049,D2,CT2,4,2,6,5,5,3,1,0,2,7,1,1,1,2,3,0,2,3,2,7,2,1,0,0,0,3,0,0,0,2,3,1,0,5,0,0,3,5,13,0
s2_c0103,slide2,12.997,5.157,D2,CT1,0,0,2,0,0,1,4,4,0,5,3,6,1,1,1,2,3,4,2,2,2,1,2,2,2,0,0,5,2,5,1,0,1,1,2,0,1,0,5,1
s2_c0104,slide2,13.877,5.306,D2,CT2,3,2,3,4,5,6,0,0,1,3,1,1,3,4,3,0,2,1,2,4,2,3,1,1,2,1,0,4,1,2,1,0,1,7,0,0,1,2,17,3
s2_c0105,slide2,14.945,5.044,D2,CT2,3,2,4,2,6,4,0,0,0,8,2,3,1,1,3,1,0,0,4,7,2,2,1,0,3,1,1,2,0,3,1,1,0,4,1,0,2,4,16,1
s2_c0106,slide2,16.12,4.718,D2,CT0,3,2,0,7,2,1,2,0,1,3,2,4,0,0,3,0,1,0,0,1,0,6,2,3,6,0,0,0,4,0,1,4,1,7,4,1,3,1,4,4
s2_c0107,slide2,16.808,4.646,D2,CT2,6,0,5,3,0,2,3,0,1,3,1,2,1,3,3,0,2,0,1,6,1,0,0,2,5,2,1,0,2,0,5,1,0,3,0,0,1,2,10,0
s2_c0108,slide2,-0.049,5.924,D0,CT0,0,4,1,6,2,1,0,0,1,4,2,0,2,1,2,0,3,3,1,2,0,7,0,5,2,1,0,0,2,0,1,5,0,6,2,1,5,1,6,2
s2_c0109,slide2,1.059,5.792,D0,CT1,2,1,5,0,0,2,1,2,2,3,0,3,0,0,2,0,1,3,2,2,0,1,0,1,2,0,0,3,1,4,1,0,0,0,0,2,0,0,4,2
s2_c0110,slide2,1.778,5.977,D0,CT0,0,2,2,8,1,0,0,0,2,4,2,0,2,1,1,2,3,2,0,1,0,6,2,2,3,2,0,1,1,1,0,4,2,9,1,2,0,1,3,3
s2_c0111,slide2,2.974,6.305,D0,CT0,2,3,2,1,0,1,0,0,1,2,5,0,4,0,0,0,1,0,1,2,1,5,2,7,3,3,2,0,6,1,3,1,2,8,2,1,0,0,5,3
s2_c0112,slide2,4.055,5.77,D0,CT2,5,1,3,2,5,5,1,0,0,5,2,1,2,3,2,2,0,1,0,7,3,1,1,0,2,3,0,0,2,4,6,0,1,4,1,1,2,3,12,0
s2_c0113,slide2,5.155,6.24,D0,CT0,3,3,3,4,2,2,0,0,1,1,1,1,2,2,0,0,1,3,0,5,0,4,0,5,10,2,2,0,4,1,2,4,1,6,1,1,3,0,1,4
s2_c0114,slide2,5.828,5.936,D0,CT3,1,5,6,2,0,3,3,1,2,1,0,1,0,3,0,0,1,1,0,0,1,1,0,2,5,3,1,1,1,3,0,4,2,3,0,3,0,3,4,2
s2_c0115,slide2,6.914,5.952,D0,CT3,3,2,5,4,3,3,0,0,1,2,0,2,0,2,0,1,4,0,1,0,4,2,0,2,6,4,0,2,0,3,0,7,2,1,1,2,0,2,2,3
s2_c0116,slide2,7.775,5.995,D0,CT0,1,3,2,3,1,2,0,1,0,4,1,1,2,0,0,2,2,2,0,1,0,5,1,3,8,3,2,0,3,1,0,5,3,5,2,0,0,0,6,4
s2_c0117,slide2,8.749,6.219,D2,CT3,1,4,5,3,3,3,3,0,3,2,1,2,0,1,0,2,4,0,1,0,3,2,2,0,3,4,0,0,1,2,0,4,3,1,0,0,0,2,3,2
s2_c0118,slide2,9.902,5.965,D2,CT2,2,3,2,5,2,7,0,0,1,3,2,2,4,2,2,0,1,0,4,5,0,0,1,2,0,3,4,2,3,2,6,6,0,7,2,0,1,1,9,2
s2_c0119,slide2,10.962,5.764,D2,CT2,2,3,9,2,4,2,0,0,0,8,2,2,3,5,1,0,1,1,4,5,0,0,0,1,1,4,2,0,0,2,3,2,0,7,1,0,3,2,6,1
s2_c0120,slide2,12.126,6.077,D2,CT3,1,2,5,3,1,1,0,0,3,0,2,2,0,5,1,3,1,0,1,0,2,0,1,0,2,0,0,1,0,3,3,2,0,1,1,4,0,2,3,1
s2_c0121,slide2,13.285,5.738,D2,CT3,0,3,4,4,1,2,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,9,6,0,2,2,4,0,4,0,3,1,0,0,2,3,3
s2_c0122,slide2,14.029,5.796,D2,CT2,0,1,10,2,3,5,0,1,0,5,2,1,2,4,2,0,0,2,4,6,1,1,0,1,0,0,0,1,0,1,1,0,0,4,0,0,1,1,6,2
s2_c0123,slide2,14.849,5.984,D2,CT2,1,3,6,3,4,2,1,0,0,3,2,3,0,3,0,0,0,0,0,6,0,2,1,3,2,1,0,2,2,0,0,4,0,5,0,0,3,2,9,3
s2_c0124,slide2,16.022,5.923,D2,CT2,0,2,10,5,6,2,0,0,1,3,3,1,3,1,0,0,0,0,4,4,0,1,2,1,2,0,0,1,0,1,5,1,0,2,2,0,1,3,7,0
s2_c0125,slide2,16.716,5.854,D2,CT1,2,2,3,1,1,1,3,1,0,3,4,3,0,0,2,0,5,4,6,4,0,1,0,0,1,5,0,4,4,1,3,0,0,2,0,0,1,0,5,0
s2_c0126,slide2,0.216,6.735,D0,CT1,1,1,1,1,3,5,3,2,0,4,1,8,0,0,2,1,5,1,0,1,0,1,0,1,0,5,4,0,5,4,1,0,0,3,3,1,1,0,5,0
s2_c0127,slide2,0.667,6.956,D0,CT0,0,4,1,1,1,3,1,0,1,3,4,1,1,0,3,1,2,0,0,1,0,8,1,7,7,1,1,1,5,1,2,9,3,5,5,1,3,1,3,1
s2_c0128,slide2,1.893,7.181,D0,CT3,1,3,6,1,0,0,0,0,2,0,0,0,1,2,0,2,1,1,0,0,2,2,0,0,6,4,0,0,4,5,0,9,2,3,1,2,1,1,3,3
s2_c0129,slide2,2.83,7.269,D0,CT3,0,1,1,3,0,0,3,0,1,3,0,1,0,1,0,2,2,0,1,1,1,1,1,1,4,3,0,3,2,3,1,3,2,1,0,0,0,2,6,1
s2_c0130,slide2,3.977,7.29,D0,CT0,0,3,1,4,0,0,0,0,0,0,4,0,1,0,0,2,2,1,1,0,0,4,1,7,10,2,3,1,6,0,0,1,3,5,0,5,1,1,4,0
s2_c0131,slide2,4.74,6.886,D0,CT1,1,1,4,2,3,4,1,1,0,4,3,5,0,0,2,2,2,2,4,3,0,3,0,1,1,4,2,2,2,3,2,0,0,4,1,0,2,1,1,1
s2_c0132,slide2,5.947,6.863,D0,CT0,0,4,4,5,3,1,0,0,0,2,4,0,2,0,1,1,2,2,0,1,0,5,2,3,9,3,1,1,4,0,0,6,1,7,3,0,2,1,6,1
s2_c0133,slide2,7.167,7.115,D0,CT0,1,4,1,8,1,1,0,0,1,1,3,3,7,1,2,0,2,0,1,0,0,6,2,3,5,6,1,0,6,1,1,8,1,6,2,0,2,2,5,3
s2_c0134,slide2,8.083,6.941,D0,CT3,0,1,4,1,2,1,1,0,2,4,0,0,1,0,0,0,2,2,0,0,2,0,1,0,4,0,0,0,3,1,1,4,4,3,1,1,0,3,2,4
s2_c0135,slide2,9.154,7.084,D2,CT2,3,2,7,5,4,3,1,0,0,4,2,3,2,5,4,0,3,0,0,2,1,2,1,2,2,1,0,0,5,1,3,1,0,7,0,0,2,2,9,1
s2_c0136,slide2,9.971,6.6,D2,CT3,2,1,5,1,0,1,1,1,0,1,0,0,1,3,0,4,1,0,1,0,3,1,1,0,6,5,0,1,3,3,0,4,1,0,1,1,0,4,4,2
s2_c0137,slide2,10.758,6.952,D2,CT2,4,3,6,5,5,5,1,0,2,2,4,0,1,2,0,0,1,1,1,8,2,2,2,0,1,2,2,2,0,0,0,1,0,7,3,0,3,5,6,0
s2_c0138,slide2,11.888,7.147,D2,CT0,1,4,2,7,1,1,0,0,0,2,1,0,1,1,2,0,4,1,0,2,1,4,3,9,5,3,0,0,3,0,0,2,1,4,0,0,3,0,2,4
s2_c0139,slide2,13.17,6.7,D2,CT1,0,1,0,1,2,1,3,1,0,10,1,9,0,0,6,0,3,3,3,4,0,1,1,1,2,3,1,3,3,4,1,1,0,4,0,1,4,0,9,1
s2_c0140,slide2,13.898,6.866,D2,CT2,5,2,8,4,4,3,1,0,1,4,1,1,8,0,3,1,0,1,2,7,4,1,1,0,1,1,0,0,1,1,1,1,0,13,1,0,2,2,15,1
s2_c0141,slide2,15.005,7.02,D2,CT2,2,5,3,2,4,2,0,0,0,7,3,2,3,4,1,0,1,0,4,3,0,2,0,1,1,3,1,0,1,1,1,0,0,3,1,0,0,5,14,1
s2_c0142,slide2,16.02,7.376,D2,CT3,1,1,4,4,3,1,0,0,1,2,0,1,0,0,0,3,1,0,1,1,0,0,0,2,3,2,0,1,2,7,1,4,6,0,0,0,0,5,2,0
s2_c0143,slide2,16.846,7.24,D2,CT0,2,4,3,4,0,2,0,0,1,5,2,2,4,0,2,2,2,1,1,2,0,6,1,7,4,2,1,1,4,1,2,3,1,4,2,0,1,1,1,0
s2_c0144,slide2,0.157,8.2,D0,CT2,3,5,6,0,3,2,0,0,1,0,0,1,5,3,0,0,0,0,2,4,2,2,0,1,2,2,0,2,2,3,5,1,0,11,0,0,0,2,7,2
s2_c0145,slide2,1.019,7.92,D0,CT0,3,5,7,4,1,0,0,0,4,6,3,3,4,2,1,0,0,1,1,3,1,8,1,6,3,4,0,0,3,0,0,3,3,4,2,1,0,0,5,4
s2_c0146,slide2,2.467,8.05,D0,CT0,2,1,1,4,1,0,1,0,2,6,1,1,3,1,5,0,1,1,0,1,0,7,1,1,9,0,1,1,0,3,0,2,1,7,3,1,0,0,3,2
s2_c0147,slide2,3.003,7.967,D0,CT1,0,0,3,1,2,3,1,5,1,6,0,4,1,0,5,2,2,0,2,4,4,1,1,1,0,1,0,2,5,3,1,0,1,2,1,1,0,0,3,1
s2_c0148,slide2,3.753,7.688,D0,CT0,3,3,2,4,1,2,0,0,3,3,1,0,1,1,1,1,1,0,1,6,0,5,0,3,2,3,0,1,4,0,2,4,0,5,5,0,1,0,3,0
s2_c0149,slide2,5.215,7.772,D0,CT0,1,3,0,5,0,1,0,0,0,2,5,2,5,0,1,1,2,1,0,1,1,5,1,6,5,3,2,1,5,0,1,6,1,8,2,1,2,1,4,1
s2_c0150,slide2,5.899,8.251,D0,CT1,0,0,1,1,0,3,1,1,1,6,2,2,0,0,1,3,5,5,1,3,1,2,1,0,1,1,0,3,3,3,1,0,1,2,0,1,2,0,4,2
s2_c0151,slide2,7.224,8.155,D0,CT0,2,2,1,7,2,2,0,0,2,3,4,1,1,1,2,0,1,1,0,2,0,8,2,5,7,4,0,1,6,3,2,3,4,10,6,0,1,0,2,1
s2_c0152,slide2,8.051,7.684,D0,CT2,3,2,5,2,4,5,0,0,1,6,2,1,1,3,0,0,1,0,1,8,5,3,1,1,2,3,1,1,1,1,1,0,0,3,0,0,2,1,7,1
s2_c0153,slide2,9.357,8.055,D2,CT2,4,1,11,4,4,3,1,0,0,5,4,1,0,1,1,1,1,0,0,7,0,0,2,1,4,5,0,1,1,0,6,1,0,4,0,0,1,7,8,1
s2_c0154,slide2,9.933,7.927,D2,CT0,2,3,0,0,1,1,1,0,0,3,2,0,2,1,1,0,1,3,0,2,0,4,0,12,8,2,1,0,4,0,2,2,1,8,3,3,0,0,5,3
s2_c0155,slide2,10.853,7.721,D2,CT0,0,0,2,5,1,0,1,0,0,2,3,0,2,0,3,0,0,0,1,1,1,5,0,4,6,5,0,1,2,1,1,5,1,2,2,1,1,2,1,3
s2_c0156,slide2,12.012,8.41,D2,CT1,4,0,1,2,2,2,4,3,0,3,2,2,2,0,1,0,2,4,1,2,2,2,0,1,0,2,0,3,4,4,4,0,0,3,1,0,2,1,3,0
s2_c0157,slide2,13.051,7.949,D2,CT2,2,2,5,6,3,8,1,1,2,5,2,0,0,1,2,0,1,0,1,5,2,0,2,2,0,2,0,1,2,0,1,2,1,4,0,0,3,1,3,0
s2_c0158,slide2,14.131,7.631,D2,CT2,6,1,4,3,5,7,0,0,2,6,3,1,1,5,2,0,0,0,0,5,3,2,1,0,3,1,0,1,0,3,3,0,2,3,1,0,2,0,6,1
s2_c0159,slide2,15.221,7.748,D2,CT0,2,0,2,0,1,1,1,1,1,6,1,1,2,2,1,0,1,0,1,2,0,3,2,2,15,5,1,0,4,0,0,4,2,6,3,0,0,0,5,4
s2_c0160,slide2,15.873,8.467,D2,CT2,7,0,6,3,3,1,0,0,1,7,3,0,0,4,5,0,2,2,1,6,0,5,0,2,2,4,0,0,3,1,6,1,0,3,0,1,3,3,11,1
s2_c0161,slide2,17.117,7.809,D2,CT0,4,2,3,3,4,3,0,1,0,7,2,0,2,0,0,1,1,0,1,0,0,6,2,4,10,6,1,0,3,0,0,3,0,8,2,0,1,1,2,3
s2_c0162,slide2,-0.109,9.16,D1,CT1,0,1,6,1,2,3,5,2,0,3,1,4,0,0,1,3,2,2,5,1,3,1,1,0,0,6,0,4,3,4,4,1,1,1,0,1,0,0,8,1
s2_c0163,slide2,1.167,8.948,D1,CT1,1,0,1,1,1,3,0,1,1,5,3,3,0,0,2,1,2,2,3,1,3,1,0,1,1,3,0,3,3,1,3,0,0,1,1,1,0,0,6,0
s2_c0164,slide2,1.823,8.621,D1,CT1,0,0,4,0,0,0,5,2,1,0,1,3,2,0,1,0,0,1,4,3,0,4,0,1,0,6,1,1,2,1,0,0,0,3,2,1,1,0,3,3
s2_c0165,slide2,2.776,9.153,D1,CT2,7,4,7,1,3,6,0,0,0,4,1,0,0,2,3,2,0,0,3,4,0,1,2,1,0,1,0,1,3,4,2,0,0,7,0,0,2,4,5,1
s2_c0166,slide2,3.701,8.831,D1,CT3,1,5,5,6,1,2,0,1,3,2,1,1,0,2,1,1,1,0,0,1,1,1,1,3,6,5,0,0,2,2,1,6,0,3,3,2,0,2,6,0
s2_c0167,slide2,4.86,9.13,D1,CT1,1,0,2,1,1,3,2,1,2,4,1,3,0,0,1,1,2,2,0,1,0,1,0,1,0,2,1,1,2,4,1,1,0,2,1,3,1,1,7,0
s2_c0168,slide2,6.048,9.024,D1,CT2,5,5,8,2,4,5,0,0,0,6,2,1,2,1,3,0,2,2,3,5,0,1,2,3,1,3,1,4,1,2,4,2,0,6,1,0,1,3,8,0
s2_c0169,slide2,7.324,8.878,D1,CT3,2,2,6,2,0,2,1,0,2,2,1,1,1,1,0,2,2,0,2,0,5,0,0,1,3,1,0,1,4,1,1,2,0,3,2,0,1,3,8,4
s2_c0170,slide2,7.963,9.248,D1,CT1,0,1,2,2,1,1,3,0,1,3,2,3,1,0,2,2,5,3,1,2,1,3,0,2,1,0,2,4,4,2,0,1,0,2,1,0,1,0,2,1
s2_c0171,slide2,9.1,8.941,D3,CT3,2,6,3,5,1,2,3,0,1,3,0,1,0,0,0,1,3,0,0,0,4,0,0,2,5,0,0,2,3,1,3,4,0,0,0,1,0,1,3,2
s2_c0172,slide2,9.646,9.186,D3,CT3,4,1,8,0,1,0,1,0,3,0,2,1,1,3,1,5,2,0,0,0,3,1,2,0,2,1,0,1,2,1,1,2,3,0,1,2,0,3,7,3
s2_c0173,slide2,10.822,8.976,D3,CT3,0,2,7,2,2,1,2,1,2,4,3,0,1,1,1,2,0,0,1,0,2,1,1,2,7,2,0,1,0,3,1,5,3,2,1,0,0,1,3,0
s2_c0174,slide2,11.838,9.146,D3,CT2,10,1,2,3,2,1,0,0,0,6,3,0,1,0,1,0,1,0,1,4,1,2,0,1,6,2,0,1,0,2,3,0,1,8,0,0,3,3,10,1
s2_c0175,slide2,12.788,9.031,D3,CT3,0,5,5,3,1,1,3,1,2,0,0,0,0,1,3,0,1,0,1,0,2,0,2,0,2,2,0,2,1,2,3,3,1,0,1,0,0,3,5,2
s2_c0176,slide2,14.053,8.915,D3,CT3,1,1,3,2,1,2,4,1,0,1,1,0,0,2,0,2,1,1,1,0,1,1,1,0,1,2,0,1,2,2,3,2,2,1,1,0,0,2,5,3
s2_c0177,slide2,15.02,9.176,D3,CT3,1,4,2,3,1,0,0,1,0,3,0,0,1,2,2,1,2,1,1,0,3,0,0,1,4,4,1,1,2,2,2,3,0,0,1,2,1,3,4,0
s2_c0178,slide2,16.282,9.04,D3,CT2,5,3,9,2,2,2,1,0,1,7,3,0,5,5,1,1,3,0,1,5,2,0,2,1,2,5,0,1,3,1,3,1,2,6,0,0,3,3,11,0
s2_c0179,slide2,17.157,8.944,D3,CT0,0,2,0,2,2,0,0,2,0,7,1,0,4,1,0,0,0,1,0,1,0,7,0,6,7,3,4,0,3,1,1,6,0,12,4,1,1,2,3,2
s2_c0180,slide2,0.066,10.199,D1,CT1,1,4,2,1,1,3,2,0,0,4,1,2,0,0,0,2,4,0,0,0,1,2,0,0,1,2,2,0,7,2,4,0,0,0,1,0,2,0,4,1
s2_c0181,slide2,0.785,9.907,D1,CT3,3,2,2,0,0,1,0,0,5,1,0,0,0,5,1,1,1,0,0,0,5,1,2,1,2,3,0,1,3,1,1,1,2,0,0,3,0,3,5,0
s2_c0182,slide2,2.175,9.846,D1,CT3,1,4,4,2,0,0,0,0,2,4,0,2,0,2,0,0,2,0,3,0,3,1,3,0,3,3,0,1,2,0,2,0,2,2,2,2,0,2,9,0
s2_c0183,slide2,2.744,10.282,D1,CT1,0,1,3,0,1,5,4,4,0,6,0,2,0,0,2,0,1,3,1,2,1,2,0,1,1,5,1,3,1,4,4,1,0,1,2,1,2,0,2,1
s2_c0184,slide2,4.301,10.027,D1,CT3,0,3,6,2,1,2,1,2,1,1,1,1,1,0,0,2,0,0,2,2,1,2,3,0,4,4,0,3,2,2,3,2,1,0,0,0,0,3,4,3
s2_c0185,slide2,5.116,9.908,D1,CT1,0,1,5,1,1,0,1,1,0,6,6,4,2,0,0,1,3,2,0,4,1,0,0,1,0,5,0,2,3,6,2,1,0,2,0,0,0,1,1,3
s2_c0186,slide2,5.791,10.061,D1,CT1,5,2,6,1,1,2,1,2,1,6,4,3,0,0,1,0,2,3,2,2,1,3,0,1,2,4,0,5,4,0,2,0,0,3,0,0,0,0,2,3
s2_c0187,slide2,6.936,9.895,D1,CT1,0,0,3,4,1,6,2,2,0,5,3,5,0,1,1,2,2,1,1,0,2,0,1,2,1,3,3,2,2,4,0,0,2,1,0,1,2,3,4,1
s2_c0188,slide2,8.013,10.267,D1,CT1,1,0,3,1,1,0,6,1,0,7,2,3,0,0,1,1,4,3,2,1,1,3,0,4,1,1,1,3,4,2,1,0,0,2,1,0,4,0,7,0
s2_c0189,slide2,8.964,10.228,D3,CT3,1,1,3,1,0,1,1,0,0,0,0,0,1,2,0,1,0,1,3,0,4,0,1,1,8,5,0,1,1,0,0,2,2,1,0,2,1,2,7,4
s2_c0190,slide2,10.063,9.927,D3,CT3,3,3,4,3,0,0,1,1,2,0,1,1,1,0,1,5,2,1,1,0,4,0,0,0,1,6,0,0,1,4,1,2,1,1,0,0,0,1,1,2
s2_c0191,slide2,10.951,9.736,D3,CT3,0,2,1,0,3,1,3,0,0,4,2,0,1,1,1,4,2,0,0,0,2,0,1,0,2,3,1,2,3,2,1,7,3,2,2,2,1,6,2,1
s2_c0192,slide2,11.495,10.365,D3,CT3,0,1,6,2,3,0,3,0,2,1,0,2,0,0,0,3,1,0,2,1,0,1,2,2,3,5,0,2,0,2,4,4,2,0,0,1,1,3,5,1
s2_c0193,slide2,13.152,10.068,D3,CT1,0,0,5,2,1,1,2,1,0,5,2,1,1,1,1,3,3,5,3,1,2,3,0,0,1,1,1,4,1,3,3,0,2,2,2,0,6,0,4,0
